,epochs,mu
0,0,0.391139
1,1,0.39094412
2,2,0.39074937
3,3,0.39055473
4,4,0.39036027
5,5,0.39016604
6,6,0.38997212
7,7,0.3897785
8,8,0.38958526
9,9,0.3893924
10,10,0.38920003
11,11,0.38900813
12,12,0.3888168
13,13,0.38862604
14,14,0.38843593
15,15,0.38824654
16,16,0.38805798
17,17,0.3878707
18,18,0.3876876
19,19,0.38750973
20,20,0.38733715
21,21,0.38716888
22,22,0.38700363
23,23,0.3868421
24,24,0.3866849
25,25,0.38653228
26,26,0.38638416
27,27,0.38623983
28,28,0.38609856
29,29,0.3859599
30,30,0.38582352
31,31,0.38568902
32,32,0.38555664
33,33,0.38542628
34,34,0.3852979
35,35,0.38517147
36,36,0.38504723
37,37,0.38492522
38,38,0.3848054
39,39,0.38468778
40,40,0.3845727
41,41,0.3844603
42,42,0.38435054
43,43,0.3842434
44,44,0.3841388
45,45,0.38403663
46,46,0.38393685
47,47,0.38383934
48,48,0.38374406
49,49,0.3836508
50,50,0.3835595
51,51,0.38347003
52,52,0.38338265
53,53,0.38329765
54,54,0.3832152
55,55,0.38313532
56,56,0.383058
57,57,0.38298318
58,58,0.3829106
59,59,0.38284028
60,60,0.38277227
61,61,0.38270652
62,62,0.382643
63,63,0.3825815
64,64,0.3825218
65,65,0.3824637
66,66,0.38240698
67,67,0.38235164
68,68,0.38229764
69,69,0.38224503
70,70,0.3821938
71,71,0.38214397
72,72,0.38209555
73,73,0.38204852
74,74,0.38200292
75,75,0.38195875
76,76,0.38191617
77,77,0.3818752
78,78,0.38183588
79,79,0.3817982
80,80,0.38176203
81,81,0.3817273
82,82,0.38169393
83,83,0.3816618
84,84,0.38163087
85,85,0.3816011
86,86,0.38157246
87,87,0.38154492
88,88,0.38151836
89,89,0.38149282
90,90,0.3814682
91,91,0.38144457
92,92,0.38142192
93,93,0.38140032
94,94,0.38137975
95,95,0.3813602
96,96,0.38134158
97,97,0.38132387
98,98,0.38130707
99,99,0.3812911
100,100,0.38127595
101,101,0.38126168
102,102,0.38124824
103,103,0.38123584
104,104,0.38122562
105,105,0.38122442
106,106,0.3812365
107,107,0.38125968
108,108,0.38128877
109,109,0.38131815
110,110,0.3813502
111,111,0.3813899
112,112,0.3814385
113,113,0.38149497
114,114,0.38155663
115,115,0.3816205
116,116,0.38168564
117,117,0.38175473
118,118,0.38183013
119,119,0.38191244
120,120,0.38200068
121,121,0.38209224
122,122,0.3821836
123,123,0.38227698
124,124,0.38237333
125,125,0.38247162
126,126,0.38256976
127,127,0.38266692
128,128,0.3827636
129,129,0.3828595
130,130,0.3829535
131,131,0.38304546
132,132,0.3831351
133,133,0.38322276
134,134,0.38330877
135,135,0.38339326
136,136,0.383476
137,137,0.38355672
138,138,0.38363507
139,139,0.38371065
140,140,0.38378334
141,141,0.3838531
142,142,0.38392013
143,143,0.38398457
144,144,0.3840464
145,145,0.38410556
146,146,0.38416192
147,147,0.38421533
148,148,0.38426587
149,149,0.38431367
150,150,0.38435888
151,151,0.38440168
152,152,0.38444218
153,153,0.38448054
154,154,0.3845168
155,155,0.38455117
156,156,0.3845837
157,157,0.38461468
158,158,0.3846442
159,159,0.38467246
160,160,0.38469946
161,161,0.3847253
162,162,0.3847499
163,163,0.38477328
164,164,0.38479558
165,165,0.38481674
166,166,0.38483682
167,167,0.3848558
168,168,0.3848737
169,169,0.3848905
170,170,0.38490635
171,171,0.38492137
172,172,0.3849356
173,173,0.38494906
174,174,0.38496172
175,175,0.38497365
176,176,0.384985
177,177,0.38499588
178,178,0.38500643
179,179,0.3850166
180,180,0.38502645
181,181,0.38503605
182,182,0.3850454
183,183,0.38505453
184,184,0.38506332
185,185,0.38507187
186,186,0.38508022
187,187,0.38508832
