,epochs,mu
0,0,0.49414396
1,1,0.49393618
2,2,0.49372548
3,3,0.49351567
4,4,0.49329633
5,5,0.49306828
6,6,0.4928339
7,7,0.49259564
8,8,0.49235633
9,9,0.49211827
10,10,0.49188155
11,11,0.49164572
12,12,0.4914126
13,13,0.49118406
14,14,0.4909614
15,15,0.4907448
16,16,0.4905336
17,17,0.4903273
18,18,0.49012566
19,19,0.48992845
20,20,0.489735
21,21,0.48954508
22,22,0.4893599
23,23,0.48918125
24,24,0.48901048
25,25,0.48884907
26,26,0.48869964
27,27,0.48856577
28,28,0.48845118
29,29,0.48835835
30,30,0.48828825
31,31,0.4882405
32,32,0.48821387
33,33,0.4882067
34,34,0.48821756
35,35,0.48824528
36,36,0.48828894
37,37,0.48834774
38,38,0.4884208
39,39,0.4885073
40,40,0.48860627
41,41,0.48871657
42,42,0.48883644
43,43,0.4889638
44,44,0.48909667
45,45,0.48923358
46,46,0.48937353
47,47,0.4895159
48,48,0.48965982
49,49,0.48980442
50,50,0.48994902
51,51,0.490093
52,52,0.49023566
53,53,0.4903763
54,54,0.49051404
55,55,0.49064848
56,56,0.49077922
57,57,0.49090594
58,58,0.4910279
59,59,0.49114397
60,60,0.49125302
61,61,0.49135396
62,62,0.49144608
63,63,0.491529
64,64,0.49160254
65,65,0.4916668
66,66,0.49172214
67,67,0.4917691
68,68,0.49180827
69,69,0.49184006
70,70,0.49186477
71,71,0.4918828
72,72,0.49189466
73,73,0.49190098
74,74,0.49190232
75,75,0.49189934
76,76,0.4918926
77,77,0.49188292
78,78,0.4918711
79,79,0.4918579
80,80,0.491844
81,81,0.49183002
82,82,0.4918164
83,83,0.49180347
84,84,0.49179137
85,85,0.4917801
86,86,0.49176967
87,87,0.49175993
88,88,0.49175084
89,89,0.4917424
90,90,0.49173456
91,91,0.4917273
92,92,0.49172074
93,93,0.491715
94,94,0.4917104
95,95,0.49170718
96,96,0.4917055
97,97,0.49170563
98,98,0.49170762
99,99,0.49171144
100,100,0.49171704
101,101,0.49172422
102,102,0.49173293
103,103,0.49174312
104,104,0.49175468
105,105,0.4917676
106,106,0.49178162
107,107,0.4917966
108,108,0.4918124
109,109,0.4918288
110,110,0.49184555
111,111,0.49186248
112,112,0.4918793
113,113,0.49189594
114,114,0.49191222
115,115,0.49192798
116,116,0.4919431
