,epochs,Hp
0,0,0.4958807
1,1,0.49562094
2,2,0.4953678
3,3,0.49512208
4,4,0.4948839
5,5,0.494653
6,6,0.4944291
7,7,0.49421194
8,8,0.49400133
9,9,0.4937969
10,10,0.4935984
11,11,0.49340555
12,12,0.49321812
13,13,0.49303603
14,14,0.49285898
15,15,0.49268678
16,16,0.49251926
17,17,0.49235627
18,18,0.49219754
19,19,0.49204284
20,20,0.49189216
21,21,0.4917452
22,22,0.49160212
23,23,0.4914627
24,24,0.4913269
25,25,0.4911947
26,26,0.49106604
27,27,0.49094084
28,28,0.49081895
29,29,0.49070027
30,30,0.4905847
31,31,0.4904721
32,32,0.4903624
33,33,0.49025545
34,34,0.4901512
35,35,0.4900495
36,36,0.4899503
37,37,0.4898535
38,38,0.48975906
39,39,0.4896669
40,40,0.48957694
41,41,0.48948908
42,42,0.48940328
43,43,0.48931944
44,44,0.48923755
45,45,0.48915756
46,46,0.48907942
47,47,0.48900306
48,48,0.4889285
49,49,0.48885563
50,50,0.48878443
51,51,0.48871484
52,52,0.48864684
53,53,0.48858032
54,54,0.48851523
55,55,0.48845154
56,56,0.48838922
57,57,0.48832822
58,58,0.4882685
59,59,0.48821
60,60,0.48815274
61,61,0.48809665
62,62,0.48804167
63,63,0.48798782
64,64,0.48793498
65,65,0.48788315
66,66,0.48783228
67,67,0.48778236
68,68,0.48773333
69,69,0.48768517
70,70,0.48763782
71,71,0.4875913
72,72,0.48754552
73,73,0.48750046
74,74,0.48745614
75,75,0.4874125
76,76,0.48736957
77,77,0.48732725
78,78,0.48728558
79,79,0.48724452
80,80,0.48720402
81,81,0.48716405
82,82,0.48712462
83,83,0.48708567
84,84,0.4870472
85,85,0.48700923
86,86,0.48697168
87,87,0.4869346
88,88,0.48689792
89,89,0.48686162
90,90,0.48682576
91,91,0.48679027
92,92,0.48675513
93,93,0.48672035
94,94,0.4866859
95,95,0.48665172
96,96,0.4866179
97,97,0.4865843
98,98,0.48655102
99,99,0.4865179
100,100,0.48648503
101,101,0.48645237
102,102,0.48641983
103,103,0.4863873
104,104,0.48635483
105,105,0.48632225
106,106,0.48628938
107,107,0.4862559
108,108,0.48622125
109,109,0.4861836
110,110,0.48613513
111,111,0.4860668
112,112,0.48600882
113,113,0.4859609
114,114,0.4859216
115,115,0.48588786
116,116,0.48586357
117,117,0.48583546
118,118,0.4857681
119,119,0.4857044
120,120,0.48565367
121,121,0.48561248
122,122,0.48557985
123,123,0.4855575
124,124,0.4855388
125,125,0.4854947
126,126,0.48544967
127,127,0.48541126
128,128,0.4853776
129,129,0.4853484
130,130,0.48532295
131,131,0.48529994
132,132,0.4852768
133,133,0.4852516
134,134,0.48522598
135,135,0.485202
136,136,0.48518062
137,137,0.4851617
138,138,0.48514453
139,139,0.48512763
140,140,0.48510695
141,141,0.48508406
142,142,0.48506263
143,143,0.4850434
144,144,0.48502594
145,145,0.4850089
146,146,0.48498973
147,147,0.484969
148,148,0.48494884
149,149,0.48493022
150,150,0.48491296
151,151,0.48489627
152,152,0.48487875
153,153,0.48486006
154,154,0.48484132
155,155,0.48482335
156,156,0.48480615
157,157,0.48478907
158,158,0.484771
159,159,0.48475143
160,160,0.48473135
161,161,0.4847117
162,162,0.48469284
163,163,0.48467445
164,164,0.48465583
165,165,0.48463663
166,166,0.48461705
167,167,0.4845976
168,168,0.48457846
169,169,0.48455954
170,170,0.48454052
171,171,0.4845214
172,172,0.48450235
173,173,0.48448333
174,174,0.48446417
175,175,0.48444465
176,176,0.48442468
177,177,0.4844045
178,178,0.48438448
179,179,0.4843648
180,180,0.4843455
181,181,0.48432648
182,182,0.48430762
183,183,0.48428884
184,184,0.48427016
185,185,0.48425162
186,186,0.48423338
187,187,0.4842156
188,188,0.48419836
189,189,0.48418158
190,190,0.48416504
191,191,0.4841485
192,192,0.48413202
193,193,0.48411584
194,194,0.48410007
195,195,0.48408476
196,196,0.4840698
197,197,0.4840552
198,198,0.48404083
199,199,0.48402664
200,200,0.4840125
201,201,0.48399848
202,202,0.48398465
203,203,0.48397115
204,204,0.48395795
205,205,0.48394495
206,206,0.48393205
207,207,0.4839192
208,208,0.48390642
209,209,0.48389372
210,210,0.48388106
211,211,0.48386857
212,212,0.48385623
213,213,0.48384407
214,214,0.48383194
215,215,0.4838198
216,216,0.48380762
217,217,0.48379546
218,218,0.48378325
219,219,0.48377103
220,220,0.48375878
221,221,0.4837464
222,222,0.48373383
223,223,0.483721
224,224,0.48370767
225,225,0.48369375
226,226,0.48367903
227,227,0.48366305
228,228,0.48364514
229,229,0.48362362
230,230,0.4835944
231,231,0.48354328
232,232,0.48345873
233,233,0.4834286
234,234,0.4834511
235,235,0.48346668
236,236,0.48339468
237,237,0.48334396
238,238,0.4833407
239,239,0.48336557
240,240,0.48337254
241,241,0.48333585
242,242,0.48326138
243,243,0.4831984
244,244,0.48320308
245,245,0.48322687
246,246,0.48320332
247,247,0.48315397
248,248,0.4831539
249,249,0.4831921
250,250,0.48320258
251,251,0.48317474
252,252,0.48314708
253,253,0.48317754
254,254,0.48320365
255,255,0.48319247
256,256,0.48318014
257,257,0.4832085
258,258,0.4832365
259,259,0.4832334
260,260,0.48321468
261,261,0.48321667
262,262,0.48323548
263,263,0.48323238
264,264,0.48321134
265,265,0.4832154
266,266,0.48322955
267,267,0.4832194
268,268,0.48320305
269,269,0.48321417
270,270,0.48322496
271,271,0.4832188
272,272,0.48321816
273,273,0.4832324
274,274,0.4832392
275,275,0.48323452
276,276,0.48324633
277,277,0.4832653
278,278,0.4832688
279,279,0.48327467
280,280,0.48329803
281,281,0.48331612
282,282,0.4833233
283,283,0.483337
284,284,0.48336172
285,285,0.48338115
286,286,0.48339337
287,287,0.48341495
288,288,0.48344287
289,289,0.48346344
290,290,0.48348373
291,291,0.48351127
292,292,0.48353678
293,293,0.483558
294,294,0.4835836
295,295,0.48361215
296,296,0.4836364
297,297,0.48366186
298,298,0.48369378
299,299,0.48372364
300,300,0.48374987
301,301,0.4837807
302,302,0.48381406
303,303,0.48384276
304,304,0.48387066
305,305,0.48390302
306,306,0.4839347
307,307,0.48396358
308,308,0.48399523
309,309,0.48402867
310,310,0.4840598
311,311,0.48409167
