,epochs,mu
0,0,0.42752838
1,1,0.42731544
2,2,0.42710266
3,3,0.42689005
4,4,0.42667776
5,5,0.42646584
6,6,0.42625433
7,7,0.4260433
8,8,0.42583284
9,9,0.42562303
10,10,0.42541388
11,11,0.42520553
12,12,0.424998
13,13,0.42479137
14,14,0.4245857
15,15,0.42438108
16,16,0.4241776
17,17,0.4239753
18,18,0.4237742
19,19,0.42357448
20,20,0.42337614
21,21,0.42317924
22,22,0.42298388
23,23,0.42279008
24,24,0.42259794
25,25,0.42240754
26,26,0.42221886
27,27,0.42203206
28,28,0.42184713
29,29,0.42166415
30,30,0.4214832
31,31,0.42130423
32,32,0.4211274
33,33,0.42095274
34,34,0.42078027
35,35,0.42061007
36,36,0.42044216
37,37,0.4202766
38,38,0.4201134
39,39,0.4199527
40,40,0.41979438
41,41,0.41963854
42,42,0.41948527
43,43,0.4193345
44,44,0.41918635
45,45,0.41904083
46,46,0.4188979
47,47,0.41875765
48,48,0.41862005
49,49,0.41848516
50,50,0.41835296
51,51,0.41822347
52,52,0.41809675
53,53,0.41797274
54,54,0.41785148
55,55,0.41773298
56,56,0.4176172
57,57,0.4175042
58,58,0.41739392
59,59,0.4172864
60,60,0.41718158
61,61,0.4170795
62,62,0.41698015
63,63,0.4168835
64,64,0.41678953
65,65,0.41669822
66,66,0.41660956
67,67,0.41652352
68,68,0.4164401
69,69,0.41635922
70,70,0.4162809
71,71,0.4162051
72,72,0.41613182
73,73,0.41606098
74,74,0.41599256
75,75,0.41592652
76,76,0.41586283
77,77,0.41580147
78,78,0.41574237
79,79,0.4156855
80,80,0.41563082
81,81,0.4155783
82,82,0.41552788
83,83,0.4154795
84,84,0.4154332
85,85,0.41538882
86,86,0.41534638
87,87,0.41530582
88,88,0.41526708
89,89,0.41523013
90,90,0.41519493
91,91,0.4151614
92,92,0.4151295
93,93,0.4150992
94,94,0.41507047
95,95,0.4150432
96,96,0.4150174
97,97,0.41499302
98,98,0.41496998
99,99,0.41494828
100,100,0.4149278
101,101,0.4149086
102,102,0.41489053
103,103,0.41487363
104,104,0.41485783
105,105,0.41484308
106,106,0.4148294
107,107,0.41481677
108,108,0.41480514
109,109,0.41479477
110,110,0.41478652
111,111,0.4147946
112,112,0.41481844
113,113,0.4148539
114,114,0.41489837
115,115,0.41495085
116,116,0.41501164
117,117,0.41508234
118,118,0.41515183
119,119,0.41523072
120,120,0.4153159
121,121,0.41540608
122,122,0.41550127
123,123,0.415602
124,124,0.4157097
125,125,0.41581935
126,126,0.41593325
127,127,0.41605163
128,128,0.41617292
129,129,0.41629577
130,130,0.41641933
131,131,0.41654307
132,132,0.41666627
133,133,0.41678807
134,134,0.4169082
135,135,0.4170264
136,136,0.41714257
137,137,0.41725683
138,138,0.41736948
139,139,0.41748056
140,140,0.41758955
141,141,0.41769657
142,142,0.41780192
143,143,0.4179055
144,144,0.4180071
145,145,0.41810638
146,146,0.41820285
147,147,0.41829637
148,148,0.41838697
149,149,0.41847453
150,150,0.41855904
151,151,0.41864055
152,152,0.41871896
153,153,0.4187943
154,154,0.4188667
155,155,0.4189362
156,156,0.4190029
157,157,0.41906667
158,158,0.41912743
159,159,0.41918513
160,160,0.41923982
161,161,0.41929153
162,162,0.4193402
163,163,0.41938576
164,164,0.41942823
165,165,0.4194676
166,166,0.419504
167,167,0.4195375
168,168,0.4195684
169,169,0.41959682
170,170,0.419623
171,171,0.41964707
172,172,0.41966936
173,173,0.41969
174,174,0.41970918
175,175,0.41972697
176,176,0.41974345
177,177,0.41975874
178,178,0.4197729
179,179,0.41978598
180,180,0.4197981
181,181,0.4198093
182,182,0.4198198
183,183,0.4198296
184,184,0.41983888
185,185,0.41984767
186,186,0.41985616
187,187,0.4198644
188,188,0.4198724
