,epochs,SY0
0,0,0.3782107
1,1,0.37821975
2,2,0.37809962
3,3,0.37799263
4,4,0.3779149
5,5,0.3778592
6,6,0.37782195
7,7,0.3777991
8,8,0.3777859
9,9,0.3777785
10,10,0.37777388
11,11,0.37776992
12,12,0.3777678
13,13,0.37776968
14,14,0.3777763
15,15,0.3777869
16,16,0.3777996
17,17,0.3778124
18,18,0.37782475
19,19,0.37783805
20,20,0.37785384
21,21,0.37787297
22,22,0.3778953
23,23,0.37791985
24,24,0.37794498
25,25,0.37796888
26,26,0.37799105
27,27,0.37801242
28,28,0.37803447
29,29,0.37805837
30,30,0.37808475
31,31,0.37811357
32,32,0.37814417
33,33,0.37817505
34,34,0.3782044
35,35,0.37823024
36,36,0.37825087
37,37,0.37826535
38,38,0.37827438
39,39,0.3782797
40,40,0.37828323
41,41,0.37828636
42,42,0.37828976
43,43,0.3782934
44,44,0.37829676
45,45,0.3782993
46,46,0.37830073
47,47,0.3783006
48,48,0.3782985
49,49,0.37829435
50,50,0.37828854
51,51,0.3782815
52,52,0.37827355
53,53,0.37826505
54,54,0.37825635
55,55,0.37824753
56,56,0.37823832
57,57,0.37822872
58,58,0.37821898
59,59,0.37820947
60,60,0.3782002
61,61,0.37819088
62,62,0.37818128
63,63,0.37817135
64,64,0.3781612
65,65,0.37815088
66,66,0.37814042
67,67,0.3781298
68,68,0.37811914
69,69,0.37810847
70,70,0.3780977
71,71,0.37808678
72,72,0.37807536
73,73,0.37806335
74,74,0.37805098
75,75,0.3780386
76,76,0.37802628
77,77,0.37801397
78,78,0.3780016
79,79,0.37798914
80,80,0.37797648
81,81,0.37796342
82,82,0.37794992
83,83,0.37793595
84,84,0.37792173
85,85,0.37790737
86,86,0.377893
87,87,0.3778787
88,88,0.37786457
89,89,0.3778508
90,90,0.37783748
91,91,0.37782452
92,92,0.3778118
93,93,0.3777991
94,94,0.37778628
95,95,0.37777328
96,96,0.37776002
97,97,0.37774646
98,98,0.37773278
99,99,0.3777191
100,100,0.37770548
101,101,0.37769195
102,102,0.37767848
103,103,0.37766513
104,104,0.37765178
105,105,0.3776384
106,106,0.3776249
107,107,0.37761125
108,108,0.3775975
109,109,0.37758365
110,110,0.37756976
111,111,0.37755582
112,112,0.37754184
113,113,0.37752792
114,114,0.37751403
115,115,0.37750012
116,116,0.3774862
117,117,0.37747225
118,118,0.3774583
119,119,0.37744436
120,120,0.37743038
121,121,0.37741643
122,122,0.3774025
123,123,0.37738863
124,124,0.37737468
125,125,0.3773607
126,126,0.37734666
127,127,0.3773326
128,128,0.3773185
129,129,0.37730438
130,130,0.37729028
131,131,0.3772762
132,132,0.3772622
133,133,0.37724823
134,134,0.37723422
135,135,0.37722018
136,136,0.3772061
137,137,0.3771919
138,138,0.37717766
139,139,0.3771633
140,140,0.37714887
141,141,0.37713438
142,142,0.37711984
143,143,0.37710524
144,144,0.37709063
145,145,0.37707597
146,146,0.3770613
147,147,0.37704659
148,148,0.37703183
149,149,0.37701708
150,150,0.3770023
151,151,0.37698752
152,152,0.3769727
153,153,0.37695786
154,154,0.37694296
155,155,0.37692803
156,156,0.37691307
157,157,0.37689805
158,158,0.37688297
159,159,0.37686786
160,160,0.3768527
161,161,0.3768375
162,162,0.3768223
163,163,0.37680703
164,164,0.37679175
165,165,0.3767764
166,166,0.376761
167,167,0.3767456
168,168,0.37673023
169,169,0.37671494
170,170,0.37669975
171,171,0.37668473
172,172,0.37666988
173,173,0.37665522
174,174,0.37664077
175,175,0.37662643
176,176,0.37661225
177,177,0.37659815
178,178,0.37658408
179,179,0.37657005
180,180,0.376556
181,181,0.3765419
182,182,0.37652782
183,183,0.37651366
184,184,0.3764995
185,185,0.37648532
186,186,0.37647107
187,187,0.3764569
188,188,0.37644273
189,189,0.37642857
190,190,0.37641448
191,191,0.37640044
192,192,0.3763865
193,193,0.37637264
194,194,0.3763589
195,195,0.37634522
196,196,0.37633163
197,197,0.37631807
198,198,0.37630457
199,199,0.37629104
200,200,0.37627748
201,201,0.37626392
202,202,0.3762503
203,203,0.37623665
204,204,0.37622297
205,205,0.37620926
206,206,0.3761955
207,207,0.37618172
208,208,0.3761679
209,209,0.37615404
210,210,0.37614015
211,211,0.37612626
212,212,0.37611237
213,213,0.37609848
214,214,0.37608457
215,215,0.37607068
216,216,0.3760568
217,217,0.3760429
218,218,0.37602904
219,219,0.3760152
220,220,0.37600136
221,221,0.37598753
222,222,0.3759737
223,223,0.3759599
224,224,0.3759461
225,225,0.37593234
226,226,0.37591857
227,227,0.37590486
228,228,0.37589118
229,229,0.37587753
230,230,0.3758639
231,231,0.37585035
232,232,0.37583682
233,233,0.37582332
234,234,0.37580985
235,235,0.3757964
236,236,0.375783
237,237,0.37576964
238,238,0.3757563
239,239,0.37574294
240,240,0.37572962
241,241,0.37571633
242,242,0.37570304
243,243,0.37568974
244,244,0.37567645
245,245,0.3756632
246,246,0.37564993
247,247,0.3756367
248,248,0.37562343
249,249,0.3756102
250,250,0.375597
251,251,0.37558383
252,252,0.37557065
253,253,0.37555748
254,254,0.37554434
255,255,0.37553123
256,256,0.37551814
257,257,0.37550506
258,258,0.375492
259,259,0.37547895
260,260,0.3754659
261,261,0.37545288
262,262,0.37543988
263,263,0.3754269
264,264,0.37541386
265,265,0.3754009
266,266,0.37538794
267,267,0.37537497
268,268,0.37536204
269,269,0.3753491
270,270,0.3753362
271,271,0.3753233
272,272,0.37531042
273,273,0.37529755
274,274,0.37528473
275,275,0.3752719
276,276,0.37525907
277,277,0.3752463
278,278,0.3752335
279,279,0.37522075
280,280,0.37520802
281,281,0.3751953
282,282,0.3751826
283,283,0.3751699
284,284,0.37515724
285,285,0.37514457
286,286,0.37513196
287,287,0.3751193
288,288,0.3751068
289,289,0.37509423
290,290,0.37508184
291,291,0.37506956
292,292,0.3750573
