,epochs,mu
0,0,0.4073736
1,1,0.40717065
2,2,0.40696785
3,3,0.40676522
4,4,0.40656283
5,5,0.40636078
6,6,0.40615907
7,7,0.4059578
8,8,0.40575698
9,9,0.4055567
10,10,0.40535703
11,11,0.40515804
12,12,0.40495974
13,13,0.40476224
14,14,0.40456557
15,15,0.4043698
16,16,0.404175
17,17,0.40398124
18,18,0.40378854
19,19,0.40359697
20,20,0.40340662
21,21,0.40321755
22,22,0.40302977
23,23,0.40284333
24,24,0.40265834
25,25,0.40247482
26,26,0.40229285
27,27,0.40211245
28,28,0.40193367
29,29,0.40175658
30,30,0.40158123
31,31,0.40140763
32,32,0.40123585
33,33,0.40106595
34,34,0.40089795
35,35,0.4007319
36,36,0.40056783
37,37,0.4004058
38,38,0.40024582
39,39,0.40008792
40,40,0.39993215
41,41,0.39977854
42,42,0.39962715
43,43,0.39947793
44,44,0.39933097
45,45,0.3991863
46,46,0.39904392
47,47,0.39890385
48,48,0.39876613
49,49,0.39863074
50,50,0.39849773
51,51,0.3983671
52,52,0.3982389
53,53,0.39811307
54,54,0.3979897
55,55,0.39786878
56,56,0.3977503
57,57,0.39763424
58,58,0.39752066
59,59,0.39740956
60,60,0.397301
61,61,0.39719504
62,62,0.3970921
63,63,0.3969977
64,64,0.39691603
65,65,0.39684424
66,66,0.39677995
67,67,0.3967218
68,68,0.39666885
69,69,0.39662078
70,70,0.39657798
71,71,0.3965423
72,72,0.3965135
73,73,0.39648983
74,74,0.39647445
75,75,0.39646608
76,76,0.3964639
77,77,0.39646798
78,78,0.39647868
79,79,0.39649615
80,80,0.39651963
81,81,0.39654386
82,82,0.39657283
83,83,0.3966051
84,84,0.3966389
85,85,0.39667344
86,86,0.39670894
87,87,0.39674616
88,88,0.39678544
89,89,0.39682603
90,90,0.3968684
91,91,0.3969128
92,92,0.39695886
93,93,0.3970063
94,94,0.39705512
95,95,0.3971055
96,96,0.39715746
97,97,0.39721042
98,98,0.39726332
99,99,0.39731708
100,100,0.3973715
101,101,0.3974262
102,102,0.39748085
103,103,0.3975353
104,104,0.39758947
105,105,0.39764318
106,106,0.39769608
107,107,0.3977483
