,epochs,Hp
0,0,0.432865
1,1,0.43263733
2,2,0.43240768
3,3,0.43218747
4,4,0.431966
5,5,0.43174207
6,6,0.43151894
7,7,0.43131435
8,8,0.43113622
9,9,0.43099698
10,10,0.43089366
11,11,0.43080533
12,12,0.43070394
13,13,0.4305657
14,14,0.4303985
15,15,0.43024966
16,16,0.4301411
17,17,0.43009084
18,18,0.4300912
19,19,0.4301188
20,20,0.43016127
21,21,0.43020275
22,22,0.43019357
23,23,0.43014124
24,24,0.43008277
25,25,0.43003204
26,26,0.42999437
27,27,0.42997164
28,28,0.42996228
29,29,0.42996216
30,30,0.42996594
31,31,0.42996693
32,32,0.42995346
33,33,0.4299172
34,34,0.4298698
35,35,0.42982602
36,36,0.4297936
37,37,0.42977574
38,38,0.429772
39,39,0.4297758
40,40,0.42977458
41,41,0.429754
42,42,0.42971885
43,43,0.42968684
44,44,0.4296692
45,45,0.4296674
46,46,0.4296743
47,47,0.429677
48,48,0.42966354
49,49,0.4296349
50,50,0.42960393
51,51,0.42958277
52,52,0.42957568
53,53,0.42957827
54,54,0.42957953
55,55,0.4295685
56,56,0.4295471
57,57,0.42952728
58,58,0.4295165
59,59,0.42951438
60,60,0.4295141
61,61,0.42950594
62,62,0.42948854
63,63,0.42947087
64,64,0.4294601
65,65,0.42945746
66,66,0.4294596
67,67,0.42946005
68,68,0.42945397
69,69,0.42944318
70,70,0.429433
71,71,0.42942667
72,72,0.42942408
73,73,0.4294226
74,74,0.4294191
75,75,0.42941272
76,76,0.42940524
77,77,0.42939886
78,78,0.42939454
79,79,0.4293918
80,80,0.42938927
81,81,0.42938545
82,82,0.42937964
83,83,0.4293723
84,84,0.42936468
85,85,0.42935774
86,86,0.42935202
87,87,0.42934743
88,88,0.42934367
89,89,0.4293404
90,90,0.42933732
91,91,0.42933464
92,92,0.42933267
93,93,0.42933166
94,94,0.4293317
95,95,0.42933252
96,96,0.4293339
97,97,0.42933536
98,98,0.42933673
99,99,0.429338
100,100,0.42933932
101,101,0.42934066
102,102,0.42934197
103,103,0.42934307
104,104,0.42934367
105,105,0.42934367
106,106,0.4293431
107,107,0.4293423
108,108,0.42934158
109,109,0.42934126
110,110,0.4293415
111,111,0.42934224
112,112,0.42934337
113,113,0.42934477
114,114,0.42934623
115,115,0.42934757
116,116,0.42934862
117,117,0.42934924
118,118,0.42934942
119,119,0.42934912
120,120,0.4293484
121,121,0.42934757
122,122,0.42934686
123,123,0.4293466
124,124,0.42934695
125,125,0.42934817
126,126,0.42935017
127,127,0.42935276
128,128,0.42935583
129,129,0.4293591
130,130,0.42936248
131,131,0.4293658
132,132,0.42936912
133,133,0.42937234
134,134,0.42937544
135,135,0.4293783
136,136,0.42938092
137,137,0.42938328
138,138,0.42938548
139,139,0.42938763
140,140,0.42938992
141,141,0.42939246
142,142,0.42939535
143,143,0.4293986
144,144,0.42940214
145,145,0.42940596
146,146,0.42940986
147,147,0.42941383
148,148,0.4294178
149,149,0.42942172
150,150,0.42942566
151,151,0.42942962
152,152,0.4294336
153,153,0.42943767
154,154,0.4294418
155,155,0.42944613
156,156,0.4294506
157,157,0.42945534
158,158,0.42946032
159,159,0.42946553
160,160,0.4294709
161,161,0.4294764
162,162,0.42948198
163,163,0.42948753
164,164,0.42949313
165,165,0.42949873
166,166,0.42950442
167,167,0.42951015
168,168,0.429516
169,169,0.42952192
170,170,0.429528
171,171,0.42953426
172,172,0.42954066
173,173,0.4295473
174,174,0.42955413
175,175,0.42956117
176,176,0.42956838
177,177,0.42957574
178,178,0.42958316
179,179,0.4295907
180,180,0.42959833
181,181,0.42960602
182,182,0.4296138
183,183,0.42962164
184,184,0.42962956
185,185,0.42963758
186,186,0.4296457
187,187,0.42965385
188,188,0.42966214
189,189,0.42967057
190,190,0.4296791
191,191,0.42968774
192,192,0.42969653
193,193,0.42970544
194,194,0.42971444
195,195,0.42972356
196,196,0.42973283
197,197,0.42974222
198,198,0.42975175
199,199,0.42976138
200,200,0.42977113
201,201,0.429781
202,202,0.42979094
203,203,0.42980102
204,204,0.4298112
205,205,0.42982152
206,206,0.4298319
207,207,0.42984238
208,208,0.429853
209,209,0.4298637
210,210,0.42987454
211,211,0.42988545
212,212,0.4298965
213,213,0.42990768
214,214,0.42991894
215,215,0.4299303
216,216,0.42994177
217,217,0.42995334
218,218,0.429965
219,219,0.42997673
220,220,0.4299886
221,221,0.4300005
222,222,0.43001252
223,223,0.43002465
224,224,0.43003687
225,225,0.4300492
226,226,0.43006167
227,227,0.43007421
228,228,0.43008688
229,229,0.43009967
230,230,0.43011254
231,231,0.43012553
232,232,0.43013862
233,233,0.43015182
234,234,0.4301651
235,235,0.43017852
236,236,0.43019205
237,237,0.43020567
238,238,0.4302194
239,239,0.43023324
240,240,0.43024716
241,241,0.43026122
242,242,0.43027535
243,243,0.43028957
244,244,0.4303039
245,245,0.43031833
