,epochs,lmbd
0,0,2.406274
1,1,2.4073677
2,2,2.4084594
3,3,2.4095342
4,4,2.4105778
5,5,2.4115741
6,6,2.4125059
7,7,2.413355
8,8,2.4141068
9,9,2.414749
10,10,2.4152715
11,11,2.4156735
12,12,2.4159575
13,13,2.4161334
14,14,2.4162145
15,15,2.4162157
16,16,2.416154
17,17,2.4160469
18,18,2.4159112
19,19,2.4157634
20,20,2.415619
21,21,2.415493
22,22,2.4153976
23,23,2.415342
24,24,2.4153318
25,25,2.4153697
26,26,2.4154556
27,27,2.4155853
28,28,2.4157546
29,29,2.415955
30,30,2.4161766
31,31,2.4164093
32,32,2.4166431
33,33,2.4168673
34,34,2.417072
35,35,2.4172485
36,36,2.4173906
37,37,2.4174933
38,38,2.4175541
39,39,2.4175727
40,40,2.417551
41,41,2.4174929
42,42,2.4174032
43,43,2.417289
44,44,2.4171576
45,45,2.4170156
46,46,2.4168706
47,47,2.4167292
48,48,2.4165976
49,49,2.41648
50,50,2.4163797
51,51,2.4162977
52,52,2.4162347
53,53,2.4161878
54,54,2.4161546
55,55,2.4161317
56,56,2.416115
57,57,2.4161003
58,58,2.416084
59,59,2.4160607
60,60,2.4160273
61,61,2.4159827
62,62,2.4159255
63,63,2.4158561
64,64,2.4157763
65,65,2.4156873
66,66,2.4155922
67,67,2.415493
68,68,2.4153934
69,69,2.4152968
70,70,2.415206
71,71,2.4151232
72,72,2.41505
73,73,2.4149873
74,74,2.414935
75,75,2.4148927
76,76,2.4148583
77,77,2.4148316
78,78,2.4148107
79,79,2.414793
80,80,2.4147775
81,81,2.4147627
82,82,2.4147465
83,83,2.4147286
84,84,2.414708
85,85,2.414685
86,86,2.4146593
87,87,2.4146314
88,88,2.4146028
89,89,2.414574
90,90,2.414546
91,91,2.4145203
92,92,2.414497
93,93,2.4144773
94,94,2.414462
95,95,2.4144506
96,96,2.4144425
97,97,2.4144373
98,98,2.4144344
99,99,2.414433
100,100,2.4144318
101,101,2.4144301
102,102,2.4144273
103,103,2.4144228
104,104,2.414416
105,105,2.4144077
106,106,2.4143977
107,107,2.4143856
108,108,2.414372
109,109,2.4143577
110,110,2.4143429
111,111,2.4143283
112,112,2.4143145
113,113,2.4143016
114,114,2.4142897
115,115,2.4142785
116,116,2.4142683
117,117,2.4142582
118,118,2.4142485
119,119,2.4142382
120,120,2.414228
121,121,2.4142165
122,122,2.4142044
123,123,2.414191
124,124,2.4141765
125,125,2.4141612
126,126,2.4141455
127,127,2.4141293
128,128,2.4141133
129,129,2.414097
130,130,2.4140816
131,131,2.4140651
132,132,2.4140487
133,133,2.4140325
134,134,2.4140165
135,135,2.4140015
136,136,2.4139874
137,137,2.4139736
138,138,2.4139605
139,139,2.4139476
140,140,2.4139345
141,141,2.4139216
142,142,2.413909
143,143,2.413896
144,144,2.4138837
145,145,2.413871
146,146,2.413859
147,147,2.4138467
148,148,2.4138355
149,149,2.4138243
150,150,2.413813
151,151,2.413802
152,152,2.413792
153,153,2.4137824
154,154,2.4137733
155,155,2.4137645
156,156,2.4137566
157,157,2.4137487
158,158,2.4137414
159,159,2.4137344
160,160,2.4137278
161,161,2.4137206
162,162,2.4137135
163,163,2.4137063
164,164,2.4136984
165,165,2.4136913
166,166,2.4136841
167,167,2.4136772
168,168,2.4136705
169,169,2.4136646
170,170,2.413659
171,171,2.413654
172,172,2.4136493
173,173,2.4136443
174,174,2.41364
175,175,2.4136357
176,176,2.4136314
177,177,2.413627
178,178,2.4136221
179,179,2.4136176
180,180,2.413613
181,181,2.413608
182,182,2.4136038
183,183,2.4136
184,184,2.4135966
185,185,2.413593
186,186,2.41359
187,187,2.413587
188,188,2.4135842
189,189,2.4135816
190,190,2.4135797
191,191,2.4135778
192,192,2.4135764
193,193,2.413575
194,194,2.4135733
195,195,2.4135714
196,196,2.413569
197,197,2.4135664
198,198,2.4135642
199,199,2.4135623
200,200,2.4135609
201,201,2.4135602
202,202,2.4135594
203,203,2.4135587
204,204,2.4135578
205,205,2.4135566
206,206,2.4135554
207,207,2.4135537
208,208,2.413552
209,209,2.41355
210,210,2.4135478
211,211,2.4135451
212,212,2.4135425
213,213,2.4135401
214,214,2.4135382
