,epochs,lmbd
0,0,0.24083045
1,1,0.24073032
2,2,0.24067877
3,3,0.24068695
4,4,0.24073437
5,5,0.24080476
6,6,0.24088962
7,7,0.24098435
8,8,0.24108624
9,9,0.24119364
10,10,0.24130532
11,11,0.24142043
12,12,0.24153836
13,13,0.24165854
14,14,0.24178056
15,15,0.2419041
16,16,0.24202885
17,17,0.24215461
18,18,0.2422812
19,19,0.24240844
20,20,0.2425362
21,21,0.24266438
22,22,0.24279289
23,23,0.2429217
24,24,0.2430507
25,25,0.24317989
26,26,0.24330926
27,27,0.24343878
28,28,0.24356838
29,29,0.24369808
30,30,0.24382776
31,31,0.24395742
32,32,0.24408697
33,33,0.24421634
34,34,0.24434546
35,35,0.24447419
36,36,0.2446025
37,37,0.24473025
38,38,0.24485736
39,39,0.2449837
40,40,0.24510919
41,41,0.24523371
42,42,0.24535717
43,43,0.24547943
44,44,0.24560039
45,45,0.24571994
46,46,0.24583793
47,47,0.24595419
48,48,0.24606861
49,49,0.24618104
50,50,0.24629134
51,51,0.24639939
52,52,0.24650505
53,53,0.24660823
54,54,0.24670887
55,55,0.24680689
56,56,0.24690227
57,57,0.24699493
58,58,0.24708489
59,59,0.24717213
60,60,0.24725667
61,61,0.24733853
62,62,0.24741776
63,63,0.24749444
64,64,0.2475686
65,65,0.24764036
66,66,0.24770977
67,67,0.24777693
68,68,0.24784192
69,69,0.24790485
70,70,0.24796583
71,71,0.2480249
72,72,0.24808215
73,73,0.24813764
74,74,0.24819146
75,75,0.24824367
76,76,0.24829431
77,77,0.24834336
78,78,0.24839091
79,79,0.24843696
80,80,0.24848153
81,81,0.24852464
82,82,0.24856627
83,83,0.24860647
84,84,0.24864519
85,85,0.24868245
86,86,0.24871826
87,87,0.24875258
88,88,0.24878542
89,89,0.24881674
90,90,0.24884658
91,91,0.24887489
92,92,0.2489017
93,93,0.24892698
94,94,0.24895081
95,95,0.2489732
96,96,0.24899419
97,97,0.24901377
98,98,0.24903207
99,99,0.2490491
100,100,0.24906492
101,101,0.24907964
102,102,0.2490933
103,103,0.249106
104,104,0.24911782
105,105,0.24912882
106,106,0.24913909
107,107,0.24914868
108,108,0.2491577
109,109,0.24916619
110,110,0.2491742
111,111,0.2491818
112,112,0.24918908
113,113,0.24919602
114,114,0.24920267
115,115,0.24920908
116,116,0.24921526
117,117,0.24922124
118,118,0.24922702
119,119,0.2492326
120,120,0.24923803
121,121,0.24924324
122,122,0.24924822
123,123,0.249253
124,124,0.24925756
125,125,0.24926186
126,126,0.24926586
127,127,0.24926957
128,128,0.249273
129,129,0.24927612
130,130,0.24927892
131,131,0.24928139
132,132,0.24928352
133,133,0.24928534
134,134,0.24928683
135,135,0.24928802
136,136,0.24928889
137,137,0.24928944
138,138,0.24928972
139,139,0.24928972
140,140,0.24928948
141,141,0.24928902
142,142,0.24928837
143,143,0.24928753
144,144,0.24928655
145,145,0.24928546
146,146,0.24928424
147,147,0.24928297
148,148,0.24928164
149,149,0.2492803
150,150,0.24927892
