,t,gamma
0,0.0,6.030798e-07
1,0.01,1.6040802e-06
2,0.02,2.5222303e-06
3,0.03,3.358245e-06
4,0.04,4.1112903e-06
5,0.05,4.7814847e-06
6,0.06,5.3698423e-06
7,0.07,5.877495e-06
8,0.08,6.3061716e-06
9,0.09,6.6577795e-06
10,0.1,6.9344046e-06
11,0.11,7.139147e-06
12,0.12,7.2768335e-06
13,0.13,7.3504452e-06
14,0.14,7.3663e-06
15,0.15,7.3312526e-06
16,0.16,7.252276e-06
17,0.17,7.1387294e-06
18,0.18,7.0003275e-06
19,0.19,6.84917e-06
20,0.2,6.6987277e-06
21,0.21,6.5655117e-06
22,0.22,6.46472e-06
23,0.23,6.4169767e-06
24,0.24,6.4430837e-06
25,0.25,6.565631e-06
26,0.26,6.8079235e-06
27,0.27,7.195533e-06
28,0.28,7.753432e-06
29,0.29,8.5064175e-06
30,0.3,9.477318e-06
31,0.31,1.0685325e-05
32,0.32,1.2146593e-05
33,0.33,1.3872803e-05
34,0.34,1.5874624e-05
35,0.35,1.8166722e-05
36,0.36,2.0784559e-05
37,0.37,2.3813904e-05
38,0.38,2.7426542e-05
39,0.39,3.190261e-05
40,0.4,3.754908e-05
41,0.41,4.437557e-05
42,0.42,5.1570238e-05
43,0.43,5.7486923e-05
44,0.44,6.10888e-05
45,0.45,6.37219e-05
46,0.46,6.828073e-05
47,0.47,7.646677e-05
48,0.48,8.782715e-05
49,0.49,0.00010094801
50,0.5,0.000114656934
51,0.51,0.00012836358
52,0.52,0.0001418945
53,0.53,0.00015527211
54,0.54,0.00016857112
55,0.55,0.00018185996
56,0.56,0.00019518436
57,0.57,0.0002085665
58,0.58,0.00022201182
59,0.59,0.00023551546
60,0.6,0.00024906936
61,0.61,0.00026266367
62,0.62,0.00027628598
63,0.63,0.00028993117
64,0.64,0.000303593
65,0.65,0.00031726883
66,0.66,0.00033095572
67,0.67,0.00034465487
68,0.68,0.0003583677
69,0.69,0.00037209503
70,0.7,0.00038583906
71,0.71,0.00039960278
72,0.72,0.0004133877
73,0.73,0.00042719257
74,0.74,0.0004410214
75,0.75,0.00045487148
76,0.76,0.0004687425
77,0.77,0.00048263295
78,0.78,0.0004965386
79,0.79,0.000510459
80,0.8,0.0005243881
81,0.81,0.0005383238
82,0.82,0.00055226154
83,0.83,0.00056620134
84,0.84,0.0005801397
85,0.85,0.0005940781
86,0.86,0.00060801976
87,0.87,0.0006219686
88,0.88,0.0006359338
89,0.89,0.00064992247
90,0.9,0.00066394266
91,0.91,0.0006779972
92,0.92,0.00069208274
93,0.93,0.00070618617
94,0.94,0.00072029827
95,0.95,0.0007344267
96,0.96,0.0007486433
97,0.97,0.0007630995
