,epochs,lmbd
0,0,0.9052554
1,1,0.9056833
2,2,0.90610725
3,3,0.9065216
4,4,0.90692014
5,5,0.90729535
6,6,0.90763927
7,7,0.9079445
8,8,0.90820557
9,9,0.9084203
10,10,0.90859014
11,11,0.9087191
12,12,0.90881366
13,13,0.9088816
14,14,0.9089316
15,15,0.9089725
16,16,0.909013
17,17,0.909061
18,18,0.9091231
19,19,0.9092043
20,20,0.9093073
21,21,0.9094327
22,22,0.909579
23,23,0.9097427
24,24,0.9099188
25,25,0.91010064
26,26,0.91028136
27,27,0.9104532
28,28,0.9106092
29,29,0.9107432
30,30,0.9108507
31,31,0.9109297
32,32,0.9109802
33,33,0.9110045
34,34,0.91100645
35,35,0.9109911
36,36,0.91096413
37,37,0.91093135
38,38,0.91089803
39,39,0.91086847
40,40,0.91084594
41,41,0.9108321
42,42,0.9108268
43,43,0.9108283
44,44,0.9108336
45,45,0.9108386
46,46,0.9108385
47,47,0.91082853
48,48,0.9108043
49,49,0.91076255
50,50,0.9107013
51,51,0.91062033
52,52,0.91052115
53,53,0.91040665
54,54,0.910281
55,55,0.91014934
56,56,0.910017
57,57,0.90988946
58,58,0.9097714
59,59,0.9096664
60,60,0.90957683
61,61,0.90950334
62,62,0.90944535
63,63,0.9094006
64,64,0.90936595
65,65,0.90933794
66,66,0.9093127
67,67,0.90928704
68,68,0.9092582
69,69,0.90922433
70,70,0.9091847
71,71,0.9091396
72,72,0.90909004
73,73,0.90903777
74,74,0.9089851
75,75,0.90893424
76,76,0.90888727
77,77,0.9088458
78,78,0.9088111
79,79,0.9087836
80,80,0.9087632
81,81,0.9087491
82,82,0.9087403
83,83,0.9087356
84,84,0.90873337
85,85,0.90873265
86,86,0.9087324
87,87,0.908732
88,88,0.9087311
89,89,0.9087299
90,90,0.9087286
91,91,0.90872765
92,92,0.9087274
93,93,0.9087283
94,94,0.9087303
95,95,0.9087337
96,96,0.90873814
97,97,0.90874344
98,98,0.9087491
99,99,0.90875447
100,100,0.90875936
101,101,0.9087632
102,102,0.9087656
103,103,0.9087667
104,104,0.90876627
105,105,0.9087644
106,106,0.9087614
107,107,0.9087574
108,108,0.9087526
109,109,0.9087473
110,110,0.9087417
111,111,0.90873563
112,112,0.90872926
113,113,0.90872246
114,114,0.908715
115,115,0.90870667
116,116,0.9086971
117,117,0.9086864
118,118,0.9086744
119,119,0.9086611
120,120,0.9086466
121,121,0.90863127
122,122,0.9086151
123,123,0.90859854
124,124,0.90858203
125,125,0.90856564
126,126,0.9085498
127,127,0.9085344
128,128,0.90851957
129,129,0.9085054
130,130,0.9084918
131,131,0.90847856
132,132,0.9084657
133,133,0.90845305
134,134,0.9084406
135,135,0.9084284
136,136,0.90841645
137,137,0.908405
138,138,0.908394
139,139,0.90838355
140,140,0.9083737
141,141,0.90836453
142,142,0.9083559
143,143,0.9083477
144,144,0.90834016
145,145,0.908333
146,146,0.9083263
147,147,0.90831983
148,148,0.90831345
149,149,0.90830725
150,150,0.90830135
151,151,0.9082956
152,152,0.9082901
153,153,0.9082848
154,154,0.9082798
155,155,0.9082751
156,156,0.9082707
157,157,0.9082665
158,158,0.9082624
159,159,0.9082584
160,160,0.9082544
161,161,0.90825045
162,162,0.9082466
163,163,0.9082426
164,164,0.9082386
165,165,0.90823454
166,166,0.90823054
167,167,0.90822667
168,168,0.90822285
169,169,0.9082192
170,170,0.90821564
171,171,0.9082122
172,172,0.9082088
173,173,0.9082057
174,174,0.9082025
175,175,0.9081995
176,176,0.90819645
177,177,0.90819347
178,178,0.9081904
179,179,0.9081875
180,180,0.9081847
181,181,0.90818185
182,182,0.90817916
183,183,0.90817654
184,184,0.9081741
185,185,0.9081717
186,186,0.90816945
187,187,0.90816724
188,188,0.9081652
189,189,0.90816313
190,190,0.9081611
191,191,0.908159
192,192,0.9081569
193,193,0.9081546
194,194,0.9081522
195,195,0.90814984
196,196,0.90814745
197,197,0.90814507
198,198,0.9081428
199,199,0.90814054
200,200,0.9081384
201,201,0.9081363
202,202,0.90813446
203,203,0.90813273
204,204,0.9081311
205,205,0.90812963
206,206,0.9081282
207,207,0.908127
208,208,0.9081258
209,209,0.90812474
210,210,0.9081238
211,211,0.9081229
212,212,0.9081221
213,213,0.9081216
