,epochs,mu
0,0,0.61794186
1,1,0.6176393
2,2,0.61733794
3,3,0.61704874
4,4,0.61677164
5,5,0.6164996
6,6,0.61622906
7,7,0.61595774
8,8,0.61568487
9,9,0.61541015
10,10,0.6151348
11,11,0.61486167
12,12,0.6145933
13,13,0.6143292
14,14,0.61406726
15,15,0.61380523
16,16,0.6135418
17,17,0.6132757
18,18,0.61300707
19,19,0.6127371
20,20,0.61246836
21,21,0.61220455
22,22,0.61195064
23,23,0.6117121
24,24,0.6114944
25,25,0.6113019
26,26,0.6111369
27,27,0.6109996
28,28,0.6108872
29,29,0.61079586
30,30,0.6107208
31,31,0.6106576
32,32,0.610602
33,33,0.61055017
34,34,0.61049914
35,35,0.61044735
36,36,0.61039484
37,37,0.61034304
38,38,0.61029434
39,39,0.6102517
40,40,0.61021835
41,41,0.6101972
42,42,0.6101905
43,43,0.6101995
44,44,0.6102244
45,45,0.6102648
46,46,0.6103198
47,47,0.6103888
48,48,0.61047137
49,49,0.610567
50,50,0.61067504
51,51,0.61079466
52,52,0.6109244
53,53,0.6110623
54,54,0.6112057
55,55,0.6113522
56,56,0.6114997
57,57,0.61164665
58,58,0.61179197
59,59,0.61193514
60,60,0.61207575
61,61,0.6122134
62,62,0.61234736
63,63,0.6124767
64,64,0.6126003
65,65,0.6127171
66,66,0.6128264
67,67,0.6129283
68,68,0.61302316
69,69,0.6131119
70,70,0.6131954
71,71,0.6132745
72,72,0.61334974
73,73,0.6134211
74,74,0.6134885
75,75,0.61355156
76,76,0.61360997
77,77,0.6136637
78,78,0.61371267
79,79,0.6137571
80,80,0.6137971
81,81,0.613833
82,82,0.6138648
83,83,0.61389244
84,84,0.6139158
85,85,0.61393464
86,86,0.6139488
87,87,0.61395836
88,88,0.61396366
89,89,0.61396515
90,90,0.61396366
91,91,0.61396
92,92,0.613955
93,93,0.6139495
94,94,0.6139437
95,95,0.61393803
96,96,0.6139325
97,97,0.61392725
98,98,0.6139223
99,99,0.61391795
100,100,0.6139145
101,101,0.6139122
102,102,0.61391133
103,103,0.6139121
104,104,0.6139145
105,105,0.61391854
106,106,0.61392415
107,107,0.61393136
108,108,0.6139402
109,109,0.6139508
110,110,0.6139632
111,111,0.6139773
112,112,0.61399317
113,113,0.61401045
114,114,0.614029
115,115,0.6140486
116,116,0.6140691
117,117,0.6140904
118,118,0.6141123
119,119,0.6141349
120,120,0.61415815
121,121,0.6141819
122,122,0.61420596
123,123,0.6142302
124,124,0.6142545
125,125,0.6142785
126,126,0.61430216
127,127,0.61432534
128,128,0.61434793
129,129,0.61436987
130,130,0.61439127
131,131,0.614412
132,132,0.6144321
133,133,0.61445147
134,134,0.6144702
135,135,0.61448807
136,136,0.6145053
137,137,0.61452174
138,138,0.6145376
139,139,0.61455286
140,140,0.6145676
141,141,0.6145818
142,142,0.6145956
143,143,0.614609
144,144,0.6146219
145,145,0.61463445
146,146,0.6146467
147,147,0.61465865
148,148,0.6146704
149,149,0.614682
150,150,0.6146936
151,151,0.61470515
152,152,0.61471665
153,153,0.6147282
154,154,0.6147398
155,155,0.61475134
156,156,0.61476296
157,157,0.61477464
158,158,0.6147864
159,159,0.61479825
160,160,0.61481005
161,161,0.61482185
162,162,0.6148337
163,163,0.61484545
164,164,0.6148571
165,165,0.6148686
166,166,0.6148799
167,167,0.614891
168,168,0.61490196
169,169,0.6149126
170,170,0.61492306
171,171,0.6149332
172,172,0.61494297
173,173,0.6149525
174,174,0.6149617
175,175,0.61497056
176,176,0.6149792
177,177,0.6149875
178,178,0.6149955
179,179,0.61500317
180,180,0.6150106
181,181,0.6150177
182,182,0.61502457
183,183,0.6150311
184,184,0.61503744
185,185,0.6150435
186,186,0.6150494
187,187,0.6150551
188,188,0.6150605
189,189,0.6150658
190,190,0.61507094
191,191,0.6150759
192,192,0.6150807
193,193,0.61508536
194,194,0.61508995
195,195,0.6150945
196,196,0.61509883
197,197,0.6151031
198,198,0.6151073
199,199,0.6151114
200,200,0.61511546
201,201,0.6151194
202,202,0.6151233
203,203,0.6151271
204,204,0.61513084
205,205,0.61513454
206,206,0.6151382
207,207,0.61514175
208,208,0.61514527
209,209,0.6151487
210,210,0.6151521
211,211,0.61515546
212,212,0.6151588
213,213,0.615162
214,214,0.6151652
