,epochs,SY0
0,0,0.5878614
1,1,0.58762854
2,2,0.58747953
3,3,0.5874296
4,4,0.58742976
5,5,0.587452
6,6,0.58740896
7,7,0.5873314
8,8,0.58726615
9,9,0.5872176
10,10,0.58718705
11,11,0.58717597
12,12,0.58717805
13,13,0.5871822
14,14,0.5871781
15,15,0.5871557
16,16,0.58711064
17,17,0.5870471
18,18,0.58697444
19,19,0.586901
20,20,0.5868314
21,21,0.58676714
22,22,0.5867076
23,23,0.5866508
24,24,0.58659476
25,25,0.58653694
26,26,0.58647287
27,27,0.5863964
28,28,0.5863018
29,29,0.58618397
30,30,0.58602995
31,31,0.5858201
32,32,0.58557546
33,33,0.58536756
34,34,0.5852014
35,35,0.5850681
36,36,0.58496416
37,37,0.5848879
38,38,0.5848305
39,39,0.5847759
40,40,0.5847081
41,41,0.5846123
42,42,0.5844786
43,43,0.58430344
44,44,0.58408993
45,45,0.5838497
46,46,0.58359724
47,47,0.58335507
48,48,0.58314604
49,49,0.5829825
50,50,0.5828627
51,51,0.5827793
52,52,0.58272535
53,53,0.5826937
54,54,0.5826749
55,55,0.5826523
56,56,0.58260226
57,57,0.58252156
58,58,0.58242494
59,59,0.58232355
60,60,0.5822264
61,61,0.5821395
62,62,0.58206517
63,63,0.5820033
64,64,0.58195055
65,65,0.58189934
66,66,0.58184355
67,67,0.5817842
68,68,0.5817226
69,69,0.5816611
70,70,0.581603
71,71,0.58155096
72,72,0.5815068
73,73,0.5814718
74,74,0.5814461
75,75,0.5814287
76,76,0.58141756
77,77,0.5814107
78,78,0.5814068
79,79,0.58140504
80,80,0.5814054
81,81,0.58140785
82,82,0.58141196
83,83,0.58141667
84,84,0.58142054
85,85,0.5814222
86,86,0.5814205
87,87,0.5814144
88,88,0.58140415
89,89,0.58139133
90,90,0.5813784
91,91,0.5813672
92,92,0.5813585
93,93,0.5813523
94,94,0.58134794
95,95,0.58134437
96,96,0.5813407
97,97,0.5813361
98,98,0.58133036
99,99,0.58132386
100,100,0.58131737
101,101,0.58131164
102,102,0.58130723
103,103,0.5813046
104,104,0.5813039
105,105,0.58130497
106,106,0.5813075
107,107,0.58131117
108,108,0.58131605
109,109,0.5813217
110,110,0.58132786
111,111,0.5813337
112,112,0.58133847
113,113,0.5813414
114,114,0.5813421
115,115,0.5813405
116,116,0.58133715
117,117,0.5813327
118,118,0.5813278
119,119,0.58132297
120,120,0.5813185
121,121,0.5813141
122,122,0.5813095
123,123,0.5813043
124,124,0.58129805
125,125,0.5812905
126,126,0.58128136
127,127,0.58127075
128,128,0.581259
129,129,0.58124644
130,130,0.5812336
131,131,0.5812212
132,132,0.5812096
133,133,0.5811992
134,134,0.58119035
135,135,0.5811831
136,136,0.58117723
137,137,0.5811724
138,138,0.5811683
139,139,0.58116466
140,140,0.58116126
141,141,0.5811579
142,142,0.5811546
143,143,0.5811511
144,144,0.5811475
145,145,0.58114356
146,146,0.5811392
147,147,0.5811344
148,148,0.58112895
149,149,0.5811229
150,150,0.5811162
151,151,0.5811089
152,152,0.5811011
153,153,0.5810931
154,154,0.5810851
