,epochs,mu
0,0,0.76464105
1,1,0.7642635
2,2,0.76388353
3,3,0.7635272
4,4,0.7632442
5,5,0.76301825
6,6,0.76285064
7,7,0.7627316
8,8,0.76263803
9,9,0.7625548
10,10,0.7624743
11,11,0.76239383
12,12,0.76231605
13,13,0.7622468
14,14,0.7621842
15,15,0.7621263
16,16,0.7620744
17,17,0.7620304
18,18,0.7619968
19,19,0.76197726
20,20,0.7619754
21,21,0.76199317
22,22,0.7620307
23,23,0.7620856
24,24,0.76215297
25,25,0.7622258
26,26,0.76229626
27,27,0.7623574
28,28,0.7624069
29,29,0.76244694
30,30,0.7624805
31,31,0.76250875
32,32,0.76253253
33,33,0.7625529
34,34,0.7625706
35,35,0.76258427
36,36,0.7625909
37,37,0.7625919
38,38,0.7625923
39,39,0.76259404
40,40,0.7625978
41,41,0.7626047
42,42,0.76261294
43,43,0.76261824
44,44,0.76261896
45,45,0.76261604
46,46,0.7626086
47,47,0.7625977
48,48,0.76258516
49,49,0.7625684
50,50,0.7625471
51,51,0.76252156
52,52,0.7624916
53,53,0.7624635
54,54,0.7624394
55,55,0.7624231
56,56,0.76241523
57,57,0.7624124
58,58,0.76241416
59,59,0.76241744
60,60,0.7624218
61,61,0.7624278
62,62,0.76243335
63,63,0.7624388
64,64,0.76244116
65,65,0.762441
66,66,0.76243913
67,67,0.76243776
68,68,0.7624403
69,69,0.76244634
70,70,0.7624567
71,71,0.7624677
72,72,0.76247925
73,73,0.76248884
74,74,0.7624983
75,75,0.7625058
76,76,0.76251227
77,77,0.7625148
78,78,0.7625141
79,79,0.76250845
80,80,0.7625018
81,81,0.762492
82,82,0.7624852
83,83,0.76247483
84,84,0.7624689
85,85,0.76246053
86,86,0.76245594
87,87,0.762451
88,88,0.76244754
89,89,0.7624433
90,90,0.7624399
91,91,0.7624361
92,92,0.76243454
93,93,0.7624318
94,94,0.76243377
95,95,0.7624292
96,96,0.7624344
97,97,0.7624443
98,98,0.7624566
99,99,0.76246774
100,100,0.7624673
101,101,0.7624713
102,102,0.7624673
103,103,0.76247114
104,104,0.7624899
105,105,0.76247704
106,106,0.7624415
107,107,0.762436
108,108,0.762471
109,109,0.7625396
110,110,0.7626261
111,111,0.7627067
112,112,0.76275724
113,113,0.7627841
114,114,0.7628108
115,115,0.76284164
116,116,0.7628617
117,117,0.76284516
118,118,0.7627749
119,119,0.7626671
120,120,0.7625526
121,121,0.76245344
122,122,0.76237684
123,123,0.7623178
124,124,0.7622713
125,125,0.7622417
126,126,0.76223576
127,127,0.7622552
128,128,0.76229763
129,129,0.7623574
130,130,0.7624239
131,131,0.7624838
132,132,0.7625264
133,133,0.76255053
134,134,0.76256335
135,135,0.7625711
136,136,0.7625743
137,137,0.76257044
138,138,0.7625588
139,139,0.7625412
140,140,0.762519
141,141,0.7624916
142,142,0.76245797
143,143,0.76242024
144,144,0.76238257
145,145,0.76234806
146,146,0.7623183
147,147,0.7622957
148,148,0.76228446
149,149,0.76228786
150,150,0.7623055
151,151,0.76233375
152,152,0.7623689
153,153,0.76240844
154,154,0.76244926
155,155,0.76248646
156,156,0.7625155
157,157,0.762534
158,158,0.76254225
159,159,0.76254094
160,160,0.76253027
161,161,0.762512
162,162,0.7624893
163,163,0.7624655
164,164,0.7624424
165,165,0.76242095
166,166,0.7624027
167,167,0.7623897
168,168,0.7623829
169,169,0.7623816
170,170,0.7623845
171,171,0.7623902
