,epochs,mu
0,0,0.36944544
1,1,0.36926153
2,2,0.36907786
3,3,0.36889458
4,4,0.36871186
5,5,0.36852977
6,6,0.36834848
7,7,0.36816815
8,8,0.3679889
9,9,0.36781093
10,10,0.36763436
11,11,0.36745933
12,12,0.36728606
13,13,0.3671147
14,14,0.3669454
15,15,0.36677834
16,16,0.36661375
17,17,0.36645174
18,18,0.3662925
19,19,0.36613625
20,20,0.3659832
21,21,0.3658334
22,22,0.3656871
23,23,0.3655445
24,24,0.36540568
25,25,0.36527088
26,26,0.3651402
27,27,0.3650138
28,28,0.3648918
29,29,0.36477432
30,30,0.36466148
31,31,0.3645534
32,32,0.36445013
33,33,0.36435175
34,34,0.36425835
35,35,0.36416999
36,36,0.3640867
37,37,0.36400858
38,38,0.3639358
39,39,0.36386907
40,40,0.3638119
41,41,0.36376616
42,42,0.3637304
43,43,0.36370358
44,44,0.36368498
45,45,0.36367452
46,46,0.36367145
47,47,0.3636748
48,48,0.36368486
49,49,0.36370102
50,50,0.36372262
51,51,0.36374936
52,52,0.36378115
53,53,0.36381802
54,54,0.36385924
55,55,0.36390316
56,56,0.3639502
57,57,0.36400047
58,58,0.36405337
59,59,0.36410838
60,60,0.36416507
61,61,0.3642231
62,62,0.36428192
63,63,0.36434078
64,64,0.36439934
65,65,0.36445782
66,66,0.36451635
67,67,0.3645747
68,68,0.36463264
69,69,0.36468962
70,70,0.36474493
71,71,0.36479786
72,72,0.3648484
73,73,0.36489654
74,74,0.36494207
75,75,0.3649848
76,76,0.36502457
77,77,0.36506116
78,78,0.3650945
79,79,0.36512458
80,80,0.3651516
81,81,0.36517587
82,82,0.36519754
83,83,0.3652167
84,84,0.36523348
85,85,0.3652478
86,86,0.3652596
87,87,0.365269
88,88,0.36527616
89,89,0.36528122
90,90,0.3652843
91,91,0.3652855
92,92,0.365285
93,93,0.36528298
94,94,0.3652796
95,95,0.36527508
96,96,0.36526975
97,97,0.36526376
98,98,0.36525726
99,99,0.36525032
100,100,0.36524296
101,101,0.36523533
102,102,0.3652276
103,103,0.36521995
104,104,0.36521253
105,105,0.36520547
106,106,0.3651987
107,107,0.36519232
108,108,0.3651863
109,109,0.36518067
110,110,0.36517552
111,111,0.36517084
112,112,0.3651667
113,113,0.36516306
114,114,0.3651599
115,115,0.36515725
