,epochs,Hp
0,0,0.10990735
1,1,0.10996501
2,2,0.11002242
3,3,0.110079266
4,4,0.11013588
5,5,0.11019259
6,6,0.11024945
7,7,0.11030634
8,8,0.11036298
9,9,0.11041908
10,10,0.11047452
11,11,0.110529356
12,12,0.110583745
13,13,0.11063783
14,14,0.11069175
15,15,0.11074562
16,16,0.110799536
17,17,0.11085361
18,18,0.110907964
19,19,0.110962585
20,20,0.11101732
21,21,0.11107195
22,22,0.111126296
23,23,0.11118019
24,24,0.11123357
25,25,0.11128642
26,26,0.111338824
27,27,0.11139092
28,28,0.11144284
29,29,0.111494675
30,30,0.11154644
31,31,0.11159814
32,32,0.1116498
33,33,0.11170145
34,34,0.11175311
35,35,0.111804746
36,36,0.11185633
37,37,0.11190785
38,38,0.111959316
39,39,0.11201074
40,40,0.11206211
41,41,0.112113416
42,42,0.11216459
43,43,0.112215586
44,44,0.11226637
45,45,0.112316936
46,46,0.11236728
47,47,0.112417385
48,48,0.11246719
49,49,0.11251661
50,50,0.11256551
51,51,0.112613745
52,52,0.112661175
53,53,0.11270768
54,54,0.112753145
55,55,0.1127975
56,56,0.1128407
57,57,0.11288282
58,58,0.112923965
59,59,0.11296427
60,60,0.11300387
61,61,0.113042876
62,62,0.113081366
63,63,0.11311939
64,64,0.11315698
65,65,0.113194115
66,66,0.11323079
67,67,0.113267
68,68,0.11330281
69,69,0.1133383
70,70,0.113373555
71,71,0.113408655
72,72,0.113443665
73,73,0.11347861
74,74,0.11351347
75,75,0.11354822
76,76,0.113582805
77,77,0.11361717
78,78,0.11365125
79,79,0.11368501
80,80,0.11371838
81,81,0.113751315
82,82,0.113783784
83,83,0.11381577
84,84,0.113847256
85,85,0.113878265
86,86,0.1139088
87,87,0.11393882
88,88,0.113968305
89,89,0.113997184
90,90,0.11402538
91,91,0.1140528
92,92,0.1140794
93,93,0.11410513
94,94,0.11412994
95,95,0.11415381
96,96,0.11417667
97,97,0.11419843
98,98,0.114218965
99,99,0.11423815
100,100,0.11425582
101,101,0.11427186
102,102,0.114286155
103,103,0.11429863
104,104,0.114309214
105,105,0.11431787
106,106,0.11432453
107,107,0.11432915
108,108,0.11433166
109,109,0.11433205
110,110,0.11433029
111,111,0.11432645
112,112,0.11432059
113,113,0.114312835
114,114,0.114303336
115,115,0.11429224
116,116,0.11427968
117,117,0.11426579
118,118,0.11425068
119,119,0.11423447
120,120,0.11421723
121,121,0.114199065
122,122,0.11418006
123,123,0.114160314
124,124,0.11413992
125,125,0.11411896
126,126,0.11409751
127,127,0.114075646
128,128,0.114053406
129,129,0.11403082
130,130,0.114007935
131,131,0.11398476
132,132,0.11396133
133,133,0.11393766
134,134,0.113913774
135,135,0.113889694
136,136,0.11386544
137,137,0.113841034
138,138,0.11381648
139,139,0.113791786
140,140,0.11376694
141,141,0.11374194
142,142,0.11371679
143,143,0.113691464
144,144,0.11366596
145,145,0.11364026
146,146,0.11361437
147,147,0.11358828
148,148,0.11356197
149,149,0.11353544
150,150,0.113508664
151,151,0.11348162
152,152,0.11345428
153,153,0.11342663
154,154,0.11339863
155,155,0.11337023
156,156,0.1133414
157,157,0.1133121
158,158,0.113282315
159,159,0.11325202
160,160,0.11322125
161,161,0.11319003
162,162,0.11315843
163,163,0.113126524
164,164,0.113094404
165,165,0.11306216
166,166,0.11302987
167,167,0.1129976
168,168,0.11296543
169,169,0.11293342
170,170,0.11290165
171,171,0.11287017
172,172,0.11283906
173,173,0.11280835
174,174,0.11277808
175,175,0.112748295
176,176,0.11271897
177,177,0.11269012
178,178,0.112661734
179,179,0.11263378
180,180,0.11260625
181,181,0.11257911
182,182,0.11255232
183,183,0.11252586
184,184,0.11249966
185,185,0.11247371
186,186,0.11244795
187,187,0.11242233
188,188,0.112396844
189,189,0.11237143
190,190,0.11234606
191,191,0.1123207
192,192,0.11229532
193,193,0.1122699
194,194,0.1122444
195,195,0.11221882
196,196,0.11219314
197,197,0.11216736
198,198,0.11214148
199,199,0.11211551
200,200,0.112089455
201,201,0.11206333
202,202,0.112037145
203,203,0.112010926
204,204,0.11198469
205,205,0.11195845
206,206,0.111932226
207,207,0.111906044
208,208,0.11187992
209,209,0.11185387
210,210,0.11182791
211,211,0.11180205
212,212,0.11177629
213,213,0.11175065
214,214,0.11172514
215,215,0.11169976
216,216,0.11167451
217,217,0.1116494
218,218,0.111624435
219,219,0.111599594
220,220,0.1115749
221,221,0.111550346
222,222,0.11152592
223,223,0.111501634
224,224,0.11147747
225,225,0.111453444
226,226,0.111429535
227,227,0.111405745
228,228,0.111382075
229,229,0.11135852
230,230,0.11133509
231,231,0.11131176
232,232,0.11128855
233,233,0.11126544
234,234,0.11124244
235,235,0.111219555
236,236,0.11119678
237,237,0.111174114
238,238,0.11115155
239,239,0.111129105
240,240,0.11110677
241,241,0.11108454
242,242,0.11106243
243,243,0.11104042
244,244,0.11101852
245,245,0.11099674
246,246,0.11097506
247,247,0.11095348
248,248,0.11093202
249,249,0.11091066
250,250,0.11088942
251,251,0.110868275
252,252,0.11084725
253,253,0.11082632
254,254,0.11080551
255,255,0.1107848
256,256,0.110764205
257,257,0.110743724
258,258,0.11072335
259,259,0.11070309
260,260,0.11068294
261,261,0.110662915
262,262,0.110643
263,263,0.11062321
264,264,0.110603526
265,265,0.11058397
266,266,0.11056452
267,267,0.1105452
268,268,0.110526
269,269,0.11050692
270,270,0.11048796
271,271,0.11046912
272,272,0.110450394
273,273,0.11043179
274,274,0.1104133
275,275,0.11039493
276,276,0.110376686
277,277,0.11035855
278,278,0.110340536
279,279,0.11032263
280,280,0.11030485
281,281,0.110287175
282,282,0.11026961
283,283,0.11025217
284,284,0.110234834
285,285,0.11021762
286,286,0.11020052
287,287,0.11018352
288,288,0.11016664
289,289,0.110149875
290,290,0.110133216
291,291,0.11011667
292,292,0.11010024
293,293,0.110083915
294,294,0.1100677
295,295,0.11005161
296,296,0.11003562
297,297,0.11001974
298,298,0.110003985
299,299,0.10998833
300,300,0.10997279
301,301,0.10995736
302,302,0.10994204
303,303,0.10992683
304,304,0.10991173
305,305,0.10989674
306,306,0.109881856
307,307,0.10986709
308,308,0.109852426
309,309,0.109837875
310,310,0.10982343
311,311,0.1098091
312,312,0.10979487
313,313,0.10978076
314,314,0.109766744
315,315,0.10975285
316,316,0.10973905
317,317,0.10972537
318,318,0.109711796
319,319,0.109698325
320,320,0.10968497
321,321,0.10967171
322,322,0.10965856
323,323,0.10964552
324,324,0.10963259
325,325,0.10961976
326,326,0.10960703
327,327,0.10959441
328,328,0.109581895
329,329,0.10956948
330,330,0.10955718
331,331,0.10954498
332,332,0.109532885
333,333,0.10952089
334,334,0.109509006
335,335,0.10949722
336,336,0.10948554
337,337,0.10947396
338,338,0.10946248
339,339,0.1094511
340,340,0.10943983
341,341,0.10942865
342,342,0.10941758
343,343,0.109406605
344,344,0.109395735
345,345,0.10938496
346,346,0.10937429
347,347,0.10936372
348,348,0.109353244
349,349,0.10934287
350,350,0.1093326
351,351,0.10932242
352,352,0.10931234
353,353,0.109302364
354,354,0.10929248
355,355,0.10928269
356,356,0.109272994
357,357,0.1092634
358,358,0.1092539
359,359,0.109244496
360,360,0.10923518
361,361,0.10922597
362,362,0.10921685
363,363,0.109207824
364,364,0.10919889
365,365,0.109190054
366,366,0.1091813
367,367,0.10917265
368,368,0.10916408
369,369,0.10915561
370,370,0.10914723
371,371,0.10913894
372,372,0.10913074
373,373,0.109122634
374,374,0.10911461
375,375,0.109106675
376,376,0.10909882
377,377,0.109091066
378,378,0.10908339
379,379,0.10907581
380,380,0.109068304
381,381,0.10906089
382,382,0.10905357
383,383,0.109046325
384,384,0.109039165
385,385,0.109032094
386,386,0.1090251
387,387,0.10901819
388,388,0.10901137
389,389,0.10900463
390,390,0.10899796
391,391,0.108991385
392,392,0.108984895
393,393,0.10897847
394,394,0.10897214
395,395,0.10896588
396,396,0.108959705
397,397,0.10895361
398,398,0.10894759
399,399,0.108941644
400,400,0.10893579
401,401,0.10893001
402,402,0.1089243
403,403,0.10891867
404,404,0.108913116
405,405,0.10890763
406,406,0.10890223
407,407,0.108896896
408,408,0.10889165
409,409,0.108886465
410,410,0.10888136
411,411,0.108876325
412,412,0.10887136
413,413,0.108866476
414,414,0.10886166
415,415,0.108856924
416,416,0.10885225
417,417,0.10884765
418,418,0.10884312
419,419,0.108838655
420,420,0.10883426
421,421,0.10882994
422,422,0.10882568
423,423,0.1088215
424,424,0.108817376
425,425,0.10881333
426,426,0.10880934
427,427,0.10880542
428,428,0.108801566
429,429,0.10879778
430,430,0.108794056
431,431,0.1087904
432,432,0.1087868
433,433,0.108783275
434,434,0.10877981
435,435,0.10877641
436,436,0.10877307
437,437,0.1087698
438,438,0.108766586
439,439,0.108763434
440,440,0.10876035
441,441,0.108757325
442,442,0.10875436
443,443,0.10875146
444,444,0.10874862
445,445,0.10874584
446,446,0.10874312
447,447,0.108740464
448,448,0.10873786
449,449,0.10873533
450,450,0.10873285
451,451,0.108730435
452,452,0.10872807
453,453,0.10872577
454,454,0.108723536
455,455,0.108721346
456,456,0.108719215
457,457,0.10871715
458,458,0.10871514
459,459,0.10871318
460,460,0.10871128
461,461,0.10870944
462,462,0.10870766
463,463,0.10870593
464,464,0.10870426
465,465,0.10870265
466,466,0.108701095
467,467,0.10869959
468,468,0.108698145
469,469,0.10869675
470,470,0.10869541
471,471,0.10869412
472,472,0.10869289
473,473,0.10869172
474,474,0.1086906
475,475,0.108689524
476,476,0.10868851
477,477,0.10868755
478,478,0.10868664
479,479,0.10868579
480,480,0.10868499
481,481,0.10868424
482,482,0.10868354
483,483,0.10868289
484,484,0.1086823
485,485,0.10868175
486,486,0.10868126
487,487,0.10868082
488,488,0.108680435
489,489,0.10868009
490,490,0.1086798
491,491,0.108679555
492,492,0.108679354
493,493,0.10867921
494,494,0.108679116
495,495,0.10867906
496,496,0.10867906
497,497,0.108679116
498,498,0.10867921
499,499,0.108679354
500,500,0.10867955
501,501,0.10867979
502,502,0.10868006
503,503,0.10868039
504,504,0.10868076
505,505,0.10868118
506,506,0.10868164
507,507,0.10868215
508,508,0.1086827
509,509,0.108683296
510,510,0.10868394
511,511,0.10868462
512,512,0.10868535
513,513,0.10868613
514,514,0.10868694
515,515,0.1086878
516,516,0.108688705
517,517,0.10868964
518,518,0.10869063
519,519,0.108691655
520,520,0.10869273
521,521,0.10869384
522,522,0.108694986
523,523,0.108696185
524,524,0.10869742
525,525,0.108698696
526,526,0.10870001
527,527,0.10870136
528,528,0.108702764
529,529,0.108704194
530,530,0.10870567
531,531,0.108707175
532,532,0.108708724
533,533,0.10871031
534,534,0.10871193
535,535,0.1087136
536,536,0.10871529
537,537,0.108717024
538,538,0.10871879
539,539,0.10872059
540,540,0.108722426
541,541,0.108724296
542,542,0.108726196
543,543,0.108728126
544,544,0.10873009
545,545,0.10873209
546,546,0.108734116
547,547,0.10873617
548,548,0.10873826
549,549,0.10874038
550,550,0.10874252
551,551,0.1087447
552,552,0.10874691
553,553,0.108749144
554,554,0.10875141
555,555,0.108753696
556,556,0.10875601
557,557,0.10875836
558,558,0.10876074
559,559,0.10876314
560,560,0.10876559
561,561,0.108768046
562,562,0.10877054
563,563,0.10877307
564,564,0.10877563
565,565,0.10877821
566,566,0.10878083
567,567,0.108783476
568,568,0.10878616
569,569,0.10878887
570,570,0.108791605
571,571,0.108794376
572,572,0.10879718
573,573,0.10880002
574,574,0.10880288
575,575,0.10880577
576,576,0.108808696
577,577,0.108811654
578,578,0.108814634
579,579,0.108817644
580,580,0.108820684
581,581,0.108823754
582,582,0.10882685
583,583,0.10882998
584,584,0.10883314
585,585,0.10883632
586,586,0.10883954
587,587,0.10884278
588,588,0.108846046
589,589,0.10884935
590,590,0.10885266
591,591,0.10885601
592,592,0.10885938
593,593,0.10886278
594,594,0.108866215
595,595,0.10886967
596,596,0.108873144
597,597,0.10887665
598,598,0.108880185
599,599,0.10888374
600,600,0.10888732
601,601,0.108890936
602,602,0.108894564
603,603,0.10889823
604,604,0.10890191
605,605,0.10890561
606,606,0.108909346
607,607,0.108913094
608,608,0.10891687
609,609,0.10892067
610,610,0.10892449
611,611,0.108928345
612,612,0.10893221
613,613,0.1089361
614,614,0.10894001
615,615,0.10894395
616,616,0.1089479
617,617,0.10895189
618,618,0.10895589
619,619,0.10895991
620,620,0.10896395
