,epochs,mu
0,0,0.6457862
1,1,0.6454648
2,2,0.6451664
3,3,0.6448913
4,4,0.64462525
5,5,0.64436156
6,6,0.6440991
7,7,0.64384025
8,8,0.6435893
9,9,0.6433537
10,10,0.64314634
11,11,0.64297974
12,12,0.6428584
13,13,0.64277995
14,14,0.64274114
15,15,0.64274174
16,16,0.64278316
17,17,0.64286584
18,18,0.6429868
19,19,0.64313966
20,20,0.6433166
21,21,0.64350843
22,22,0.6437057
23,23,0.6438999
24,24,0.64408445
25,25,0.6442548
26,26,0.64440733
27,27,0.6445389
28,28,0.6446466
29,29,0.64472854
30,30,0.64478403
31,31,0.64481413
32,32,0.64482063
33,33,0.6448051
34,34,0.6447685
35,35,0.644712
36,36,0.6446369
37,37,0.64454496
38,38,0.64443856
39,39,0.64432186
40,40,0.6441992
41,41,0.6440743
42,42,0.64395094
43,43,0.6438331
44,44,0.6437254
45,45,0.6436329
46,46,0.64356005
47,47,0.6435097
48,48,0.643482
49,49,0.6434755
50,50,0.6434875
51,51,0.6435153
52,52,0.64355546
53,53,0.6436045
54,54,0.64365923
55,55,0.64371747
56,56,0.6437782
57,57,0.6438413
58,58,0.64390594
59,59,0.6439702
60,60,0.6440315
61,61,0.64408714
62,62,0.6441346
63,63,0.644172
64,64,0.644198
65,65,0.644212
66,66,0.6442143
67,67,0.6442067
68,68,0.64419156
69,69,0.6441711
70,70,0.6441467
71,71,0.6441193
72,72,0.6440893
73,73,0.6440574
74,74,0.64402413
75,75,0.6439899
76,76,0.64395547
77,77,0.6439221
78,78,0.6438914
79,79,0.6438646
80,80,0.6438421
81,81,0.6438242
82,82,0.6438113
83,83,0.64380354
84,84,0.643801
85,85,0.64380294
86,86,0.6438093
87,87,0.64382
88,88,0.6438344
89,89,0.64385176
90,90,0.64387083
91,91,0.64389104
92,92,0.6439116
93,93,0.64393187
94,94,0.6439507
95,95,0.6439679
96,96,0.6439828
97,97,0.6439952
98,98,0.6440042
99,99,0.64400995
100,100,0.6440118
101,101,0.64401114
102,102,0.6440067
103,103,0.64400053
104,104,0.6439923
105,105,0.64398295
106,106,0.64397204
107,107,0.6439599
108,108,0.6439489
109,109,0.6439388
110,110,0.6439292
111,111,0.6439198
112,112,0.6439117
113,113,0.643906
114,114,0.6439011
115,115,0.6438961
116,116,0.6438916
117,117,0.64388794
118,118,0.6438846
119,119,0.6438811
120,120,0.64387774
121,121,0.64387506
122,122,0.6438727
123,123,0.6438705
124,124,0.6438691
125,125,0.643869
126,126,0.6438699
127,127,0.64387137
128,128,0.64387316
129,129,0.64387566
130,130,0.64387685
131,131,0.643879
132,132,0.64387965
133,133,0.64388484
134,134,0.6438915
135,135,0.6438973
136,136,0.6439055
137,137,0.6439151
138,138,0.6439317
139,139,0.64394605
140,140,0.64395624
141,141,0.6439626
142,142,0.6439712
143,143,0.6439787
144,144,0.6439862
145,145,0.6439861
146,146,0.64399016
147,147,0.643997
148,148,0.6440029
149,149,0.6440067
150,150,0.6439934
151,151,0.64398766
152,152,0.6439897
153,153,0.644003
154,154,0.64401865
155,155,0.6440301
156,156,0.64405954
157,157,0.6441091
158,158,0.6441589
159,159,0.6441822
160,160,0.64416826
161,161,0.6441192
162,162,0.64406514
163,163,0.64401585
164,164,0.6439902
165,165,0.64398205
166,166,0.6439874
167,167,0.6440003
168,168,0.6440149
169,169,0.6440259
170,170,0.6440277
171,171,0.64401346
172,172,0.64398795
173,173,0.6439608
174,174,0.6439396
175,175,0.6439228
176,176,0.6439034
177,177,0.6438809
178,178,0.6438588
179,179,0.64384913
180,180,0.64385545
181,181,0.643875
182,182,0.6439017
183,183,0.643926
184,184,0.6439544
185,185,0.6439801
186,186,0.6439896
187,187,0.64399254
188,188,0.6439939
189,189,0.6439983
190,190,0.64399815
191,191,0.6440009
192,192,0.64400077
193,193,0.6439958
194,194,0.6439889
195,195,0.643991
196,196,0.6440155
197,197,0.6440607
198,198,0.6441109
199,199,0.6441484
200,200,0.64415735
201,201,0.6441316
202,202,0.64408314
203,203,0.6440267
204,204,0.6439699
205,205,0.6439199
206,206,0.64388216
207,207,0.6438555
208,208,0.6438407
209,209,0.6438354
210,210,0.6438338
211,211,0.64383096
212,212,0.64382946
213,213,0.6438275
214,214,0.6438245
215,215,0.64381707
216,216,0.6438054
217,217,0.6438003
218,218,0.6438085
219,219,0.6438409
220,220,0.64389396
