,epochs,Hp
0,0,0.27319175
1,1,0.2731281
2,2,0.27310383
3,3,0.2730437
4,4,0.27299246
5,5,0.2729046
6,6,0.2728159
7,7,0.2727472
8,8,0.27269867
9,9,0.27266732
10,10,0.2726524
11,11,0.2726554
12,12,0.27267322
13,13,0.2726987
14,14,0.27272156
15,15,0.27273196
16,16,0.27274475
17,17,0.27276635
18,18,0.27279806
19,19,0.27283785
20,20,0.2728835
21,21,0.272934
22,22,0.2729891
23,23,0.27304897
24,24,0.2731138
25,25,0.2731825
26,26,0.27325085
27,27,0.2733132
28,28,0.27337193
29,29,0.27343264
30,30,0.27349767
31,31,0.27356616
32,32,0.27363604
33,33,0.27370498
34,34,0.27377027
35,35,0.27382827
36,36,0.27387476
37,37,0.27391022
38,38,0.27393842
39,39,0.27395913
40,40,0.2739703
41,41,0.27397442
42,42,0.2739766
43,43,0.27397957
44,44,0.2739831
45,45,0.27398655
46,46,0.2739907
47,47,0.27399677
48,48,0.2740056
49,49,0.27401763
50,50,0.27403292
51,51,0.2740509
52,52,0.27407035
53,53,0.27409008
54,54,0.27410996
55,55,0.27413037
56,56,0.2741516
57,57,0.2741732
58,58,0.27419463
59,59,0.27421534
60,60,0.27423486
61,61,0.27425328
62,62,0.2742715
63,63,0.2742908
64,64,0.27431208
65,65,0.27433547
66,66,0.27436042
67,67,0.27438587
68,68,0.27441052
69,69,0.27443323
70,70,0.27445367
71,71,0.27447236
72,72,0.27449015
73,73,0.27450803
74,74,0.27452663
75,75,0.27454624
76,76,0.2745667
77,77,0.27458763
78,78,0.2746088
79,79,0.27463007
80,80,0.27465144
81,81,0.27467278
82,82,0.27469394
83,83,0.27471477
84,84,0.27473518
85,85,0.27475527
86,86,0.27477524
87,87,0.2747953
88,88,0.27481532
89,89,0.2748351
90,90,0.27485424
91,91,0.27487245
92,92,0.2748897
93,93,0.27490637
94,94,0.27492303
95,95,0.27494016
96,96,0.27495807
97,97,0.27497667
98,98,0.2749957
99,99,0.27501473
100,100,0.2750334
101,101,0.2750515
102,102,0.27506894
103,103,0.27508575
104,104,0.275102
105,105,0.27511787
106,106,0.27513352
107,107,0.27514914
108,108,0.27516496
109,109,0.27518117
110,110,0.27519774
111,111,0.2752146
112,112,0.27523154
113,113,0.27524832
114,114,0.27526483
115,115,0.275281
116,116,0.27529702
117,117,0.27531293
118,118,0.27532893
119,119,0.27534503
120,120,0.2753613
121,121,0.27537763
122,122,0.2753941
123,123,0.27541062
124,124,0.27542722
125,125,0.27544385
126,126,0.27546036
127,127,0.27547672
128,128,0.27549288
129,129,0.27550876
130,130,0.27552447
131,131,0.27554002
132,132,0.2755555
133,133,0.27557096
134,134,0.2755864
135,135,0.27560186
136,136,0.27561736
137,137,0.27563295
138,138,0.2756486
139,139,0.2756643
140,140,0.27568004
141,141,0.2756958
142,142,0.2757116
143,143,0.27572748
144,144,0.27574348
145,145,0.27575967
146,146,0.27577603
147,147,0.27579257
148,148,0.27580923
149,149,0.27582598
150,150,0.2758428
151,151,0.27585965
152,152,0.27587658
153,153,0.2758936
154,154,0.27591068
155,155,0.2759279
156,156,0.27594522
157,157,0.27596268
158,158,0.27598026
159,159,0.275998
160,160,0.27601582
161,161,0.27603373
162,162,0.27605173
163,163,0.27606982
164,164,0.27608803
165,165,0.27610642
166,166,0.27612498
167,167,0.2761438
168,168,0.27616283
169,169,0.27618214
170,170,0.27620167
171,171,0.27622148
172,172,0.27624157
173,173,0.27626193
174,174,0.2762826
175,175,0.27630356
176,176,0.27632484
177,177,0.27634647
178,178,0.27636847
179,179,0.2763908
180,180,0.27641344
181,181,0.27643633
182,182,0.27645928
183,183,0.27648222
184,184,0.27650505
185,185,0.27652776
186,186,0.27655038
187,187,0.276573
188,188,0.27659568
189,189,0.27661857
190,190,0.27664173
191,191,0.27666515
192,192,0.2766888
193,193,0.27671257
194,194,0.27673635
195,195,0.27676007
196,196,0.27678365
197,197,0.27680716
198,198,0.27683064
199,199,0.2768542
200,200,0.27687785
201,201,0.27690172
202,202,0.27692574
203,203,0.2769499
204,204,0.27697417
205,205,0.27699846
206,206,0.27702275
207,207,0.27704704
208,208,0.27707127
209,209,0.27709544
210,210,0.2771195
211,211,0.27714333
212,212,0.27716696
213,213,0.27719036
214,214,0.27721357
215,215,0.2772366
216,216,0.27725953
217,217,0.27728236
218,218,0.2773051
219,219,0.27732775
220,220,0.2773503
221,221,0.27737275
222,222,0.27739516
223,223,0.27741757
224,224,0.27744004
225,225,0.27746254
226,226,0.27748513
227,227,0.2775078
228,228,0.27753064
229,229,0.2775536
230,230,0.2775767
231,231,0.2776
232,232,0.27762341
233,233,0.27764693
234,234,0.27767053
235,235,0.2776942
236,236,0.27771792
237,237,0.27774167
238,238,0.27776548
239,239,0.27778932
240,240,0.2778132
241,241,0.27783707
242,242,0.277861
243,243,0.27788496
244,244,0.27790892
245,245,0.2779329
246,246,0.2779569
247,247,0.27798086
248,248,0.2780048
249,249,0.2780287
250,250,0.27805257
251,251,0.27807647
252,252,0.27810037
253,253,0.2781243
254,254,0.27814826
255,255,0.27817225
256,256,0.27819633
257,257,0.27822044
258,258,0.2782446
259,259,0.27826884
260,260,0.27829313
261,261,0.27831745
262,262,0.27834183
263,263,0.27836624
264,264,0.27839074
265,265,0.27841526
266,266,0.27843982
267,267,0.27846447
268,268,0.27848917
269,269,0.27851394
270,270,0.27853873
271,271,0.2785636
272,272,0.2785885
273,273,0.27861345
274,274,0.27863842
275,275,0.27866346
276,276,0.27868852
277,277,0.27871364
278,278,0.2787388
279,279,0.27876404
280,280,0.27878928
281,281,0.27881458
282,282,0.27883995
283,283,0.2788653
284,284,0.2788907
285,285,0.27891612
286,286,0.27894157
287,287,0.27896705
288,288,0.2789926
289,289,0.2790181
290,290,0.2790437
291,291,0.2790693
292,292,0.27909493
293,293,0.27912065
294,294,0.27914643
295,295,0.2791723
296,296,0.27919826
297,297,0.27922428
298,298,0.27925044
299,299,0.27927667
300,300,0.27930304
301,301,0.27932948
302,302,0.279356
303,303,0.27938262
304,304,0.2794093
305,305,0.27943605
306,306,0.27946287
307,307,0.27948976
308,308,0.2795167
309,309,0.2795437
310,310,0.27957073
311,311,0.27959782
312,312,0.27962494
313,313,0.2796521
314,314,0.2796793
315,315,0.27970654
316,316,0.27973387
317,317,0.27976122
318,318,0.27978867
319,319,0.27981618
320,320,0.27984375
321,321,0.2798714
322,322,0.27989912
323,323,0.2799269
324,324,0.27995476
325,325,0.27998266
326,326,0.2800106
327,327,0.28003863
328,328,0.28006667
329,329,0.28009477
330,330,0.28012288
331,331,0.28015104
332,332,0.2801792
333,333,0.2802074
334,334,0.28023562
335,335,0.28026384
336,336,0.28029206
337,337,0.28032032
338,338,0.28034854
339,339,0.28037682
340,340,0.2804051
341,341,0.2804334
342,342,0.2804617
343,343,0.28049004
344,344,0.28051838
345,345,0.28054672
346,346,0.2805751
347,347,0.28060347
348,348,0.28063184
349,349,0.28066018
350,350,0.28068858
351,351,0.28071696
352,352,0.28074536
353,353,0.28077376
354,354,0.28080216
355,355,0.2808306
356,356,0.28085905
357,357,0.2808875
358,358,0.280916
