,epochs,lmbd
0,0,0.422624
1,1,0.4228216
2,2,0.42301556
3,3,0.4232019
4,4,0.42337677
5,5,0.42353725
6,6,0.42368233
7,7,0.42381343
8,8,0.42393413
9,9,0.42404914
10,10,0.42416343
11,11,0.4242809
12,12,0.42440423
13,13,0.42453447
14,14,0.42467135
15,15,0.42481375
16,16,0.42495996
17,17,0.42510775
18,18,0.42525497
19,19,0.42539945
20,20,0.42553958
21,21,0.4256743
22,22,0.42580357
23,23,0.42592815
24,24,0.42604932
25,25,0.42616895
26,26,0.42628866
27,27,0.4264099
28,28,0.42653352
29,29,0.4266597
30,30,0.426788
31,31,0.42691723
32,32,0.42704505
33,33,0.42716882
34,34,0.427286
35,35,0.4273949
36,36,0.42749512
37,37,0.4275877
38,38,0.4276747
39,39,0.42775914
40,40,0.4278436
41,41,0.42792994
42,42,0.42801872
43,43,0.4281095
44,44,0.42820048
45,45,0.42828915
46,46,0.42837274
47,47,0.42844892
48,48,0.4285163
49,49,0.42857486
50,50,0.4286261
51,51,0.42867282
52,52,0.42871854
53,53,0.42876637
54,54,0.42881855
55,55,0.42887583
56,56,0.4289374
57,57,0.42900136
58,58,0.4290651
59,59,0.42912623
60,60,0.42918298
61,61,0.42923465
62,62,0.42928168
63,63,0.42932537
64,64,0.42936745
65,65,0.4294094
66,66,0.42945227
67,67,0.42949617
68,68,0.42954051
69,69,0.42958412
70,70,0.42962548
71,71,0.42966348
72,72,0.42969748
73,73,0.42972752
74,74,0.42975447
75,75,0.4297794
76,76,0.4298036
77,77,0.429828
78,78,0.4298529
79,79,0.42987803
80,80,0.42990246
81,81,0.42992523
82,82,0.42994544
83,83,0.42996264
84,84,0.42997688
85,85,0.42998883
86,86,0.42999944
87,87,0.43000972
88,88,0.43002027
89,89,0.4300314
90,90,0.43004274
91,91,0.43005365
92,92,0.4300634
93,93,0.43007144
94,94,0.4300776
95,95,0.43008214
96,96,0.43008578
97,97,0.43008927
98,98,0.4300932
99,99,0.4300979
100,100,0.43010315
101,101,0.43010852
102,102,0.43011326
103,103,0.4301169
104,104,0.43011922
105,105,0.43012038
106,106,0.43012086
107,107,0.43012115
108,108,0.43012175
109,109,0.43012297
110,110,0.43012464
111,111,0.43012646
112,112,0.43012798
113,113,0.43012878
114,114,0.43012878
115,115,0.43012807
116,116,0.43012697
117,117,0.4301259
118,118,0.43012524
119,119,0.4301251
120,120,0.43012533
121,121,0.43012568
122,122,0.4301258
123,123,0.4301253
124,124,0.43012422
125,125,0.4301227
126,126,0.43012103
127,127,0.4301195
128,128,0.43011838
129,129,0.43011746
130,130,0.4301167
131,131,0.43011588
132,132,0.43011478
133,133,0.43011326
134,134,0.43011144
135,135,0.43010938
136,136,0.4301073
137,137,0.43010545
138,138,0.4301038
139,139,0.43010235
140,140,0.43010095
141,141,0.43009937
142,142,0.4300975
143,143,0.43009537
144,144,0.43009305
145,145,0.4300907
146,146,0.4300884
147,147,0.4300864
148,148,0.43008453
149,149,0.4300827
150,150,0.4300809
151,151,0.43007886
152,152,0.4300767
153,153,0.43007442
154,154,0.43007216
155,155,0.43006998
156,156,0.43006802
157,157,0.43006623
158,158,0.43006456
159,159,0.4300629
160,160,0.4300612
161,161,0.43005937
162,162,0.43005744
163,163,0.43005553
164,164,0.43005377
165,165,0.4300521
166,166,0.43005058
167,167,0.4300492
168,168,0.43004784
169,169,0.43004647
170,170,0.430045
171,171,0.43004355
172,172,0.4300421
173,173,0.43004072
174,174,0.43003947
175,175,0.4300383
176,176,0.43003723
177,177,0.43003622
178,178,0.4300352
179,179,0.4300341
180,180,0.430033
181,181,0.43003193
182,182,0.43003097
183,183,0.43003008
184,184,0.4300292
185,185,0.4300284
186,186,0.4300276
187,187,0.43002677
188,188,0.43002596
189,189,0.43002522
190,190,0.43002445
191,191,0.43002376
192,192,0.4300231
193,193,0.43002245
194,194,0.4300218
195,195,0.43002114
196,196,0.43002036
197,197,0.4300195
198,198,0.43001816
199,199,0.4300144
200,200,0.4300042
201,201,0.42998338
202,202,0.42995146
203,203,0.42991367
204,204,0.42987674
205,205,0.4298439
206,206,0.42981306
207,207,0.4297787
208,208,0.42973626
209,209,0.42968473
210,210,0.42962635
211,211,0.42956492
212,212,0.4295049
213,213,0.42944974
214,214,0.42939898
215,215,0.42934877
216,216,0.4292947
217,217,0.4292348
218,218,0.42917007
219,219,0.4291033
220,220,0.42903712
221,221,0.42897308
222,222,0.42891136
223,223,0.42885083
224,224,0.42878965
225,225,0.42872646
226,226,0.428661
227,227,0.42859375
228,228,0.42852607
229,229,0.42845982
230,230,0.4283965
231,231,0.42833602
232,232,0.42827758
233,233,0.42822012
234,234,0.42816296
235,235,0.42810577
236,236,0.428049
237,237,0.42799363
238,238,0.42794028
239,239,0.42788884
240,240,0.42783898
241,241,0.42779028
242,242,0.42774236
243,243,0.42769527
244,244,0.42764968
245,245,0.42760602
246,246,0.42756453
247,247,0.4275251
248,248,0.42748725
249,249,0.42745048
250,250,0.42741445
251,251,0.42737925
252,252,0.42734525
253,253,0.42731282
254,254,0.42728227
255,255,0.4272535
256,256,0.42722625
257,257,0.42719996
258,258,0.4271745
259,259,0.42714986
260,260,0.4271261
261,261,0.42710355
262,262,0.42708236
263,263,0.4270625
264,264,0.42704383
265,265,0.42702585
266,266,0.42700836
267,267,0.42699143
268,268,0.42697513
269,269,0.42695966
270,270,0.42694518
271,271,0.4269316
272,272,0.42691886
273,273,0.42690682
274,274,0.42689547
275,275,0.4268848
276,276,0.4268748
277,277,0.4268656
278,278,0.4268571
279,279,0.4268494
280,280,0.4268422
281,281,0.42683554
282,282,0.42682934
283,283,0.42682374
284,284,0.42681882
285,285,0.4268146
286,286,0.42681104
287,287,0.42680818
288,288,0.42680588
289,289,0.4268044
290,290,0.42680356
291,291,0.42680362
292,292,0.42680448
293,293,0.42680624
294,294,0.42680904
295,295,0.42681268
296,296,0.42681712
297,297,0.42682222
298,298,0.42682797
299,299,0.42683437
300,300,0.4268414
301,301,0.4268489
302,302,0.42685676
303,303,0.4268649
304,304,0.42687318
305,305,0.42688152
306,306,0.42688987
307,307,0.42689815
308,308,0.42690644
309,309,0.42691466
310,310,0.42692274
311,311,0.4269306
312,312,0.42693824
313,313,0.42694557
314,314,0.42695266
315,315,0.42695943
316,316,0.42696598
317,317,0.42697224
318,318,0.42697826
319,319,0.42698395
320,320,0.42698944
321,321,0.42699456
322,322,0.42699954
323,323,0.42700422
324,324,0.42700866
325,325,0.4270128
326,326,0.42701665
327,327,0.42702028
328,328,0.42702368
329,329,0.4270269
330,330,0.4270298
331,331,0.42703232
332,332,0.4270346
333,333,0.4270366
334,334,0.42703837
335,335,0.4270399
336,336,0.42704114
337,337,0.42704228
338,338,0.42704317
339,339,0.42704388
340,340,0.4270444
341,341,0.42704475
342,342,0.42704493
343,343,0.427045
344,344,0.4270449
345,345,0.42704463
346,346,0.42704433
347,347,0.42704397
348,348,0.4270436
349,349,0.42704302
350,350,0.42704237
351,351,0.4270416
352,352,0.42704076
353,353,0.42703983
354,354,0.42703882
355,355,0.42703778
356,356,0.42703664
357,357,0.42703548
358,358,0.42703417
359,359,0.42703277
360,360,0.42703116
361,361,0.4270295
362,362,0.42702782
363,363,0.42702618
364,364,0.42702463
365,365,0.42702305
366,366,0.42702144
367,367,0.42701975
368,368,0.42701796
369,369,0.4270162
370,370,0.42701438
371,371,0.4270123
372,372,0.42700857
373,373,0.42699802
374,374,0.42697623
375,375,0.42694288
376,376,0.42690194
377,377,0.4268589
378,378,0.42681736
379,379,0.42677766
380,380,0.4267384
381,381,0.42669708
382,382,0.42665172
383,383,0.42660242
384,384,0.4265516
385,385,0.42650235
386,386,0.42645648
387,387,0.42641369
388,388,0.42637226
389,389,0.4263306
390,390,0.4262886
391,391,0.42624745
392,392,0.42620835
393,393,0.4261718
394,394,0.42613712
395,395,0.42610273
396,396,0.4260675
397,397,0.42603153
398,398,0.42599598
399,399,0.4259621
400,400,0.4259302
401,401,0.42589918
402,402,0.42586738
403,403,0.4258333
404,404,0.4257971
405,405,0.42576003
406,406,0.42572385
407,407,0.4256899
408,408,0.42565808
409,409,0.42562705
410,410,0.42559534
411,411,0.42556214
