,t,gamma
0,0.0,1.1945964e-06
1,0.01,1.2899637e-06
2,0.02,1.4796258e-06
3,0.03,1.745701e-06
4,0.04,2.0654202e-06
5,0.05,2.4124386e-06
6,0.06,2.7601125e-06
7,0.07,3.078878e-06
8,0.08,3.3423903e-06
9,0.09,3.5280586e-06
10,0.1,3.6219956e-06
11,0.11,3.6203862e-06
12,0.12,3.5307708e-06
13,0.13,3.3724905e-06
14,0.14,3.176004e-06
15,0.15,2.972603e-06
16,0.16,2.7959943e-06
17,0.17,2.6715102e-06
18,0.18,2.6131572e-06
19,0.19,2.6243033e-06
20,0.2,2.6961268e-06
21,0.21,2.8150978e-06
22,0.22,2.963096e-06
23,0.23,3.1240584e-06
24,0.24,3.2854975e-06
25,0.25,3.4415723e-06
26,0.26,3.591031e-06
27,0.27,3.736377e-06
28,0.28,3.8846733e-06
29,0.29,4.0425066e-06
30,0.3,4.2177144e-06
31,0.31,4.419327e-06
32,0.32,4.6522323e-06
33,0.33,4.92087e-06
34,0.34,5.2289665e-06
35,0.35,5.5773858e-06
36,0.36,5.964607e-06
37,0.37,6.38783e-06
38,0.38,6.8428817e-06
39,0.39,7.323444e-06
40,0.4,7.8230205e-06
41,0.41,8.335978e-06
42,0.42,8.853555e-06
43,0.43,9.367675e-06
44,0.44,9.872407e-06
45,0.45,1.0359556e-05
46,0.46,1.0823191e-05
47,0.47,1.1258424e-05
48,0.48,1.1660219e-05
49,0.49,1.2025089e-05
50,0.5,1.2349904e-05
51,0.51,1.2633891e-05
52,0.52,1.2875289e-05
53,0.53,1.3074339e-05
54,0.54,1.3231248e-05
55,0.55,1.3347597e-05
56,0.56,1.3425589e-05
57,0.57,1.34661805e-05
58,0.58,1.3472945e-05
59,0.59,1.3449014e-05
60,0.6,1.339692e-05
61,0.61,1.3319344e-05
62,0.62,1.3220788e-05
63,0.63,1.31041115e-05
64,0.64,1.297164e-05
65,0.65,1.2827606e-05
66,0.66,1.2675941e-05
67,0.67,1.2517542e-05
68,0.68,1.2357265e-05
69,0.69,1.2196333e-05
70,0.7,1.2039334e-05
71,0.71,1.18876405e-05
72,0.72,1.1744142e-05
73,0.73,1.1610837e-05
74,0.74,1.1490494e-05
75,0.75,1.1384636e-05
76,0.76,1.1296094e-05
77,0.77,1.1226595e-05
78,0.78,1.11773315e-05
79,0.79,1.1151076e-05
80,0.8,1.11494965e-05
81,0.81,1.1173606e-05
82,0.82,1.1225254e-05
83,0.83,1.1306912e-05
84,0.84,1.1419416e-05
85,0.85,1.1563809e-05
86,0.86,1.1742831e-05
87,0.87,1.1957824e-05
88,0.88,1.22097435e-05
89,0.89,1.2499631e-05
90,0.9,1.2830169e-05
91,0.91,1.320237e-05
92,0.92,1.3617218e-05
93,0.93,1.407677e-05
94,0.94,1.45819495e-05
95,0.95,1.5134425e-05
96,0.96,1.5734762e-05
97,0.97,1.6384512e-05
98,0.98,1.7085344e-05
99,0.99,1.783681e-05
100,1.0,1.864052e-05
101,1.0,1.864052e-05
102,1.02,2.0405234e-05
103,1.04,2.2379996e-05
104,1.06,2.4561346e-05
105,1.08,2.6937634e-05
106,1.1,2.9494973e-05
107,1.12,3.220752e-05
108,1.14,3.5044253e-05
109,1.16,3.7968577e-05
110,1.18,4.0935698e-05
111,1.2,4.3899985e-05
112,1.22,4.6813162e-05
113,1.24,4.9628827e-05
114,1.26,5.2303556e-05
115,1.28,5.480093e-05
116,1.3,5.709246e-05
117,1.32,5.9156333e-05
118,1.34,6.0981576e-05
119,1.36,6.2561725e-05
120,1.38,6.3901454e-05
121,1.4,6.500823e-05
122,1.42,6.589699e-05
123,1.44,6.6582594e-05
124,1.46,6.7084824e-05
125,1.48,6.742433e-05
126,1.5,6.762204e-05
127,1.52,6.7697525e-05
128,1.54,6.7672496e-05
129,1.56,6.756488e-05
130,1.58,6.739334e-05
131,1.6,6.717503e-05
132,1.62,6.692404e-05
133,1.64,6.665561e-05
134,1.66,6.6380235e-05
135,1.68,6.6109926e-05
136,1.7,6.585372e-05
137,1.72,6.561998e-05
138,1.74,6.54153e-05
139,1.76,6.524578e-05
140,1.78,6.51154e-05
141,1.8,6.502891e-05
142,1.82,6.498936e-05
143,1.84,6.499973e-05
144,1.86,6.506068e-05
145,1.88,6.517408e-05
146,1.9,6.534085e-05
147,1.92,6.556097e-05
148,1.94,6.583554e-05
149,1.96,6.616307e-05
150,1.98,6.6543165e-05
151,2.0,6.697419e-05
152,2.02,6.745425e-05
153,2.04,6.798244e-05
154,2.06,6.855524e-05
155,2.08,6.9171314e-05
156,2.1,6.98264e-05
157,2.12,7.051781e-05
158,2.14,7.124192e-05
159,2.16,7.199553e-05
160,2.18,7.277292e-05
161,2.2,7.3573654e-05
162,2.22,7.4390446e-05
163,2.24,7.522065e-05
164,2.26,7.606063e-05
165,2.28,7.6904835e-05
166,2.3,7.77511e-05
167,2.32,7.859478e-05
168,2.34,7.943148e-05
169,2.36,8.025855e-05
170,2.38,8.107147e-05
171,2.4,8.186555e-05
172,2.42,8.263818e-05
173,2.44,8.3383864e-05
174,2.46,8.409706e-05
175,2.48,8.477253e-05
176,2.5,8.540374e-05
177,2.52,8.5982865e-05
178,2.54,8.65022e-05
179,2.56,8.695278e-05
180,2.58,8.732599e-05
181,2.6,8.7611945e-05
182,2.62,8.780351e-05
183,2.64,8.789707e-05
184,2.66,8.789215e-05
185,2.68,8.77989e-05
186,2.7,8.763835e-05
187,2.72,8.7450986e-05
188,2.74,8.730001e-05
189,2.76,8.7282635e-05
190,2.78,8.753869e-05
191,2.8,8.8266555e-05
192,2.82,8.973372e-05
193,2.84,9.226981e-05
194,2.86,9.6201664e-05
195,2.88,0.000101687736
196,2.9,0.00010837472
197,2.92,0.00011467478
198,2.94,0.0001170883
199,2.96,0.000115676856
200,2.98,0.00011774755
201,3.0,0.0001206742
202,3.0,0.0001206742
203,3.02,0.00012208617
204,3.04,0.0001218077
