,epochs,mu
0,0,0.4671436
1,1,0.46691507
2,2,0.46668527
3,3,0.466454
4,4,0.46622238
5,5,0.46599168
6,6,0.46576256
7,7,0.46553525
8,8,0.46530914
9,9,0.46508366
10,10,0.46485868
11,11,0.464634
12,12,0.46440932
13,13,0.46418503
14,14,0.4639618
15,15,0.46374005
16,16,0.46352002
17,17,0.46330175
18,18,0.46308523
19,19,0.46287042
20,20,0.46265712
21,21,0.4624451
22,22,0.46223426
23,23,0.4620244
24,24,0.46181536
25,25,0.4616071
26,26,0.46139973
27,27,0.46119347
28,28,0.46098858
29,29,0.46078527
30,30,0.46058372
31,31,0.4603841
32,32,0.46018648
33,33,0.45999092
34,34,0.45979747
35,35,0.45960602
36,36,0.45941654
37,37,0.45922887
38,38,0.45904297
39,39,0.45885873
40,40,0.45867628
41,41,0.4584958
42,42,0.45831805
43,43,0.45814636
44,44,0.45798743
45,45,0.45784286
46,46,0.4577122
47,47,0.4575934
48,48,0.45748425
49,49,0.4573814
50,50,0.4572822
51,51,0.45718747
52,52,0.45709985
53,53,0.45702127
54,54,0.4569527
55,55,0.45689425
56,56,0.45684493
57,57,0.45680407
58,58,0.45677012
59,59,0.45674112
60,60,0.4567153
61,61,0.45669258
62,62,0.45667416
63,63,0.45666102
64,64,0.45665312
65,65,0.45664978
66,66,0.45664945
67,67,0.45665145
68,68,0.4566544
69,69,0.45665762
70,70,0.45666146
71,71,0.45666662
72,72,0.45667344
73,73,0.45668182
74,74,0.4566914
75,75,0.45670176
76,76,0.4567122
77,77,0.4567222
78,78,0.45673215
79,79,0.45674264
80,80,0.4567541
81,81,0.45676678
82,82,0.45678058
83,83,0.4567952
84,84,0.45681033
85,85,0.45682576
86,86,0.45684135
87,87,0.45685673
88,88,0.45687154
89,89,0.4568855
90,90,0.45689836
91,91,0.4569102
92,92,0.456921
93,93,0.45693073
94,94,0.45693916
95,95,0.4569463
96,96,0.45695218
97,97,0.45695698
98,98,0.4569608
99,99,0.45696366
100,100,0.45696563
101,101,0.4569669
102,102,0.4569677
103,103,0.45696822
104,104,0.45696846
105,105,0.4569686
106,106,0.45696878
107,107,0.45696908
108,108,0.45696944
109,109,0.4569698
110,110,0.45697004
111,111,0.4569701
112,112,0.45696983
113,113,0.45696905
114,114,0.45696777
115,115,0.4569659
116,116,0.45696348
117,117,0.45696053
118,118,0.4569571
119,119,0.45695338
120,120,0.4569494
121,121,0.45694527
122,122,0.45694113
123,123,0.45693702
124,124,0.45693305
125,125,0.45692924
126,126,0.45692572
127,127,0.45692256
128,128,0.45691976
129,129,0.45691738
130,130,0.4569155
131,131,0.4569141
132,132,0.4569131
133,133,0.45691258
134,134,0.45691243
135,135,0.45691252
136,136,0.45691288
137,137,0.45691335
138,138,0.45691395
139,139,0.45691457
140,140,0.45691526
141,141,0.4569159
142,142,0.4569165
143,143,0.45691708
144,144,0.4569176
145,145,0.45691806
146,146,0.45691845
147,147,0.45691878
