,epochs,Hp
0,0,0.41639966
1,1,0.4161809
2,2,0.4159668
3,3,0.415758
4,4,0.41555482
5,5,0.41535717
6,6,0.41516468
7,7,0.41497716
8,8,0.41479465
9,9,0.4146169
10,10,0.41444367
11,11,0.41427475
12,12,0.41411024
13,13,0.41395003
14,14,0.41379407
15,15,0.41364232
16,16,0.41349477
17,17,0.4133513
18,18,0.41321188
19,19,0.41307652
20,20,0.4129451
21,21,0.41281754
22,22,0.41269368
23,23,0.41257358
24,24,0.41245708
25,25,0.4123441
26,26,0.41223451
27,27,0.41212827
28,28,0.41202524
29,29,0.41192535
30,30,0.4118284
31,31,0.41173434
32,32,0.41164303
33,33,0.41155437
34,34,0.41146824
35,35,0.41138446
36,36,0.41130298
37,37,0.4112237
38,38,0.41114655
39,39,0.41107136
40,40,0.4109981
41,41,0.41092667
42,42,0.41085693
43,43,0.4107889
44,44,0.41072246
45,45,0.41065758
46,46,0.41059422
47,47,0.41053236
48,48,0.4104719
49,49,0.4104128
50,50,0.410355
51,51,0.41029853
52,52,0.41024327
53,53,0.41018918
54,54,0.4101363
55,55,0.41008455
56,56,0.41003385
57,57,0.40998423
58,58,0.40993562
59,59,0.40988797
60,60,0.40984127
61,61,0.4097955
62,62,0.4097506
63,63,0.40970653
64,64,0.40966332
65,65,0.40962088
66,66,0.40957925
67,67,0.40953833
68,68,0.40949816
69,69,0.4094587
70,70,0.40941992
71,71,0.4093818
72,72,0.40934435
73,73,0.4093075
74,74,0.4092713
75,75,0.4092357
76,76,0.40920067
77,77,0.40916622
78,78,0.4091323
79,79,0.40909895
80,80,0.40906614
81,81,0.4090338
82,82,0.409002
83,83,0.40897068
84,84,0.40893987
85,85,0.4089095
86,86,0.4088796
87,87,0.40885013
88,88,0.4088211
89,89,0.4087925
90,90,0.40876433
91,91,0.40873653
92,92,0.40870914
93,93,0.40868214
94,94,0.40865552
95,95,0.40862927
96,96,0.4086034
97,97,0.4085779
98,98,0.40855274
99,99,0.4085279
100,100,0.4085034
101,101,0.4084792
102,102,0.40845534
103,103,0.4084318
104,104,0.40840858
105,105,0.40838563
106,106,0.40836298
107,107,0.40834063
108,108,0.40831858
109,109,0.40829676
110,110,0.40827525
111,111,0.40825403
112,112,0.40823305
113,113,0.40821233
114,114,0.40819186
115,115,0.40817162
116,116,0.40815166
117,117,0.40813196
118,118,0.4081125
