,epochs,SY0
0,0,1.3233694
1,1,1.3226961
2,2,1.3220277
3,3,1.3213652
4,4,1.3207091
5,5,1.32006
6,6,1.319418
7,7,1.3187832
8,8,1.3181555
9,9,1.3175353
10,10,1.3169223
11,11,1.3163166
12,12,1.3157184
13,13,1.3151276
14,14,1.3145443
15,15,1.3139687
16,16,1.3134009
17,17,1.312841
18,18,1.3122892
19,19,1.3117456
20,20,1.3112099
21,21,1.3106822
22,22,1.3101627
23,23,1.3096514
24,24,1.3091486
25,25,1.308654
26,26,1.3081676
27,27,1.3076895
28,28,1.3072195
29,29,1.3067573
30,30,1.3063029
31,31,1.3058559
32,32,1.3054162
33,33,1.3049837
34,34,1.304558
35,35,1.304139
36,36,1.3037266
37,37,1.3033204
38,38,1.3029206
39,39,1.302527
40,40,1.3021393
41,41,1.3017576
42,42,1.3013817
43,43,1.3010118
44,44,1.3006474
45,45,1.3002883
46,46,1.2999346
47,47,1.2995859
48,48,1.2992423
49,49,1.2989035
50,50,1.2985692
51,51,1.2982396
52,52,1.2979143
53,53,1.2975932
54,54,1.2972765
55,55,1.2969638
56,56,1.296655
57,57,1.2963504
58,58,1.2960494
59,59,1.2957522
60,60,1.2954587
61,61,1.2951689
62,62,1.2948827
63,63,1.2945999
64,64,1.2943207
65,65,1.2940447
66,66,1.2937723
67,67,1.2935032
68,68,1.2932372
69,69,1.2929746
70,70,1.2927151
71,71,1.2924588
72,72,1.2922056
73,73,1.2919555
74,74,1.2917084
75,75,1.2914642
76,76,1.2912228
77,77,1.2909844
78,78,1.2907487
79,79,1.2905158
80,80,1.2902856
81,81,1.2900581
82,82,1.2898334
83,83,1.2896112
84,84,1.2893918
85,85,1.2891748
86,86,1.2889603
87,87,1.2887484
88,88,1.2885389
89,89,1.2883319
90,90,1.2881273
91,91,1.2879251
92,92,1.2877252
93,93,1.2875278
94,94,1.2873325
95,95,1.2871397
96,96,1.2869489
97,97,1.2867604
98,98,1.286574
99,99,1.2863896
100,100,1.2862074
101,101,1.2860272
102,102,1.2858491
103,103,1.285673
104,104,1.2854989
105,105,1.2853268
106,106,1.2851567
107,107,1.2849885
108,108,1.2848221
109,109,1.2846577
110,110,1.2844951
111,111,1.2843343
112,112,1.2841753
113,113,1.284018
114,114,1.2838626
115,115,1.2837088
116,116,1.2835568
117,117,1.2834064
118,118,1.2832577
119,119,1.2831107
120,120,1.2829653
121,121,1.2828214
122,122,1.2826791
123,123,1.2825384
124,124,1.2823992
125,125,1.2822615
126,126,1.2821252
127,127,1.2819905
128,128,1.2818574
129,129,1.2817256
130,130,1.2815953
131,131,1.2814665
132,132,1.281339
133,133,1.281213
134,134,1.2810885
135,135,1.2809652
136,136,1.2808434
137,137,1.2807229
138,138,1.2806036
139,139,1.2804859
140,140,1.2803694
141,141,1.2802542
142,142,1.2801403
143,143,1.2800277
144,144,1.2799164
145,145,1.2798064
146,146,1.2796977
147,147,1.2795902
148,148,1.279484
149,149,1.279379
150,150,1.2792752
151,151,1.2791725
152,152,1.2790712
153,153,1.278971
154,154,1.2788719
155,155,1.2787739
156,156,1.278677
157,157,1.2785813
158,158,1.2784866
159,159,1.278393
160,160,1.2783004
161,161,1.2782089
162,162,1.2781183
163,163,1.2780286
164,164,1.27794
165,165,1.2778523
166,166,1.2777655
167,167,1.2776797
168,168,1.2775947
169,169,1.2775105
170,170,1.2774272
171,171,1.2773447
172,172,1.2772632
173,173,1.2771823
174,174,1.2771024
175,175,1.2770231
176,176,1.2769446
177,177,1.276867
178,178,1.27679
