,epochs,Hp
0,0,0.17043048
1,1,0.17051646
2,2,0.1705126
3,3,0.17051671
4,4,0.17053333
5,5,0.17056018
6,6,0.1705972
7,7,0.17064294
8,8,0.1706958
9,9,0.17075472
10,10,0.17081933
11,11,0.17088886
12,12,0.17095877
13,13,0.17102247
14,14,0.17107747
15,15,0.17112757
16,16,0.17117767
17,17,0.17123032
18,18,0.17128661
19,19,0.17134695
20,20,0.17141116
21,21,0.17147867
22,22,0.17154871
23,23,0.17162049
24,24,0.17169324
25,25,0.17176624
26,26,0.17183855
27,27,0.17190877
28,28,0.17197457
29,29,0.17203318
30,30,0.17208385
31,31,0.17212886
32,32,0.17217132
33,33,0.17221367
34,34,0.17225726
35,35,0.17230257
36,36,0.17234935
37,37,0.17239669
38,38,0.17244332
39,39,0.172488
40,40,0.17253031
41,41,0.17257093
42,42,0.17261124
43,43,0.17265254
44,44,0.17269576
45,45,0.17274138
46,46,0.17278948
47,47,0.17283994
48,48,0.1728923
49,49,0.1729459
50,50,0.17299995
51,51,0.17305368
52,52,0.17310673
53,53,0.17315912
54,54,0.17321122
55,55,0.17326346
56,56,0.17331626
57,57,0.17336981
58,58,0.17342414
59,59,0.17347899
60,60,0.17353386
61,61,0.17358792
62,62,0.1736402
63,63,0.1736898
64,64,0.17373602
65,65,0.17377868
66,66,0.17381808
67,67,0.17385465
68,68,0.17388876
69,69,0.17392051
70,70,0.17394967
71,71,0.17397569
72,72,0.17399797
73,73,0.17401616
74,74,0.17403032
75,75,0.1740409
76,76,0.17404865
77,77,0.17405427
78,78,0.17405827
79,79,0.17406102
80,80,0.17406262
81,81,0.1740631
82,82,0.17406236
83,83,0.1740604
84,84,0.17405747
85,85,0.1740538
86,86,0.17404975
87,87,0.17404555
88,88,0.17404135
89,89,0.17403714
90,90,0.17403285
91,91,0.1740283
92,92,0.17402345
93,93,0.17401831
94,94,0.17401305
95,95,0.17400798
96,96,0.17400339
97,97,0.17399952
98,98,0.17399652
99,99,0.1739944
100,100,0.17399314
101,101,0.17399256
102,102,0.17399259
103,103,0.17399314
104,104,0.17399421
105,105,0.1739958
106,106,0.1739979
107,107,0.17400049
108,108,0.1740035
109,109,0.1740068
110,110,0.17401023
111,111,0.17401367
112,112,0.174017
113,113,0.17402022
114,114,0.1740233
115,115,0.17402636
116,116,0.17402941
117,117,0.17403254
118,118,0.17403579
119,119,0.17403916
120,120,0.17404266
121,121,0.17404626
122,122,0.17404999
123,123,0.1740538
124,124,0.17405775
125,125,0.17406186
126,126,0.17406614
127,127,0.1740706
128,128,0.1740752
129,129,0.17407992
130,130,0.17408475
131,131,0.17408967
132,132,0.17409463
133,133,0.1740997
134,134,0.17410488
135,135,0.17411022
136,136,0.17411572
137,137,0.1741214
138,138,0.17412722
139,139,0.1741332
140,140,0.17413929
141,141,0.1741455
142,142,0.17415187
143,143,0.17415836
144,144,0.17416501
145,145,0.1741718
146,146,0.17417873
147,147,0.17418577
148,148,0.17419288
149,149,0.17420003
150,150,0.17420724
151,151,0.17421451
152,152,0.17422186
153,153,0.1742293
154,154,0.17423683
155,155,0.17424446
156,156,0.1742522
157,157,0.17426
158,158,0.17426787
159,159,0.17427582
160,160,0.1742838
161,161,0.17429186
162,162,0.17429999
163,163,0.17430817
164,164,0.1743164
165,165,0.17432469
166,166,0.17433302
167,167,0.17434138
168,168,0.17434978
169,169,0.1743582
170,170,0.17436668
171,171,0.17437519
172,172,0.17438374
173,173,0.17439234
174,174,0.174401
175,175,0.17440969
176,176,0.17441842
177,177,0.1744272
178,178,0.174436
179,179,0.17444485
180,180,0.17445374
181,181,0.17446265
182,182,0.17447159
183,183,0.17448057
184,184,0.17448957
185,185,0.17449862
186,186,0.17450769
187,187,0.1745168
188,188,0.17452595
189,189,0.17453513
190,190,0.17454435
191,191,0.17455359
192,192,0.17456287
193,193,0.17457218
194,194,0.17458153
195,195,0.17459092
196,196,0.17460032
197,197,0.17460975
198,198,0.17461923
199,199,0.1746287
200,200,0.17463823
201,201,0.17464778
202,202,0.17465733
203,203,0.17466693
204,204,0.17467655
205,205,0.17468618
206,206,0.17469585
207,207,0.17470555
208,208,0.17471528
209,209,0.17472503
210,210,0.17473479
211,211,0.17474458
212,212,0.1747544
