,t,gamma
0,0.0,1.3396145e-08
1,0.01,1.5167893e-07
2,0.02,3.1255186e-07
3,0.03,4.898459e-07
4,0.04,6.7640843e-07
5,0.05,8.679778e-07
6,0.06,1.0581166e-06
7,0.07,1.2453348e-06
8,0.08,1.4265031e-06
9,0.09,1.6005785e-06
10,0.1,1.7698557e-06
11,0.11,1.937464e-06
12,0.12,2.1090061e-06
13,0.13,2.2915751e-06
14,0.14,2.4970027e-06
15,0.15,2.7361662e-06
16,0.16,3.02358e-06
17,0.17,3.3735782e-06
18,0.18,3.7968905e-06
19,0.19,4.3047817e-06
20,0.2,4.898027e-06
21,0.21,5.568341e-06
22,0.22,6.289855e-06
23,0.23,7.015333e-06
24,0.24,7.671014e-06
25,0.25,8.159594e-06
26,0.26,8.381501e-06
27,0.27,8.291767e-06
28,0.28,8.025453e-06
29,0.29,8.1193e-06
30,0.3,9.77482e-06
31,0.31,1.4894442e-05
32,0.32,2.5299447e-05
33,0.33,4.0960447e-05
34,0.34,5.915265e-05
35,0.35,7.692539e-05
36,0.36,9.395968e-05
37,0.37,0.00011138548
38,0.38,0.00012951075
39,0.39,0.00014781603
40,0.4,0.00016583966
41,0.41,0.0001834655
42,0.42,0.0002007991
43,0.43,0.00021800453
44,0.44,0.0002352158
45,0.45,0.00025251877
46,0.46,0.0002699526
47,0.47,0.00028752972
48,0.48,0.0003052409
49,0.49,0.0003230691
50,0.5,0.00034098985
51,0.51,0.00035897875
52,0.52,0.00037701573
53,0.53,0.00039508304
54,0.54,0.00041316226
55,0.55,0.00043124182
56,0.56,0.00044931192
57,0.57,0.00046736308
58,0.58,0.00048539235
59,0.59,0.00050339446
60,0.6,0.0005213666
61,0.61,0.000539309
62,0.62,0.00055721705
63,0.63,0.0005750917
64,0.64,0.0005929338
65,0.65,0.00061074406
66,0.66,0.00062852044
67,0.67,0.0006462655
68,0.68,0.0006639806
69,0.69,0.0006816666
70,0.7,0.00069932645
71,0.71,0.000716962
72,0.72,0.0007345746
73,0.73,0.0007521701
74,0.74,0.0007697511
75,0.75,0.0007873241
76,0.76,0.00080489315
77,0.77,0.00082246517
78,0.78,0.0008400465
79,0.79,0.0008576456
80,0.8,0.00087526994
81,0.81,0.00089293136
82,0.82,0.0009106368
83,0.83,0.0009283989
84,0.84,0.0009462274
85,0.85,0.0009641369
86,0.86,0.0009821354
87,0.87,0.0010002344
88,0.88,0.0010184442
89,0.89,0.0010367668
90,0.9,0.0010552019
91,0.91,0.0010737339
92,0.92,0.0010923297
93,0.93,0.001110933
94,0.94,0.0011294507
95,0.95,0.0011477427
96,0.96,0.0011656181
97,0.97,0.0011828169
98,0.98,0.0011990191
99,0.99,0.0012138346
100,1.0,0.0012268212
101,1.0,0.0012268212
102,1.02,0.0012452168
103,1.04,0.0012497756
104,1.06,0.0012450193
105,1.08,0.0012476892
106,1.1,0.001244904
107,1.12,0.0012440943
108,1.14,0.0012437039
109,1.16,0.0012430843
110,1.18,0.0012423357
111,1.2,0.0012414795
112,1.22,0.0012405302
113,1.24,0.0012395196
114,1.26,0.0012384834
115,1.28,0.0012374582
116,1.3,0.0012364701
117,1.32,0.0012355369
118,1.34,0.0012346647
119,1.36,0.0012338561
120,1.38,0.0012331058
121,1.4,0.0012324083
122,1.42,0.0012317533
123,1.44,0.0012311324
124,1.46,0.0012305389
125,1.48,0.0012299641
126,1.5,0.0012294041
127,1.52,0.0012288546
128,1.54,0.0012283131
129,1.56,0.0012277775
130,1.58,0.0012272436
131,1.6,0.0012267043
132,1.62,0.0012261408
133,1.64,0.0012255128
134,1.66,0.0012247416
135,1.68,0.001223686
136,1.7,0.001222161
137,1.72,0.0012201285
138,1.74,0.0012185203
139,1.76,0.0012210663
140,1.78,0.00123482
141,1.8,0.0012631065
142,1.82,0.0012984718
143,1.84,0.0013335731
144,1.86,0.0013683018
145,1.88,0.0014035234
146,1.9,0.001439043
147,1.92,0.0014745555
148,1.94,0.0015099403
149,1.96,0.0015451948
150,1.98,0.0015803543
151,2.0,0.0016154612
152,2.02,0.0016505568
153,2.04,0.0016856749
154,2.06,0.0017208444
155,2.08,0.0017560831
156,2.1,0.001791403
157,2.12,0.001826807
158,2.14,0.0018622974
159,2.16,0.0018978672
160,2.18,0.001933511
161,2.2,0.0019692169
162,2.22,0.0020049731
163,2.24,0.0020407683
164,2.26,0.0020765844
165,2.28,0.0021124098
166,2.3,0.002148228
167,2.32,0.0021840255
168,2.34,0.0022197934
169,2.36,0.0022555238
170,2.38,0.0022912123
171,2.4,0.0023268573
172,2.42,0.002362462
173,2.44,0.002398032
174,2.46,0.0024335792
175,2.48,0.0024691143
176,2.5,0.0025046533
177,2.52,0.0025402117
178,2.54,0.002575806
179,2.56,0.0026114557
180,2.58,0.002647175
181,2.6,0.00268298
182,2.62,0.002718879
183,2.64,0.0027548808
184,2.66,0.0027909828
185,2.68,0.0028271754
186,2.7,0.002863439
187,2.72,0.002899743
188,2.74,0.0029360438
189,2.76,0.0029722971
190,2.78,0.0030084613
191,2.8,0.0030445165
192,2.82,0.0030804842
193,2.84,0.0031164354
194,2.86,0.0031524901
195,2.88,0.0031887698
196,2.9,0.0032253144
197,2.92,0.0032619718
198,2.94,0.0032983518
199,2.96,0.0033342543
200,2.98,0.0033708285
201,3.0,0.003401569
202,3.0,0.003401569
203,3.02,0.0034033852
204,3.04,0.0034045551
205,3.06,0.0034035777
206,3.08,0.003402528
207,3.1,0.0034017004
208,3.12,0.0034011716
209,3.14,0.0034008613
210,3.16,0.0034006007
211,3.18,0.003400269
212,3.2,0.0033998128
213,3.22,0.0033992352
214,3.24,0.0033985646
215,3.26,0.003397841
216,3.28,0.0033970997
217,3.3,0.0033963744
218,3.32,0.003395684
219,3.34,0.0033950433
220,3.36,0.0033944568
221,3.38,0.0033939232
222,3.4,0.0033934345
223,3.42,0.0033929811
224,3.44,0.0033925509
225,3.46,0.0033921278
226,3.48,0.0033917006
227,3.5,0.0033912568
228,3.52,0.0033907897
229,3.54,0.0033902943
230,3.56,0.0033897723
231,3.58,0.0033892298
232,3.6,0.003388679
233,3.62,0.0033881324
234,3.64,0.003387609
235,3.66,0.0033871257
236,3.68,0.0033866952
237,3.7,0.0033863238
238,3.72,0.0033860074
239,3.74,0.0033857254
240,3.76,0.0033854444
241,3.78,0.003385114
242,3.8,0.0033846772
243,3.82,0.0033840837
244,3.84,0.003383304
245,3.86,0.0033823613
246,3.88,0.003381354
247,3.9,0.0033804604
248,3.92,0.0033798937
249,3.94,0.003379743
250,3.96,0.0033796907
251,3.98,0.0033789403
252,4.0,0.0033775354
253,4.02,0.0033795224
254,4.04,0.003392519
255,4.06,0.003419106
256,4.08,0.003453377
257,4.1,0.0034890068
258,4.12,0.003524051
259,4.14,0.0035589207
260,4.16,0.0035940947
261,4.18,0.0036296085
262,4.2,0.0036652822
263,4.22,0.0037009402
264,4.24,0.0037364885
265,4.26,0.0037719118
266,4.28,0.0038072383
267,4.3,0.0038425187
268,4.32,0.0038778048
269,4.34,0.003913136
270,4.36,0.0039485367
271,4.38,0.0039840187
272,4.4,0.0040195766
273,4.42,0.0040552
274,4.44,0.0040908693
275,4.46,0.0041265683
276,4.48,0.004162283
277,4.5,0.004198004
278,4.52,0.0042337296
279,4.54,0.0042694677
280,4.56,0.0043052286
281,4.58,0.0043410244
282,4.6,0.00437687
283,4.62,0.00441277
284,4.64,0.00444872
285,4.66,0.0044847024
286,4.68,0.0045206887
287,4.7,0.004556643
288,4.72,0.004592531
289,4.74,0.0046283384
290,4.76,0.004664083
291,4.78,0.0046998244
292,4.8,0.004735659
293,4.82,0.004771694
294,4.84,0.004807992
295,4.86,0.004844501
296,4.88,0.0048810043
297,4.9,0.0049171983
298,4.92,0.004953071
299,4.94,0.0049895523
300,4.96,0.0050234227
301,4.98,0.005066211
302,5.0,0.0050915903
303,5.0,0.0050915903
304,5.02,0.0051010326
305,5.04,0.005102404
306,5.06,0.0051015173
307,5.08,0.0051004477
308,5.1,0.0050996095
309,5.12,0.005098963
310,5.14,0.005098401
311,5.16,0.005097849
312,5.18,0.0050972616
313,5.2,0.0050966283
314,5.22,0.0050959466
315,5.24,0.0050952253
316,5.26,0.0050944733
317,5.28,0.005093702
318,5.3,0.00509292
319,5.32,0.005092134
320,5.34,0.00509135
321,5.36,0.0050905747
322,5.38,0.0050898087
323,5.4,0.0050890553
324,5.42,0.005088317
325,5.44,0.0050875945
326,5.46,0.0050868886
327,5.48,0.0050862
328,5.5,0.005085531
329,5.52,0.0050848797
330,5.54,0.0050842497
331,5.56,0.0050836406
332,5.58,0.0050830524
333,5.6,0.005082487
334,5.62,0.0050819465
335,5.64,0.0050814315
336,5.66,0.005080942
337,5.68,0.0050804787
338,5.7,0.0050800433
339,5.72,0.005079636
340,5.74,0.005079252
341,5.76,0.0050788927
342,5.78,0.00507855
343,5.8,0.0050782184
344,5.82,0.0050778864
345,5.84,0.00507754
346,5.86,0.0050771614
347,5.88,0.0050767274
348,5.9,0.0050762114
349,5.92,0.0050755865
350,5.94,0.005074828
351,5.96,0.005073917
352,5.98,0.005072852
353,6.0,0.0050716614
354,6.02,0.005070411
355,6.04,0.005069223
356,6.06,0.005068273
357,6.08,0.005067778
358,6.1,0.0050679306
359,6.12,0.005068657
360,6.14,0.005069009
361,6.16,0.0050674337
362,6.18,0.0050678276
363,6.2,0.005070467
364,6.22,0.0050676446
365,6.24,0.0050750407
366,6.26,0.005097566
367,6.28,0.005128942
368,6.3,0.005163887
369,6.32,0.005199799
370,6.34,0.0052356524
371,6.36,0.0052711503
372,6.38,0.0053062993
373,6.4,0.0053412076
374,6.42,0.005376004
375,6.44,0.0054107965
376,6.46,0.0054456615
377,6.48,0.0054806448
378,6.5,0.0055157635
379,6.52,0.0055510113
380,6.54,0.00558637
381,6.56,0.0056218114
382,6.58,0.005657305
383,6.6,0.005692822
384,6.62,0.0057283347
385,6.64,0.0057638246
386,6.66,0.0057992805
387,6.68,0.005834696
388,6.7,0.0058700726
389,6.72,0.0059054187
390,6.74,0.005940747
391,6.76,0.0059760716
392,6.78,0.0060114134
393,6.8,0.0060467864
394,6.82,0.006082207
395,6.84,0.0061176843
396,6.86,0.006153227
397,6.88,0.0061888313
398,6.9,0.0062244926
399,6.92,0.006260192
400,6.94,0.0062959073
401,6.96,0.0063316035
402,6.98,0.0063672448
403,7.0,0.006402776
