,epochs,mu
0,0,0.5482551
1,1,0.54798573
2,2,0.5477216
3,3,0.54745954
4,4,0.5471987
5,5,0.5469391
6,6,0.54668057
7,7,0.54642355
8,8,0.5461682
9,9,0.5459149
10,10,0.54566324
11,11,0.5454129
12,12,0.54516363
13,13,0.54491675
14,14,0.54467344
15,15,0.54443544
16,16,0.5442063
17,17,0.5439906
18,18,0.5437943
19,19,0.54361993
20,20,0.5434679
21,21,0.54333663
22,22,0.5432223
23,23,0.5431203
24,24,0.54302865
25,25,0.54294753
26,26,0.54287755
27,27,0.5428196
28,28,0.54277354
29,29,0.54273677
30,30,0.5427065
31,31,0.5426811
32,32,0.54266006
33,33,0.5426442
34,34,0.5426353
35,35,0.5426354
36,36,0.5426459
37,37,0.5426676
38,38,0.54270065
39,39,0.54274434
40,40,0.5427977
41,41,0.5428598
42,42,0.54292977
43,43,0.54300725
44,44,0.5430919
45,45,0.54318357
46,46,0.5432823
47,47,0.54338807
48,48,0.54350066
49,49,0.54361945
50,50,0.5437436
51,51,0.5438724
52,52,0.5440052
53,53,0.54414153
54,54,0.54428035
55,55,0.5444205
56,56,0.5445611
57,57,0.54470116
58,58,0.54483944
59,59,0.5449748
60,60,0.5451062
61,61,0.5452326
62,62,0.54535335
63,63,0.54546833
64,64,0.54557824
65,65,0.5456837
66,66,0.5457853
67,67,0.5458835
68,68,0.5459784
69,69,0.5460702
70,70,0.5461589
71,71,0.5462447
72,72,0.5463279
73,73,0.5464085
74,74,0.5464862
75,75,0.5465606
76,76,0.5466308
77,77,0.54669607
78,78,0.54675615
79,79,0.54681116
80,80,0.5468613
81,81,0.546907
82,82,0.5469485
83,83,0.5469859
84,84,0.5470193
85,85,0.5470491
86,86,0.54707575
87,87,0.5470996
88,88,0.54712063
89,89,0.5471384
90,90,0.54715246
91,91,0.5471627
92,92,0.5471693
93,93,0.5471727
94,94,0.54717296
95,95,0.54717004
96,96,0.54716456
97,97,0.547157
98,98,0.5471479
99,99,0.5471375
100,100,0.5471257
101,101,0.5471129
102,102,0.54709923
103,103,0.547085
104,104,0.54706997
105,105,0.5470543
106,106,0.54703856
107,107,0.54702294
108,108,0.5470075
109,109,0.5469924
110,110,0.5469782
111,111,0.54696476
112,112,0.54695207
113,113,0.54694015
114,114,0.546929
115,115,0.5469185
116,116,0.5469086
117,117,0.5468993
118,118,0.5468908
119,119,0.54688287
120,120,0.54687566
121,121,0.5468692
122,122,0.54686356
123,123,0.54685855
124,124,0.5468542
125,125,0.5468505
126,126,0.5468472
127,127,0.5468445
128,128,0.5468423
129,129,0.5468405
130,130,0.54683924
131,131,0.54683834
132,132,0.546838
133,133,0.54683805
134,134,0.54683864
135,135,0.5468396
136,136,0.54684097
137,137,0.5468428
138,138,0.546845
139,139,0.5468477
140,140,0.54685074
141,141,0.5468542
142,142,0.54685795
143,143,0.546862
144,144,0.54686624
145,145,0.5468706
146,146,0.546875
147,147,0.54687935
148,148,0.54688364
149,149,0.5468878
150,150,0.5468919
151,151,0.54689586
152,152,0.54689974
153,153,0.54690343
154,154,0.54690695
155,155,0.5469103
156,156,0.5469133
157,157,0.5469162
158,158,0.54691887
159,159,0.5469214
160,160,0.5469236
161,161,0.54692566
162,162,0.5469276
163,163,0.54692924
164,164,0.54693073
165,165,0.5469321
166,166,0.54693323
167,167,0.54693437
168,168,0.54693526
169,169,0.54693633
170,170,0.546937
171,171,0.5469381
172,172,0.54693866
173,173,0.54693955
174,174,0.54694015
175,175,0.54694045
176,176,0.54694086
177,177,0.5469406
178,178,0.54694074
179,179,0.5469403
180,180,0.5469402
181,181,0.54693973
182,182,0.5469393
183,183,0.546939
184,184,0.54693836
185,185,0.5469379
186,186,0.5469369
187,187,0.5469363
188,188,0.54693514
189,189,0.54693437
190,190,0.54693335
191,191,0.5469325
192,192,0.5469316
193,193,0.5469307
194,194,0.5469299
195,195,0.54692876
196,196,0.5469282
197,197,0.54692715
198,198,0.546927
199,199,0.54692656
200,200,0.546926
201,201,0.546926
202,202,0.5469255
203,203,0.5469251
204,204,0.5469245
205,205,0.54692364
206,206,0.54692304
207,207,0.546922
208,208,0.54692197
209,209,0.5469217
210,210,0.5469214
211,211,0.5469217
212,212,0.54692143
213,213,0.5469215
214,214,0.54692113
215,215,0.5469204
216,216,0.54692006
217,217,0.54691905
218,218,0.5469192
219,219,0.5469193
220,220,0.546919
221,221,0.54691994
222,222,0.54692066
223,223,0.54691964
224,224,0.54692066
225,225,0.54692346
226,226,0.5469271
227,227,0.5469302
228,228,0.5469314
229,229,0.5469294
230,230,0.54692423
231,231,0.54691666
232,232,0.5469081
233,233,0.54689974
234,234,0.5468926
235,235,0.546887
236,236,0.5468828
237,237,0.5468796
238,238,0.54687726
239,239,0.5468758
240,240,0.5468752
241,241,0.54687536
242,242,0.5468761
243,243,0.5468771
244,244,0.54687816
245,245,0.5468795
246,246,0.5468811
247,247,0.54688305
248,248,0.5468852
249,249,0.5468873
250,250,0.5468892
251,251,0.5468909
252,252,0.5468927
253,253,0.5468945
254,254,0.54689634
255,255,0.54689795
256,256,0.54689914
257,257,0.54689974
258,258,0.5468998
259,259,0.54689926
260,260,0.54689825
261,261,0.5468966
262,262,0.54689443
263,263,0.5468918
264,264,0.54688853
265,265,0.54688454
266,266,0.5468797
267,267,0.546874
268,268,0.5468675
269,269,0.5468605
270,270,0.54685336
271,271,0.5468463
272,272,0.5468394
273,273,0.546833
274,274,0.546827
275,275,0.54682183
276,276,0.5468173
277,277,0.54681367
278,278,0.54681075
279,279,0.5468085
280,280,0.54680675
281,281,0.54680556
282,282,0.54680467
283,283,0.5468042
284,284,0.54680395
285,285,0.54680395
286,286,0.5468042
287,287,0.54680455
288,288,0.5468052
289,289,0.54680604
290,290,0.5468071
291,291,0.5468082
292,292,0.54680943
293,293,0.54681075
294,294,0.5468121
295,295,0.5468136
296,296,0.5468152
297,297,0.54681695
298,298,0.5468187
299,299,0.54682046
300,300,0.54682225
301,301,0.5468241
302,302,0.54682595
303,303,0.5468277
304,304,0.5468294
305,305,0.54683095
306,306,0.5468323
307,307,0.5468336
308,308,0.5468346
309,309,0.5468354
310,310,0.5468361
311,311,0.5468365
312,312,0.5468367
313,313,0.5468367
314,314,0.54683656
315,315,0.5468363
316,316,0.54683614
317,317,0.546836
318,318,0.5468359
319,319,0.5468358
320,320,0.54683554
