,epochs,lmbd
0,0,1.0980016
1,1,1.0985276
2,2,1.099047
3,3,1.0995529
4,4,1.1000372
5,5,1.1004908
6,6,1.1009039
7,7,1.101267
8,8,1.1015725
9,9,1.1018165
10,10,1.1019989
11,11,1.1021236
12,12,1.1021973
13,13,1.1022285
14,14,1.102227
15,15,1.1022032
16,16,1.1021676
17,17,1.10213
18,18,1.1021003
19,19,1.1020863
20,20,1.1020951
21,21,1.1021311
22,22,1.1021967
23,23,1.1022922
24,24,1.1024157
25,25,1.1025637
26,26,1.1027323
27,27,1.1029158
28,28,1.1031084
29,29,1.1033044
30,30,1.1034976
31,31,1.1036828
32,32,1.1038551
33,33,1.1040109
34,34,1.1041481
35,35,1.1042653
36,36,1.104363
37,37,1.1044425
38,38,1.1045067
39,39,1.104559
40,40,1.1046033
41,41,1.1046438
42,42,1.1046847
43,43,1.1047294
44,44,1.104781
45,45,1.1048415
46,46,1.1049119
47,47,1.1049926
48,48,1.1050828
49,49,1.1051805
50,50,1.1052836
51,51,1.1053897
52,52,1.1054958
53,53,1.1055993
54,54,1.1056976
55,55,1.1057888
56,56,1.1058714
57,57,1.1059451
58,58,1.1060095
59,59,1.1060656
60,60,1.1061144
61,61,1.1061575
62,62,1.1061968
63,63,1.1062336
64,64,1.1062685
65,65,1.1063018
66,66,1.1063336
67,67,1.1063632
68,68,1.1063904
69,69,1.1064143
70,70,1.1064341
71,71,1.106449
72,72,1.1064585
73,73,1.1064622
74,74,1.10646
75,75,1.106452
76,76,1.1064383
77,77,1.1064198
78,78,1.1063969
79,79,1.1063707
80,80,1.1063418
81,81,1.1063112
82,82,1.1062797
83,83,1.1062479
84,84,1.1062161
85,85,1.1061848
86,86,1.1061543
87,87,1.1061243
88,88,1.1060946
89,89,1.106065
90,90,1.1060352
91,91,1.1060048
92,92,1.1059734
93,93,1.1059406
94,94,1.1059065
95,95,1.105871
96,96,1.105834
97,97,1.105796
98,98,1.105757
99,99,1.1057175
100,100,1.1056778
101,101,1.1056386
102,102,1.1056002
103,103,1.1055629
104,104,1.1055273
105,105,1.1054931
106,106,1.1054606
107,107,1.1054299
108,108,1.1054004
109,109,1.1053721
110,110,1.1053447
111,111,1.105318
112,112,1.1052916
113,113,1.1052656
114,114,1.1052397
115,115,1.1052142
116,116,1.1051888
117,117,1.105164
118,118,1.10514
119,119,1.1051167
120,120,1.1050946
121,121,1.1050736
122,122,1.1050537
123,123,1.1050352
124,124,1.105018
125,125,1.105002
126,126,1.1049869
127,127,1.1049727
128,128,1.1049592
129,129,1.1049461
130,130,1.1049334
131,131,1.104921
132,132,1.1049091
133,133,1.1048975
134,134,1.1048864
135,135,1.1048757
136,136,1.1048658
137,137,1.1048565
138,138,1.1048479
139,139,1.10484
140,140,1.104833
141,141,1.1048266
142,142,1.1048206
143,143,1.1048151
144,144,1.10481
145,145,1.1048052
146,146,1.1048007
147,147,1.1047963
148,148,1.1047922
149,149,1.1047883
150,150,1.1047845
151,151,1.104781
152,152,1.1047776
153,153,1.1047742
154,154,1.1047713
155,155,1.1047685
156,156,1.1047659
157,157,1.1047635
158,158,1.1047615
159,159,1.1047595
160,160,1.1047577
161,161,1.1047558
162,162,1.104754
163,163,1.1047521
164,164,1.1047504
165,165,1.1047487
166,166,1.1047469
167,167,1.1047453
168,168,1.1047436
169,169,1.1047419
170,170,1.1047401
171,171,1.1047386
172,172,1.104737
173,173,1.1047356
174,174,1.1047342
175,175,1.1047329
176,176,1.1047316
177,177,1.1047302
178,178,1.1047289
179,179,1.1047276
180,180,1.1047261
181,181,1.1047246
182,182,1.1047232
183,183,1.1047218
184,184,1.1047205
185,185,1.1047192
186,186,1.1047179
187,187,1.1047165
188,188,1.1047152
189,189,1.1047139
190,190,1.1047126
191,191,1.1047113
192,192,1.1047099
193,193,1.1047084
194,194,1.1047071
195,195,1.1047058
196,196,1.1047045
197,197,1.1047032
198,198,1.1047019
199,199,1.1047004
200,200,1.1046991
201,201,1.1046978
202,202,1.1046965
203,203,1.1046953
204,204,1.1046942
205,205,1.1046932
206,206,1.1046921
207,207,1.104691
208,208,1.1046901
209,209,1.1046888
210,210,1.1046871
211,211,1.1046841
212,212,1.1046771
213,213,1.104663
214,214,1.104641
215,215,1.1046102
216,216,1.1045705
217,217,1.1045222
218,218,1.1044669
219,219,1.1044073
220,220,1.1043458
221,221,1.1042839
222,222,1.1042229
223,223,1.1041635
224,224,1.1041061
225,225,1.1040504
226,226,1.103996
227,227,1.1039424
228,228,1.1038883
229,229,1.1038332
230,230,1.1037765
231,231,1.1037178
232,232,1.103657
233,233,1.1035945
234,234,1.103531
235,235,1.1034677
236,236,1.1034056
237,237,1.1033459
238,238,1.1032896
239,239,1.1032372
240,240,1.103189
241,241,1.1031451
242,242,1.1031048
243,243,1.1030678
244,244,1.1030334
245,245,1.1030012
246,246,1.1029711
247,247,1.1029426
248,248,1.1029161
249,249,1.102892
250,250,1.1028706
251,251,1.1028521
252,252,1.1028366
253,253,1.1028241
254,254,1.102814
255,255,1.1028057
256,256,1.1027986
257,257,1.102792
258,258,1.1027855
259,259,1.1027782
260,260,1.1027703
261,261,1.1027619
262,262,1.102753
263,263,1.1027443
264,264,1.1027362
265,265,1.1027288
266,266,1.1027226
267,267,1.1027176
268,268,1.1027138
269,269,1.102711
270,270,1.1027086
271,271,1.1027064
272,272,1.1027045
273,273,1.1027024
274,274,1.1027001
275,275,1.102698
276,276,1.102696
277,277,1.1026943
278,278,1.1026932
279,279,1.1026928
280,280,1.1026932
281,281,1.1026944
282,282,1.1026961
283,283,1.1026983
284,284,1.1027007
285,285,1.1027031
286,286,1.1027051
287,287,1.102707
288,288,1.1027086
289,289,1.1027098
290,290,1.1027106
291,291,1.1027114
292,292,1.1027122
293,293,1.1027126
294,294,1.102713
295,295,1.1027132
296,296,1.1027132
297,297,1.1027131
298,298,1.1027128
299,299,1.1027123
300,300,1.1027116
301,301,1.1027108
302,302,1.1027099
303,303,1.1027088
304,304,1.1027079
305,305,1.102707
306,306,1.1027062
307,307,1.1027055
308,308,1.1027049
309,309,1.1027044
310,310,1.1027038
311,311,1.1027033
312,312,1.1027027
313,313,1.1027023
314,314,1.1027015
315,315,1.1027008
316,316,1.1026999
317,317,1.1026988
318,318,1.1026978
319,319,1.1026967
320,320,1.1026955
321,321,1.1026943
322,322,1.1026932
323,323,1.1026921
324,324,1.102691
325,325,1.1026901
326,326,1.102689
327,327,1.102688
328,328,1.1026869
329,329,1.1026859
330,330,1.1026852
331,331,1.1026844
332,332,1.1026838
333,333,1.1026831
334,334,1.1026826
335,335,1.1026822
336,336,1.1026818
337,337,1.1026814
338,338,1.102681
339,339,1.1026807
340,340,1.1026803
341,341,1.10268
342,342,1.1026796
343,343,1.1026791
344,344,1.1026787
345,345,1.1026781
346,346,1.1026775
347,347,1.1026767
348,348,1.102676
349,349,1.1026752
350,350,1.1026746
351,351,1.1026739
352,352,1.1026732
353,353,1.1026723
354,354,1.1026714
355,355,1.1026706
356,356,1.1026696
357,357,1.1026686
358,358,1.1026676
359,359,1.1026666
360,360,1.1026653
361,361,1.1026639
362,362,1.1026624
363,363,1.1026609
364,364,1.1026592
365,365,1.1026573
366,366,1.1026555
367,367,1.1026537
368,368,1.1026518
369,369,1.1026502
370,370,1.1026486
371,371,1.1026472
372,372,1.102646
373,373,1.102645
374,374,1.1026443
375,375,1.1026438
376,376,1.1026436
377,377,1.1026435
378,378,1.1026434
379,379,1.1026434
380,380,1.1026433
381,381,1.102643
382,382,1.102643
383,383,1.102643
384,384,1.102643
385,385,1.102643
386,386,1.102643
387,387,1.1026429
388,388,1.1026428
389,389,1.1026427
390,390,1.1026425
391,391,1.1026425
392,392,1.1026424
393,393,1.1026424
394,394,1.1026424
395,395,1.1026424
396,396,1.1026423
397,397,1.1026422
398,398,1.1026422
399,399,1.1026422
400,400,1.1026422
401,401,1.1026423
402,402,1.1026424
403,403,1.1026425
404,404,1.1026427
405,405,1.1026427
406,406,1.1026427
407,407,1.1026427
408,408,1.1026425
409,409,1.1026424
410,410,1.1026422
411,411,1.1026417
412,412,1.1026413
413,413,1.102641
414,414,1.1026406
415,415,1.1026402
416,416,1.1026398
417,417,1.1026393
418,418,1.1026387
419,419,1.1026381
420,420,1.1026374
421,421,1.1026368
422,422,1.1026361
423,423,1.1026355
424,424,1.1026348
425,425,1.1026342
426,426,1.1026334
427,427,1.1026324
428,428,1.1026316
429,429,1.1026306
430,430,1.1026295
431,431,1.1026284
432,432,1.1026268
433,433,1.102625
434,434,1.1026229
435,435,1.1026205
436,436,1.1026181
437,437,1.1026156
438,438,1.1026131
439,439,1.1026108
440,440,1.1026086
441,441,1.1026064
442,442,1.1026045
443,443,1.1026027
444,444,1.1026013
445,445,1.1026003
446,446,1.1025994
447,447,1.1025985
448,448,1.102598
449,449,1.1025972
450,450,1.1025966
451,451,1.1025958
452,452,1.1025951
453,453,1.1025941
454,454,1.1025931
455,455,1.1025919
456,456,1.1025906
457,457,1.1025892
458,458,1.102588
459,459,1.102587
460,460,1.1025863
461,461,1.1025858
462,462,1.1025857
463,463,1.102586
464,464,1.1025865
465,465,1.1025876
466,466,1.1025896
467,467,1.1025932
468,468,1.1025987
