,epochs,SY0
0,0,0.8978235
1,1,0.89736354
2,2,0.8969379
3,3,0.8965646
4,4,0.8962192
5,5,0.89587665
6,6,0.8955196
7,7,0.8951414
8,8,0.89474225
9,9,0.89432305
10,10,0.8938871
11,11,0.89343804
12,12,0.8929821
13,13,0.89252675
14,14,0.8920723
15,15,0.89161664
16,16,0.8911671
17,17,0.8907413
18,18,0.8903524
19,19,0.8900057
20,20,0.8897015
21,21,0.889437
22,22,0.8892083
23,23,0.88901067
24,24,0.88883847
25,25,0.88868546
26,26,0.8885453
27,27,0.8884121
28,28,0.8882815
29,29,0.88815105
30,30,0.8880207
31,31,0.8878918
32,32,0.88776654
33,33,0.88764656
34,34,0.8875331
35,35,0.8874268
36,36,0.8873276
37,37,0.88723516
38,38,0.8871487
39,39,0.887068
40,40,0.88699704
41,41,0.88693213
42,42,0.8868754
43,43,0.8868284
44,44,0.8867922
45,45,0.88676697
46,46,0.8867528
47,47,0.88674885
48,48,0.88675445
49,49,0.8867684
50,50,0.8867897
51,51,0.886817
52,52,0.8868491
53,53,0.88688445
54,54,0.88692164
55,55,0.8869593
56,56,0.8869963
57,57,0.8870316
58,58,0.88706446
59,59,0.8870947
60,60,0.8871225
61,61,0.8871485
62,62,0.88717335
63,63,0.8871977
64,64,0.887222
65,65,0.8872467
66,66,0.88727224
67,67,0.8872989
68,68,0.8873266
69,69,0.8873555
70,70,0.8873854
71,71,0.88741606
72,72,0.8874471
73,73,0.88747823
74,74,0.88750935
75,75,0.8875404
76,76,0.88757145
77,77,0.8876027
78,78,0.8876343
79,79,0.8876664
80,80,0.8876992
81,81,0.8877327
82,82,0.8877667
83,83,0.8878009
84,84,0.8878349
85,85,0.88786846
86,86,0.8879015
87,87,0.887934
88,88,0.8879661
89,89,0.88799775
90,90,0.8880292
91,91,0.88806087
92,92,0.8880926
93,93,0.88812435
94,94,0.8881562
95,95,0.8881878
96,96,0.888219
97,97,0.88824964
98,98,0.8882797
99,99,0.8883091
100,100,0.88833785
101,101,0.88836616
102,102,0.88839406
103,103,0.8884216
104,104,0.8884489
105,105,0.88847595
106,106,0.8885026
107,107,0.888529
108,108,0.8885552
109,109,0.8885812
110,110,0.8886071
111,111,0.8886331
112,112,0.888659
113,113,0.8886851
114,114,0.88871145
115,115,0.8887378
116,116,0.8887643
117,117,0.8887909
118,118,0.8888176
119,119,0.88884455
120,120,0.88887155
121,121,0.88889897
122,122,0.8889264
123,123,0.88895416
124,124,0.8889821
125,125,0.88901025
126,126,0.8890387
127,127,0.8890671
128,128,0.88909626
129,129,0.88912505
130,130,0.8891543
131,131,0.88918424
132,132,0.8892138
133,133,0.88924354
134,134,0.88927543
135,135,0.88930666
136,136,0.88933784
137,137,0.8893689
138,138,0.8894021
139,139,0.88943523
140,140,0.8894681
141,141,0.8895005
142,142,0.88953465
143,143,0.88956803
144,144,0.88960093
145,145,0.8896338
146,146,0.8896694
147,147,0.8897047
148,148,0.8897395
149,149,0.8897735
150,150,0.88980746
151,151,0.8898416
152,152,0.88987446
153,153,0.88990605
154,154,0.8899367
155,155,0.88996756
156,156,0.8899992
157,157,0.89003026
158,158,0.8900607
159,159,0.8900907
160,160,0.8901216
161,161,0.89015305
162,162,0.8901841
163,163,0.8902148
164,164,0.8902458
165,165,0.8902777
166,166,0.8903091
167,167,0.89034003
168,168,0.89037216
169,169,0.8904042
170,170,0.89043605
171,171,0.89046854
172,172,0.8905014
173,173,0.8905339
174,174,0.89056677
175,175,0.8905999
176,176,0.89063257
177,177,0.8906657
178,178,0.8906988
179,179,0.89073175
180,180,0.8907655
181,181,0.8907988
182,182,0.8908329
183,183,0.8908673
184,184,0.8909015
185,185,0.8909374
186,186,0.89097255
187,187,0.8910074
188,188,0.89104736
189,189,0.8910873
190,190,0.89112926
191,191,0.89117366
192,192,0.89122033
193,193,0.8912688
194,194,0.89131886
195,195,0.89136976
196,196,0.8914197
197,197,0.89146686
198,198,0.89151025
199,199,0.8915497
200,200,0.89158607
201,201,0.89162046
202,202,0.8916538
203,203,0.8916873
204,204,0.89172125
205,205,0.89175457
206,206,0.8917866
207,207,0.89181674
208,208,0.89184475
209,209,0.8918707
210,210,0.8918951
211,211,0.891919
212,212,0.89194304
213,213,0.89196736
214,214,0.89199245
215,215,0.89201856
216,216,0.89204574
217,217,0.89207315
218,218,0.8921006
219,219,0.8921283
220,220,0.8921561
221,221,0.89218366
222,222,0.8922113
223,223,0.89223915
224,224,0.8922667
225,225,0.8922952
226,226,0.8923233
227,227,0.89235246
