,epochs,loss
0,0,0.06973473727703094
1,1,0.030227849259972572
2,2,0.03421986848115921
3,3,0.03598213568329811
4,4,0.03411655128002167
5,5,0.030901899561285973
6,6,0.028459668159484863
7,7,0.02765016071498394
8,8,0.02723809704184532
9,9,0.0262928269803524
10,10,0.025169486179947853
11,11,0.026309698820114136
12,12,0.02451801486313343
13,13,0.024829095229506493
14,14,0.023609653115272522
15,15,0.022457344457507133
16,16,0.022804800420999527
17,17,0.02191789448261261
18,18,0.021515758708119392
19,19,0.021403750404715538
20,20,0.02099074237048626
21,21,0.020378323271870613
22,22,0.02018064633011818
23,23,0.02009458839893341
24,24,0.019565999507904053
25,25,0.019454192370176315
26,26,0.01925378106534481
27,27,0.018801797181367874
28,28,0.01850799284875393
29,29,0.018429327756166458
30,30,0.01825055666267872
31,31,0.018214788287878036
32,32,0.018215419724583626
33,33,0.018034756183624268
34,34,0.017885848879814148
35,35,0.017909230664372444
36,36,0.017801892012357712
37,37,0.01774263195693493
38,38,0.017702145501971245
39,39,0.017556846141815186
40,40,0.017519908025860786
41,41,0.017530810087919235
42,42,0.017470180988311768
43,43,0.017479944974184036
44,44,0.01741548255085945
45,45,0.017392393201589584
46,46,0.01739557459950447
47,47,0.01734919287264347
48,48,0.017334260046482086
49,49,0.017263872548937798
50,50,0.01723497360944748
51,51,0.017207467928528786
52,52,0.017212918028235435
53,53,0.017208652570843697
54,54,0.01718864217400551
55,55,0.017157038673758507
56,56,0.01713232323527336
57,57,0.017109261825680733
58,58,0.01709050126373768
59,59,0.017069077119231224
60,60,0.017058437690138817
61,61,0.017049390822649002
62,62,0.017047908157110214
63,63,0.017031993716955185
64,64,0.01702425628900528
65,65,0.01700418069958687
66,66,0.017002146691083908
67,67,0.016991447657346725
68,68,0.0169824305921793
69,69,0.01697656698524952
70,70,0.016966378316283226
71,71,0.0169674064964056
72,72,0.0169632900506258
73,73,0.016953280195593834
74,74,0.01694677770137787
75,75,0.01693749986588955
76,76,0.016932828351855278
77,77,0.016931332647800446
78,78,0.01692524179816246
79,79,0.016920363530516624
80,80,0.016916424036026
81,81,0.016908962279558182
82,82,0.01690203696489334
83,83,0.016898350790143013
84,84,0.01689579337835312
85,85,0.016893286257982254
86,86,0.016891101375222206
87,87,0.016888799145817757
88,88,0.0168857853859663
89,89,0.016882095485925674
90,90,0.016878921538591385
91,91,0.01687665656208992
92,92,0.01687445677816868
93,93,0.01687152311205864
94,94,0.016867930069565773
95,95,0.0168647151440382
96,96,0.016862468793988228
97,97,0.016860617324709892
98,98,0.0168584156781435
99,99,0.016855735331773758
100,100,0.016852950677275658
101,101,0.016850361600518227
102,102,0.01684791035950184
103,103,0.01684568077325821
104,104,0.01684366539120674
105,105,0.0168417077511549
106,106,0.01683971844613552
107,107,0.016837777569890022
108,108,0.016836093738675117
109,109,0.016835244372487068
110,110,0.01684008724987507
111,111,0.016861559823155403
112,112,0.01698712818324566
113,113,0.017460761591792107
114,114,0.0175055842846632
115,115,0.017643487080931664
116,116,0.01701575331389904
117,117,0.018052874132990837
118,118,0.01862100511789322
119,119,0.018756994977593422
120,120,0.017688602209091187
121,121,0.01836623065173626
122,122,0.01765955612063408
123,123,0.017642997205257416
124,124,0.01786825992166996
125,125,0.017515884712338448
126,126,0.017237577587366104
127,127,0.017644744366407394
128,128,0.01771586947143078
129,129,0.017299750819802284
130,130,0.017472075298428535
131,131,0.01718364655971527
132,132,0.017382945865392685
133,133,0.017115004360675812
134,134,0.017293347045779228
135,135,0.01709134131669998
