,epochs,lmbd
0,0,0.13332073
1,1,0.13325633
2,2,0.13319568
3,3,0.13314265
4,4,0.13310233
5,5,0.13307923
6,6,0.13307475
7,7,0.13308701
8,8,0.13311271
9,9,0.13314873
10,10,0.13319263
11,11,0.13324262
12,12,0.13329746
13,13,0.13335617
14,14,0.13341808
15,15,0.1334827
16,16,0.1335496
17,17,0.13361847
18,18,0.13368909
19,19,0.13376123
20,20,0.13383475
21,21,0.1339095
22,22,0.13398536
23,23,0.13406223
24,24,0.13414004
25,25,0.1342187
26,26,0.13429815
27,27,0.13437831
28,28,0.13445918
29,29,0.13454065
30,30,0.13462272
31,31,0.13470533
32,32,0.13478844
33,33,0.13487202
34,34,0.13495603
35,35,0.13504045
36,36,0.13512522
37,37,0.13521035
38,38,0.1352958
39,39,0.1353815
40,40,0.1354675
41,41,0.13555372
42,42,0.13564013
43,43,0.13572675
44,44,0.13581352
45,45,0.13590042
46,46,0.13598743
47,47,0.13607454
48,48,0.13616173
49,49,0.13624899
50,50,0.13633627
51,51,0.13642359
52,52,0.1365109
53,53,0.1365982
54,54,0.13668548
55,55,0.13677272
56,56,0.13685991
57,57,0.13694702
58,58,0.13703404
59,59,0.13712098
60,60,0.13720778
61,61,0.13729446
62,62,0.13738099
63,63,0.13746737
64,64,0.13755356
65,65,0.13763957
66,66,0.13772538
67,67,0.13781098
68,68,0.13789633
69,69,0.13798144
70,70,0.13806629
71,71,0.13815087
72,72,0.13823515
73,73,0.13831912
74,74,0.13840276
75,75,0.13848607
76,76,0.13856906
77,77,0.13865165
78,78,0.1387339
79,79,0.13881573
80,80,0.13889718
81,81,0.1389782
82,82,0.1390588
83,83,0.13913895
84,84,0.13921864
85,85,0.13929787
86,86,0.13937661
87,87,0.13945487
88,88,0.13953263
89,89,0.13960989
90,90,0.1396866
91,91,0.13976279
92,92,0.13983843
93,93,0.13991351
94,94,0.13998802
95,95,0.14006194
96,96,0.14013529
97,97,0.14020805
98,98,0.14028017
99,99,0.14035168
100,100,0.14042257
101,101,0.14049281
102,102,0.14056242
103,103,0.14063135
104,104,0.14069964
105,105,0.14076723
106,106,0.14083417
107,107,0.1409004
108,108,0.14096595
109,109,0.14103079
110,110,0.14109494
111,111,0.14115836
112,112,0.14122106
113,113,0.14128302
114,114,0.14134426
115,115,0.14140476
116,116,0.14146453
117,117,0.14152355
118,118,0.14158182
119,119,0.14163934
120,120,0.1416961
121,121,0.14175208
122,122,0.1418073
123,123,0.14186175
124,124,0.14191546
125,125,0.14196835
126,126,0.1420205
127,127,0.14207184
128,128,0.14212243
129,129,0.14217223
130,130,0.14222124
131,131,0.14226948
132,132,0.14231694
133,133,0.14236361
134,134,0.1424095
135,135,0.14245461
136,136,0.14249894
137,137,0.14254248
138,138,0.14258526
139,139,0.14262725
140,140,0.1426685
141,141,0.14270896
142,142,0.14274867
143,143,0.14278762
144,144,0.1428258
145,145,0.14286324
146,146,0.14289995
147,147,0.1429359
148,148,0.14297111
149,149,0.14300558
150,150,0.14303926
151,151,0.14307204
152,152,0.14310381
153,153,0.14313449
154,154,0.14316395
155,155,0.14319207
156,156,0.14321873
157,157,0.14324376
158,158,0.14326705
159,159,0.14328845
160,160,0.14330782
161,161,0.14332505
162,162,0.14334
163,163,0.14335257
164,164,0.1433626
165,165,0.14337
166,166,0.14337468
167,167,0.14337654
168,168,0.14337553
169,169,0.1433716
170,170,0.14336471
171,171,0.14335483
172,172,0.14334197
173,173,0.14332612
174,174,0.1433073
175,175,0.14328551
176,176,0.14326082
177,177,0.14323325
178,178,0.14320289
179,179,0.14316975
180,180,0.14313395
181,181,0.14309558
182,182,0.14305471
183,183,0.14301147
184,184,0.14296597
185,185,0.14291836
186,186,0.14286876
187,187,0.1428173
188,188,0.14276412
189,189,0.14270937
190,190,0.14265321
191,191,0.14259575
192,192,0.14253715
193,193,0.14247753
194,194,0.14241701
195,195,0.14235571
196,196,0.14229372
197,197,0.14223117
198,198,0.14216815
199,199,0.14210474
200,200,0.14204104
201,201,0.14197715
202,202,0.14191313
203,203,0.14184907
204,204,0.14178506
205,205,0.14172113
206,206,0.14165741
207,207,0.14159395
208,208,0.14153081
209,209,0.14146808
210,210,0.14140579
211,211,0.14134403
212,212,0.14128281
213,213,0.14122225
214,214,0.14116235
215,215,0.14110318
216,216,0.14104477
217,217,0.14098716
218,218,0.14093038
