,epochs,SY0
0,0,0.4156336
1,1,0.41584346
2,2,0.41605216
3,3,0.41625807
4,4,0.41645917
5,5,0.41665372
6,6,0.41684103
7,7,0.41702074
8,8,0.41719466
9,9,0.41736466
10,10,0.41753167
11,11,0.41769603
12,12,0.41785797
13,13,0.4180179
14,14,0.41817567
15,15,0.41833025
16,16,0.41847944
17,17,0.41862172
18,18,0.41875827
19,19,0.4188919
20,20,0.41902503
21,21,0.41915882
22,22,0.4192931
23,23,0.4194268
24,24,0.4195582
25,25,0.4196854
26,26,0.41980654
27,27,0.41992027
28,28,0.420026
29,29,0.42012435
30,30,0.42021704
31,31,0.42030525
32,32,0.42039007
33,33,0.42047238
34,34,0.42055237
35,35,0.42062977
36,36,0.42070386
37,37,0.42077404
38,38,0.42083982
39,39,0.42090112
40,40,0.42095822
41,41,0.42101148
42,42,0.42106125
43,43,0.42110804
44,44,0.42115256
45,45,0.4211953
46,46,0.42123616
47,47,0.42127404
48,48,0.42130634
49,49,0.4213295
50,50,0.42134053
51,51,0.42133918
52,52,0.4213285
53,53,0.42131278
54,54,0.42129532
55,55,0.42127785
56,56,0.42126036
57,57,0.42124158
58,58,0.42121968
59,59,0.421193
60,60,0.42116103
61,61,0.4211245
62,62,0.4210848
63,63,0.42104334
64,64,0.42100123
65,65,0.42095914
66,66,0.42091763
67,67,0.42087674
68,68,0.42083627
69,69,0.42079532
70,70,0.4207527
71,71,0.42070714
72,72,0.42065784
73,73,0.42060485
74,74,0.4205488
75,75,0.42049032
76,76,0.42042944
77,77,0.42036557
78,78,0.4202977
79,79,0.42022482
80,80,0.42014644
81,81,0.4200628
82,82,0.41997468
83,83,0.4198829
84,84,0.4197879
85,85,0.4196899
86,86,0.41958866
87,87,0.41948402
88,88,0.41937616
89,89,0.41926542
90,90,0.41915235
91,91,0.41903743
92,92,0.41892105
93,93,0.41880333
94,94,0.41868445
95,95,0.4185645
96,96,0.41844365
97,97,0.41832203
98,98,0.41819975
99,99,0.4180767
100,100,0.41795272
101,101,0.41782767
102,102,0.41770154
103,103,0.41757438
104,104,0.41744637
105,105,0.4173176
106,106,0.4171881
107,107,0.41705772
108,108,0.41692632
109,109,0.4167937
110,110,0.4166599
111,111,0.41652492
112,112,0.41638914
113,113,0.41625276
114,114,0.41611612
115,115,0.4159793
116,116,0.4158425
117,117,0.41570583
118,118,0.41556942
119,119,0.41543344
120,120,0.4152981
121,121,0.4151637
122,122,0.4150304
123,123,0.41489834
124,124,0.41476768
125,125,0.41463846
126,126,0.4145107
127,127,0.41438442
128,128,0.4142597
129,129,0.41413653
130,130,0.4140149
131,131,0.4138948
132,132,0.41377622
133,133,0.41365913
134,134,0.4135435
135,135,0.41342932
136,136,0.41331664
137,137,0.4132054
138,138,0.4130956
139,139,0.41298723
140,140,0.41288027
141,141,0.4127747
142,142,0.41267052
143,143,0.41256773
144,144,0.4124663
145,145,0.41236615
146,146,0.41226733
147,147,0.4121698
148,148,0.41207355
149,149,0.41197854
150,150,0.41188475
151,151,0.4117921
152,152,0.4117006
153,153,0.41161022
154,154,0.41152084
155,155,0.4114325
156,156,0.4113451
157,157,0.41125864
158,158,0.41117314
159,159,0.4110885
160,160,0.41100475
161,161,0.41092187
162,162,0.41083986
163,163,0.41075864
164,164,0.41067824
165,165,0.41059864
166,166,0.41051987
167,167,0.41044188
168,168,0.41036472
169,169,0.41028836
170,170,0.41021284
171,171,0.41013807
172,172,0.4100641
173,173,0.40999094
174,174,0.4099185
175,175,0.40984678
176,176,0.4097758
177,177,0.40970555
178,178,0.409636
179,179,0.40956712
180,180,0.4094989
181,181,0.40943134
182,182,0.40936437
183,183,0.40929803
184,184,0.4092323
185,185,0.40916714
186,186,0.40910253
187,187,0.4090385
188,188,0.40897503
189,189,0.40891212
190,190,0.40884975
191,191,0.40878794
192,192,0.40872666
193,193,0.40866593
194,194,0.40860575
195,195,0.40854612
196,196,0.40848705
197,197,0.40842852
198,198,0.40837055
199,199,0.40831316
200,200,0.40825626
201,201,0.40819994
202,202,0.40814418
203,203,0.40808895
204,204,0.4080343
205,205,0.40798014
206,206,0.40792653
207,207,0.40787345
208,208,0.4078209
209,209,0.40776888
210,210,0.40771738
211,211,0.40766641
212,212,0.40761593
213,213,0.40756598
214,214,0.40751648
215,215,0.4074675
216,216,0.40741903
217,217,0.407371
218,218,0.40732348
219,219,0.40727642
220,220,0.40722984
221,221,0.4071837
222,222,0.40713805
223,223,0.40709284
224,224,0.4070481
225,225,0.4070038
226,226,0.40695992
227,227,0.4069165
228,228,0.40687352
229,229,0.406831
230,230,0.40678886
231,231,0.40674716
232,232,0.4067059
233,233,0.40666503
234,234,0.4066246
235,235,0.40658456
236,236,0.40654495
237,237,0.40650576
238,238,0.40646696
239,239,0.40642855
240,240,0.40639052
241,241,0.40635294
242,242,0.40631568
243,243,0.40627885
244,244,0.4062424
245,245,0.40620634
246,246,0.40617067
247,247,0.40613538
248,248,0.40610045
249,249,0.4060659
250,250,0.40603173
251,251,0.4059979
252,252,0.40596446
253,253,0.40593138
254,254,0.40589866
255,255,0.4058663
256,256,0.40583432
257,257,0.4058027
258,258,0.40577143
259,259,0.40574047
260,260,0.4057099
261,261,0.40567964
262,262,0.40564978
263,263,0.40562022
264,264,0.405591
265,265,0.40556213
266,266,0.40553364
267,267,0.40550545
268,268,0.40547758
269,269,0.40545008
270,270,0.40542287
271,271,0.40539598
272,272,0.40536946
273,273,0.40534326
274,274,0.40531734
275,275,0.40529177
276,276,0.4052665
277,277,0.40524155
278,278,0.4052169
279,279,0.40519258
280,280,0.40516856
281,281,0.40514487
282,282,0.40512148
283,283,0.40509838
284,284,0.40507555
285,285,0.40505305
286,286,0.40503085
287,287,0.4050089
288,288,0.40498728
289,289,0.40496594
290,290,0.4049449
291,291,0.40492412
292,292,0.40490362
293,293,0.4048834
294,294,0.4048635
295,295,0.40484384
296,296,0.40482447
297,297,0.4048054
298,298,0.40478656
299,299,0.404768
300,300,0.40474972
301,301,0.4047317
302,302,0.4047139
303,303,0.4046964
304,304,0.40467918
305,305,0.40466216
306,306,0.40464544
