,epochs,Hp
0,0,0.081507266
1,1,0.081477545
2,2,0.08145674
3,3,0.08144095
4,4,0.08142851
5,5,0.081418805
6,6,0.08141114
7,7,0.081404954
8,8,0.08139976
9,9,0.08139513
10,10,0.081390776
11,11,0.081386544
12,12,0.08138235
13,13,0.08137818
14,14,0.08137397
15,15,0.08136963
16,16,0.08136502
17,17,0.08136002
18,18,0.081354655
19,19,0.081349134
20,20,0.08134376
21,21,0.0813388
22,22,0.08133439
23,23,0.08133062
24,24,0.081327535
25,25,0.081325136
26,26,0.08132341
27,27,0.08132227
28,28,0.08132163
29,29,0.081321366
30,30,0.0813214
31,31,0.08132167
32,32,0.081322156
33,33,0.08132285
34,34,0.08132375
35,35,0.08132482
36,36,0.08132605
37,37,0.08132738
38,38,0.08132874
39,39,0.08133004
40,40,0.081331186
41,41,0.08133211
42,42,0.08133278
43,43,0.08133322
44,44,0.0813335
45,45,0.081333704
46,46,0.0813339
47,47,0.08133413
48,48,0.0813344
49,49,0.081334695
50,50,0.081335
51,51,0.08133529
52,52,0.08133557
53,53,0.081335835
54,54,0.08133613
55,55,0.08133651
56,56,0.08133701
57,57,0.08133768
58,58,0.08133858
59,59,0.08133971
60,60,0.08134106
61,61,0.081342556
62,62,0.08134415
63,63,0.08134577
64,64,0.08134736
65,65,0.08134887
66,66,0.081350304
67,67,0.0813517
68,68,0.081353106
69,69,0.081354566
70,70,0.08135613
71,71,0.081357785
72,72,0.081359535
73,73,0.08136136
74,74,0.08136324
75,75,0.081365176
76,76,0.08136716
77,77,0.08136921
78,78,0.081371345
79,79,0.08137357
80,80,0.08137593
81,81,0.08137837
82,82,0.0813809
83,83,0.081383474
84,84,0.08138604
85,85,0.081388555
86,86,0.08139099
87,87,0.08139333
88,88,0.08139557
89,89,0.081397735
90,90,0.0813998
91,91,0.08140181
92,92,0.08140372
93,93,0.081405535
94,94,0.08140727
95,95,0.08140883
96,96,0.081410244
97,97,0.0814117
98,98,0.081413
99,99,0.0814144
100,100,0.08141613
101,101,0.08141836
102,102,0.081421144
103,103,0.08142444
104,104,0.08142808
105,105,0.08143181
106,106,0.08143541
107,107,0.081438616
108,108,0.0814412
109,109,0.08144323
110,110,0.08144498
111,111,0.0814467
112,112,0.08144854
113,113,0.08145052
114,114,0.08145267
115,115,0.08145496
116,116,0.08145739
117,117,0.08145992
118,118,0.08146253
119,119,0.081465304
120,120,0.08146827
121,121,0.081471406
122,122,0.081474684
123,123,0.08147805
124,124,0.08148145
125,125,0.08148483
126,126,0.08148811
127,127,0.08149126
128,128,0.08149431
129,129,0.081497304
130,130,0.08150028
131,131,0.08150325
132,132,0.081506245
133,133,0.081509255
134,134,0.081512295
135,135,0.0815154
136,136,0.081518576
137,137,0.08152185
138,138,0.08152519
139,139,0.08152863
140,140,0.08153215
141,141,0.08153577
142,142,0.081539474
143,143,0.081543244
144,144,0.08154708
145,145,0.08155097
146,146,0.08155491
147,147,0.08155889
148,148,0.081562884
149,149,0.081566885
150,150,0.08157087
151,151,0.08157485
152,152,0.081578806
153,153,0.08158273
154,154,0.08158661
155,155,0.08159044
156,156,0.081594214
157,157,0.08159796
158,158,0.08160169
159,159,0.0816054
160,160,0.081609085
161,161,0.08161276
162,162,0.08161641
163,163,0.081620045
164,164,0.08162367
165,165,0.08162729
166,166,0.0816309
167,167,0.08163451
168,168,0.081638105
169,169,0.0816417
170,170,0.08164529
171,171,0.08164888
172,172,0.081652485
173,173,0.081656106
174,174,0.081659734
175,175,0.08166337
176,176,0.081667036
177,177,0.08167072
178,178,0.081674434
179,179,0.08167818
180,180,0.08168195
181,181,0.08168574
182,182,0.08168955
183,183,0.08169338
184,184,0.08169723
185,185,0.0817011
186,186,0.08170498
187,187,0.08170887
188,188,0.08171277
189,189,0.08171668
190,190,0.081720605
191,191,0.08172454
192,192,0.08172848
193,193,0.08173242
194,194,0.081734404
195,195,0.08173638
196,196,0.08173836
197,197,0.08174034
198,198,0.08174233
199,199,0.08174432
200,200,0.08174631
201,201,0.0817483
202,202,0.081750296
203,203,0.081752285
204,204,0.081754275
205,205,0.081756264
206,206,0.08175826
207,207,0.08176025
208,208,0.08176224
209,209,0.08176423
210,210,0.08176622
211,211,0.08176821
212,212,0.08177019
213,213,0.08177218
214,214,0.08177417
215,215,0.08177615
216,216,0.08177814
217,217,0.08178012
218,218,0.0817821
219,219,0.081784084
220,220,0.08178607
221,221,0.08178805
222,222,0.08179002
223,223,0.08179201
224,224,0.08179399
225,225,0.08179598
226,226,0.08179797
227,227,0.08179996
228,228,0.08180195
229,229,0.08180394
230,230,0.08180594
231,231,0.081807934
232,232,0.08180993
233,233,0.081811935
234,234,0.08181393
235,235,0.081815936
236,236,0.08181793
237,237,0.081819944
238,238,0.08182195
239,239,0.08182395
240,240,0.081825964
241,241,0.081827976
242,242,0.08182999
243,243,0.081832
244,244,0.08183401
245,245,0.08183603
246,246,0.08183805
247,247,0.08184007
248,248,0.08184208
249,249,0.08184411
250,250,0.081846125
251,251,0.08184815
252,252,0.081850186
