,t,gamma
0,0.0,1.5066564e-07
1,0.01,8.459389e-08
2,0.02,5.12749e-08
3,0.03,4.769862e-08
4,0.04,7.2404745e-08
5,0.05,1.2166798e-07
6,0.06,1.9352139e-07
7,0.07,2.8286877e-07
8,0.08,3.8419665e-07
9,0.09,4.9375e-07
10,0.1,6.061048e-07
11,0.11,7.1378054e-07
12,0.12,8.14423e-07
13,0.13,9.026975e-07
14,0.14,9.738059e-07
15,0.15,1.0250658e-06
16,0.16,1.053378e-06
17,0.17,1.058951e-06
18,0.18,1.0416061e-06
19,0.19,1.004979e-06
20,0.2,9.5327204e-07
21,0.21,8.928925e-07
22,0.22,8.3519524e-07
23,0.23,7.9186265e-07
24,0.24,7.7836216e-07
25,0.25,8.119792e-07
26,0.26,9.1622775e-07
27,0.27,1.1116714e-06
28,0.28,1.421407e-06
29,0.29,1.8671901e-06
30,0.3,2.4660976e-06
31,0.31,3.2231362e-06
32,0.32,4.130021e-06
33,0.33,5.1508996e-06
34,0.34,6.2181207e-06
35,0.35,7.2229955e-06
36,0.36,8.023128e-06
37,0.37,8.48116e-06
38,0.38,8.567438e-06
39,0.39,8.559272e-06
40,0.4,9.25918e-06
41,0.41,1.1845932e-05
42,0.42,1.6740249e-05
43,0.43,2.2144304e-05
44,0.44,2.5656745e-05
45,0.45,2.8658376e-05
46,0.46,3.54449e-05
47,0.47,4.7870384e-05
48,0.48,6.437503e-05
49,0.49,8.2663646e-05
50,0.5,0.00010132139
51,0.51,0.0001198289
52,0.52,0.000138117
53,0.53,0.00015626925
54,0.54,0.00017437582
55,0.55,0.00019249745
56,0.56,0.00021066394
57,0.57,0.00022888138
58,0.58,0.00024714513
59,0.59,0.0002654438
60,0.6,0.00028376514
61,0.61,0.00030209776
62,0.62,0.00032043114
63,0.63,0.0003387627
64,0.64,0.0003570865
65,0.65,0.00037540487
66,0.66,0.00039371493
67,0.67,0.00041202203
68,0.68,0.0004303259
69,0.69,0.00044863299
70,0.7,0.00046694488
71,0.71,0.0004852633
72,0.72,0.00050359446
73,0.73,0.00052193867
74,0.74,0.00054029684
75,0.75,0.0005586721
76,0.76,0.00057706074
77,0.77,0.0005954657
78,0.78,0.00061388494
79,0.79,0.00063231523
80,0.8,0.00065075303
81,0.81,0.00066919567
82,0.82,0.0006876377
83,0.83,0.0007060737
84,0.84,0.00072450156
85,0.85,0.00074291346
86,0.86,0.00076130853
87,0.87,0.00077968225
88,0.88,0.00079803355
89,0.89,0.0008163615
90,0.9,0.00083466765
91,0.91,0.000852954
92,0.92,0.0008712227
93,0.93,0.0008894805
94,0.94,0.0009077503
95,0.95,0.00092608534
96,0.96,0.0009445958
97,0.97,0.0009634328
98,0.98,0.0009825872
99,0.99,0.0010010594
100,1.0,0.0010149402
101,1.0,0.0010149402
102,1.02,0.0010131869
103,1.04,0.0010212231
104,1.06,0.0010223755
105,1.08,0.001022181
106,1.1,0.001022369
107,1.12,0.0010229874
108,1.14,0.0010237013
109,1.16,0.0010242383
110,1.18,0.0010244931
111,1.2,0.0010244896
112,1.22,0.0010243107
113,1.24,0.0010240497
114,1.26,0.0010237854
115,1.28,0.0010235733
116,1.3,0.0010234431
117,1.32,0.0010234095
118,1.34,0.0010234674
119,1.36,0.0010236062
120,1.38,0.0010238064
121,1.4,0.0010240485
122,1.42,0.001024312
123,1.44,0.0010245767
124,1.46,0.0010248256
125,1.48,0.0010250456
126,1.5,0.0010252272
127,1.52,0.0010253609
128,1.54,0.001025445
129,1.56,0.0010254794
130,1.58,0.0010254659
131,1.6,0.0010254105
132,1.62,0.0010253188
133,1.64,0.0010252005
134,1.66,0.0010250648
135,1.68,0.0010249213
136,1.7,0.0010247797
137,1.72,0.0010246509
138,1.74,0.0010245482
139,1.76,0.0010244889
140,1.78,0.0010244946
141,1.8,0.0010245994
142,1.82,0.001024841
143,1.84,0.0010252575
144,1.86,0.0010258574
145,1.88,0.0010265644
146,1.9,0.0010271517
147,1.92,0.001027277
148,1.94,0.0010271242
149,1.96,0.0010285536
150,1.98,0.0010305755
151,2.0,0.0010301179
152,2.02,0.0010434558
153,2.04,0.001073823
154,2.06,0.0011103856
155,2.08,0.0011476978
156,2.1,0.0011845953
157,2.12,0.0012211113
158,2.14,0.0012574464
159,2.16,0.0012937571
160,2.18,0.0013301347
161,2.2,0.0013666216
162,2.22,0.0014032242
163,2.24,0.0014399359
164,2.26,0.0014767362
165,2.28,0.001513602
166,2.3,0.0015505138
167,2.32,0.0015874491
168,2.34,0.0016243912
169,2.36,0.0016613255
170,2.38,0.0016982405
171,2.4,0.001735129
172,2.42,0.0017719863
173,2.44,0.0018088095
174,2.46,0.0018456025
175,2.48,0.0018823686
176,2.5,0.0019191145
177,2.52,0.0019558484
178,2.54,0.0019925807
179,2.56,0.0020293242
180,2.58,0.002066091
181,2.6,0.0021028921
182,2.62,0.0021397367
183,2.64,0.0021766354
184,2.66,0.00221359
185,2.68,0.0022506001
186,2.7,0.0022876575
187,2.72,0.0023247446
188,2.74,0.002361839
189,2.76,0.0023989102
190,2.78,0.002435932
191,2.8,0.0024728864
192,2.82,0.002509778
193,2.84,0.002546641
194,2.86,0.0025835342
195,2.88,0.00262052
196,2.9,0.0026576198
197,2.92,0.0026947656
198,2.94,0.0027317733
199,2.96,0.0027685857
200,2.98,0.0028058167
201,3.0,0.0028368458
202,3.0,0.0028368458
203,3.02,0.0028394067
204,3.04,0.0028458084
205,3.06,0.0028497418
206,3.08,0.0028501
207,3.1,0.0028499602
208,3.12,0.0028502482
209,3.14,0.002850956
210,3.16,0.002851817
211,3.18,0.0028526129
212,3.2,0.0028532285
213,3.22,0.002853632
214,3.24,0.0028538394
215,3.26,0.0028538918
216,3.28,0.0028538338
217,3.3,0.0028537095
218,3.32,0.0028535575
219,3.34,0.0028534082
220,3.36,0.0028532846
221,3.38,0.0028531998
222,3.4,0.0028531656
223,3.42,0.0028531824
224,3.44,0.0028532504
225,3.46,0.002853361
226,3.48,0.0028535046
227,3.5,0.0028536678
228,3.52,0.0028538364
229,3.54,0.0028539926
230,3.56,0.0028541216
231,3.58,0.0028542073
232,3.6,0.0028542383
233,3.62,0.0028542052
234,3.64,0.0028541065
235,3.66,0.002853945
236,3.68,0.0028537314
237,3.7,0.0028534853
238,3.72,0.0028532331
239,3.74,0.0028530103
240,3.76,0.0028528578
241,3.78,0.0028528161
242,3.8,0.002852929
243,3.82,0.0028532336
244,3.84,0.002853753
245,3.86,0.00285449
246,3.88,0.0028554236
247,3.9,0.0028564977
248,3.92,0.0028576155
249,3.94,0.0028586497
250,3.96,0.0028594506
251,3.98,0.0028598774
252,4.0,0.0028598588
253,4.02,0.0028594756
254,4.04,0.0028590686
255,4.06,0.0028593454
256,4.08,0.0028613536
257,4.1,0.0028660458
258,4.12,0.0028730505
259,4.14,0.0028796091
260,4.16,0.0028845032
261,4.18,0.0028956532
262,4.2,0.0029209268
263,4.22,0.002955385
264,4.24,0.002991825
265,4.26,0.0030282533
266,4.28,0.0030648254
267,4.3,0.0031015826
268,4.32,0.0031383457
269,4.34,0.0031749774
270,4.36,0.0032114615
271,4.38,0.0032478585
272,4.4,0.003284253
273,4.42,0.003320719
274,4.44,0.0033573008
275,4.46,0.0033940093
276,4.48,0.0034308336
277,4.5,0.003467743
278,4.52,0.0035046972
279,4.54,0.0035416589
280,4.56,0.0035785942
281,4.58,0.0036154839
282,4.6,0.003652316
283,4.62,0.0036890982
284,4.64,0.0037258414
285,4.66,0.0037625688
286,4.68,0.0037993009
287,4.7,0.0038360555
288,4.72,0.0038728442
289,4.74,0.003909672
290,4.76,0.003946533
291,4.78,0.0039834194
292,4.8,0.004020329
293,4.82,0.0040572733
294,4.84,0.0040942687
295,4.86,0.004131329
296,4.88,0.00416844
297,4.9,0.004205537
298,4.92,0.004242528
299,4.94,0.0042793825
300,4.96,0.004316226
301,4.98,0.0043533347
302,5.0,0.0043844585
303,5.0,0.0043844585
304,5.02,0.0043904698
305,5.04,0.0043880306
306,5.06,0.004388969
307,5.08,0.004389003
308,5.1,0.004388502
309,5.12,0.004388221
310,5.14,0.0043881894
311,5.16,0.004388262
312,5.18,0.004388323
