,epochs,mu
0,0,0.78595835
1,1,0.7855686
2,2,0.78518105
3,3,0.78479755
4,4,0.78441745
5,5,0.7840408
6,6,0.7836679
7,7,0.78329897
8,8,0.782934
9,9,0.7825729
10,10,0.7822156
11,11,0.781862
12,12,0.7815123
13,13,0.7811668
14,14,0.780826
15,15,0.7804909
16,16,0.78016245
17,17,0.7798414
18,18,0.7795288
19,19,0.7792252
20,20,0.778931
21,21,0.77864623
22,22,0.7783705
23,23,0.77810335
24,24,0.777844
25,25,0.7775918
26,26,0.7773463
27,27,0.7771072
28,28,0.77687424
29,29,0.7766477
30,30,0.7764279
31,31,0.7762157
32,32,0.77601165
33,33,0.7758168
34,34,0.7756319
35,35,0.7754577
36,36,0.7752945
37,37,0.77514267
38,38,0.77500236
39,39,0.7748735
40,40,0.7747557
41,41,0.77464867
42,42,0.7745521
43,43,0.77446556
44,44,0.77438897
45,45,0.77432215
46,46,0.7742652
47,47,0.7742182
48,48,0.7741811
49,49,0.77415377
50,50,0.7741361
51,51,0.7741277
52,52,0.7741285
53,53,0.77413803
54,54,0.77415603
55,55,0.77418226
56,56,0.7742163
57,57,0.77425766
58,58,0.7743058
59,59,0.7743601
60,60,0.77441984
61,61,0.7744843
62,62,0.77455276
63,63,0.77462476
64,64,0.7746996
65,65,0.77477705
66,66,0.7748566
67,67,0.774938
68,68,0.7750209
69,69,0.7751048
70,70,0.7751895
71,71,0.7752746
72,72,0.77535945
73,73,0.77544385
74,74,0.7755275
75,75,0.77561
76,76,0.77569133
77,77,0.77577144
78,78,0.7758502
79,79,0.77592766
80,80,0.7760037
81,81,0.7760784
82,82,0.77615154
83,83,0.77622324
84,84,0.77629334
85,85,0.77636206
86,86,0.7764293
87,87,0.7764952
88,88,0.77655995
89,89,0.7766236
90,90,0.7766863
91,91,0.7767482
92,92,0.7768094
93,93,0.77686995
94,94,0.77692986
95,95,0.77698916
96,96,0.7770478
97,97,0.7771058
98,98,0.7771631
99,99,0.7772199
100,100,0.77727616
101,101,0.777332
102,102,0.7773875
103,103,0.77744263
104,104,0.77749753
105,105,0.7775522
106,106,0.77760667
107,107,0.77766085
108,108,0.7777148
109,109,0.7777684
110,110,0.77782166
111,111,0.7778746
112,112,0.7779271
113,113,0.77797925
114,114,0.7780311
115,115,0.77808255
116,116,0.77813363
117,117,0.7781843
118,118,0.77823454
119,119,0.7782843
120,120,0.77833354
121,121,0.77838236
122,122,0.77843064
123,123,0.77847844
124,124,0.7785258
125,125,0.77857286
126,126,0.7786195
127,127,0.7786659
128,128,0.778712
129,129,0.77875775
130,130,0.7788033
131,131,0.77884847
132,132,0.77889335
133,133,0.7789378
134,134,0.778982
135,135,0.7790258
136,136,0.77906924
137,137,0.77911234
138,138,0.7791551
139,139,0.7791975
140,140,0.77923954
141,141,0.7792812
142,142,0.7793225
143,143,0.7793635
144,144,0.77940404
145,145,0.77944434
146,146,0.7794842
147,147,0.77952373
148,148,0.7795629
149,149,0.77960175
150,150,0.77964026
151,151,0.7796783
152,152,0.77971596
153,153,0.7797532
