,t,gamma
0,0.0,-2.1579415e-06
1,0.01,-1.9848496e-06
2,0.02,-1.8475206e-06
3,0.03,-1.748696e-06
4,0.04,-1.6898663e-06
5,0.05,-1.6727001e-06
6,0.06,-1.6983302e-06
7,0.07,-1.7638356e-06
8,0.08,-1.8686206e-06
9,0.09,-2.0091088e-06
10,0.1,-2.1804126e-06
11,0.11,-2.3754092e-06
12,0.12,-2.5854856e-06
13,0.13,-2.8008374e-06
14,0.14,-3.0074866e-06
15,0.15,-3.1932743e-06
16,0.16,-3.3400506e-06
17,0.17,-3.432259e-06
18,0.18,-3.4521968e-06
19,0.19,-3.381625e-06
20,0.2,-3.207341e-06
21,0.21,-2.9191226e-06
22,0.22,-2.516225e-06
23,0.23,-2.0082744e-06
24,0.24,-1.4247448e-06
25,0.25,-8.1630054e-07
26,0.26,-2.5720897e-07
27,0.27,1.590997e-07
28,0.28,3.4271181e-07
29,0.29,2.657324e-07
30,0.3,5.052984e-08
31,0.31,7.914007e-08
32,0.32,9.491295e-07
33,0.33,3.029451e-06
34,0.34,5.6555123e-06
35,0.35,7.2207304e-06
36,0.36,7.353202e-06
37,0.37,8.582011e-06
38,0.38,1.4063523e-05
39,0.39,2.4535344e-05
40,0.4,3.8521845e-05
41,0.41,5.4178076e-05
42,0.42,7.031994e-05
43,0.43,8.644654e-05
44,0.44,0.0001024444
45,0.45,0.00011834968
46,0.46,0.00013422748
47,0.47,0.00015012761
48,0.48,0.00016607826
49,0.49,0.00018208702
50,0.5,0.0001981484
51,0.51,0.0002142511
52,0.52,0.00023038157
53,0.53,0.0002465288
54,0.54,0.00026268096
55,0.55,0.00027883166
56,0.56,0.00029497512
57,0.57,0.00031111116
58,0.58,0.0003272384
59,0.59,0.00034336015
60,0.6,0.0003594797
61,0.61,0.00037560065
62,0.62,0.00039172632
63,0.63,0.00040786454
64,0.64,0.00042401615
65,0.65,0.00044019092
66,0.66,0.00045638724
67,0.67,0.00047261175
68,0.68,0.00048886647
69,0.69,0.0005051548
70,0.7,0.0005214786
71,0.71,0.00053783844
72,0.72,0.0005542351
73,0.73,0.0005706681
74,0.74,0.0005871385
75,0.75,0.000603643
76,0.76,0.00062017987
77,0.77,0.000636745
78,0.78,0.00065333484
79,0.79,0.0006699469
80,0.8,0.0006865714
81,0.81,0.0007032063
82,0.82,0.00071984273
83,0.83,0.00073647656
84,0.84,0.00075310224
85,0.85,0.0007697156
86,0.86,0.0007863148
87,0.87,0.00080290093
88,0.88,0.0008194743
89,0.89,0.00083604135
90,0.9,0.0008526063
91,0.91,0.000869172
92,0.92,0.000885735
93,0.93,0.0009022903
94,0.94,0.0009188273
95,0.95,0.00093535095
96,0.96,0.00095189275
97,0.97,0.0009685358
98,0.98,0.00098535
99,0.99,0.0010020512
100,1.0,0.0010170212
101,1.0,0.0010170212
102,1.02,0.0010270478
103,1.04,0.0010301457
104,1.06,0.0010296201
105,1.08,0.0010290117
106,1.1,0.0010282906
107,1.12,0.0010278715
108,1.14,0.0010277163
109,1.16,0.0010276018
110,1.18,0.0010273784
111,1.2,0.0010270044
112,1.22,0.0010265087
113,1.24,0.0010259453
114,1.26,0.0010253696
115,1.28,0.0010248246
116,1.3,0.0010243405
117,1.32,0.0010239297
118,1.34,0.0010235953
119,1.36,0.0010233326
120,1.38,0.0010231311
121,1.4,0.001022978
122,1.42,0.0010228585
123,1.44,0.001022759
124,1.46,0.0010226684
125,1.48,0.0010225747
126,1.5,0.0010224697
127,1.52,0.0010223472
128,1.54,0.0010222025
129,1.56,0.0010220337
130,1.58,0.0010218394
131,1.6,0.0010216205
132,1.62,0.0010213786
133,1.64,0.0010211177
134,1.66,0.0010208403
135,1.68,0.0010205514
136,1.7,0.0010202592
137,1.72,0.0010199735
138,1.74,0.0010197103
139,1.76,0.0010194897
140,1.78,0.0010193357
141,1.8,0.0010192703
142,1.82,0.0010192919
143,1.84,0.001019341
144,1.86,0.001019262
145,1.88,0.001018834
146,1.9,0.001018193
147,1.92,0.0010189188
148,1.94,0.0010226887
149,1.96,0.0010240721
150,1.98,0.0010245388
151,2.0,0.0010385938
152,2.02,0.0010651979
153,2.04,0.0010965707
154,2.06,0.0011288647
155,2.08,0.0011610402
156,2.1,0.0011929884
157,2.12,0.0012248136
158,2.14,0.0012566309
159,2.16,0.001288517
160,2.18,0.0013205161
161,2.2,0.0013526384
162,2.22,0.0013848824
163,2.24,0.0014172337
164,2.26,0.0014496772
165,2.28,0.0014821923
166,2.3,0.0015147642
167,2.32,0.0015473773
168,2.34,0.001580019
169,2.36,0.0016126791
170,2.38,0.0016453502
171,2.4,0.0016780276
172,2.42,0.0017107098
173,2.44,0.0017433962
174,2.46,0.0017760914
175,2.48,0.0018087991
176,2.5,0.0018415286
177,2.52,0.0018742878
178,2.54,0.0019070862
179,2.56,0.0019399335
180,2.58,0.0019728395
181,2.6,0.0020058122
182,2.62,0.002038859
183,2.64,0.0020719832
184,2.66,0.002105182
185,2.68,0.0021384503
186,2.7,0.0021717746
187,2.72,0.0022051367
188,2.74,0.0022385097
189,2.76,0.0022718674
190,2.78,0.0023051861
191,2.8,0.0023384576
192,2.82,0.0023716995
193,2.84,0.002404964
