,epochs,mu
0,0,0.44499588
1,1,0.44477803
2,2,0.44456568
3,3,0.44435325
4,4,0.44413963
5,5,0.44392493
6,6,0.4437093
7,7,0.44349408
8,8,0.4432799
9,9,0.44306752
10,10,0.4428575
11,11,0.44264966
12,12,0.44244307
13,13,0.4422372
14,14,0.44203135
15,15,0.44182485
16,16,0.4416183
17,17,0.4414125
18,18,0.44120792
19,19,0.44100466
20,20,0.4408029
21,21,0.4406027
22,22,0.440404
23,23,0.44020665
24,24,0.44001046
25,25,0.43981537
26,26,0.4396215
27,27,0.4394289
28,28,0.43923745
29,29,0.4390472
30,30,0.43885848
31,31,0.43867162
32,32,0.43848673
33,33,0.43830392
34,34,0.4381232
35,35,0.43794462
36,36,0.43776837
37,37,0.4375946
38,38,0.43742347
39,39,0.4372551
40,40,0.43708956
41,41,0.43692672
42,42,0.43676662
43,43,0.43660924
44,44,0.43645465
45,45,0.4363028
46,46,0.4361537
47,47,0.43600732
48,48,0.43586385
49,49,0.43572405
50,50,0.4355905
51,51,0.43546927
52,52,0.43536803
53,53,0.43529177
54,54,0.4352408
55,55,0.4352124
56,56,0.43520316
57,57,0.43520963
58,58,0.43522844
59,59,0.43525678
60,60,0.43529242
61,61,0.43533316
62,62,0.43537694
63,63,0.43542185
64,64,0.43546656
65,65,0.43551156
66,66,0.43555802
67,67,0.4356065
68,68,0.43565714
69,69,0.43570983
70,70,0.43576422
71,71,0.43581977
72,72,0.4358758
73,73,0.4359316
74,74,0.4359864
75,75,0.43603966
76,76,0.43609118
77,77,0.4361414
78,78,0.43619052
79,79,0.43623847
80,80,0.4362855
81,81,0.436332
82,82,0.43637842
83,83,0.43642536
84,84,0.43647355
85,85,0.43652394
86,86,0.43657747
87,87,0.43663505
88,88,0.43669745
89,89,0.43676534
90,90,0.43683904
91,91,0.4369183
92,92,0.43700254
93,93,0.43709117
94,94,0.43718386
95,95,0.43728042
96,96,0.4373804
97,97,0.43748328
98,98,0.4375887
99,99,0.43769643
100,100,0.43780613
101,101,0.4379176
102,102,0.43803045
103,103,0.43814453
104,104,0.43825954
105,105,0.4383752
106,106,0.4384912
107,107,0.4386072
108,108,0.43872267
109,109,0.43883714
110,110,0.4389501
111,111,0.4390611
112,112,0.43916973
113,113,0.43927568
114,114,0.43937886
115,115,0.43947935
116,116,0.43957737
117,117,0.43967313
118,118,0.43976682
119,119,0.43985876
120,120,0.43994913
121,121,0.44003806
122,122,0.44012558
123,123,0.44021174
124,124,0.4402965
125,125,0.44037974
126,126,0.4404614
127,127,0.44054136
128,128,0.44061953
129,129,0.44069588
130,130,0.44077042
131,131,0.44084325
132,132,0.44091448
133,133,0.4409842
134,134,0.44105253
135,135,0.44111958
136,136,0.44118533
137,137,0.4412498
138,138,0.44131288
139,139,0.44137463
140,140,0.44143504
141,141,0.4414941
142,142,0.4415518
143,143,0.44160822
144,144,0.44166327
145,145,0.44171706
146,146,0.44176957
147,147,0.4418209
148,148,0.44187108
149,149,0.44192007
150,150,0.44196796
151,151,0.44201463
152,152,0.44206005
153,153,0.44210416
154,154,0.44214696
155,155,0.4421884
156,156,0.4422285
157,157,0.4422672
158,158,0.44230458
159,159,0.44234067
160,160,0.4423755
161,161,0.44240913
162,162,0.44244164
163,163,0.442473
164,164,0.44250324
165,165,0.4425325
166,166,0.4425608
167,167,0.44258812
168,168,0.44261453
169,169,0.44264007
170,170,0.44266474
171,171,0.4426886
172,172,0.4427117
173,173,0.44273403
174,174,0.44275558
175,175,0.44277635
176,176,0.44279638
177,177,0.44281566
178,178,0.44283417
179,179,0.4428519
180,180,0.44286886
181,181,0.44288504
182,182,0.44290048
183,183,0.44291517
184,184,0.44292915
185,185,0.44294247
186,186,0.44295517
187,187,0.44296727
188,188,0.4429788
189,189,0.4429898
190,190,0.44300026
191,191,0.44301027
192,192,0.44301975
193,193,0.44302878
194,194,0.44303742
195,195,0.44304562
196,196,0.44305342
197,197,0.44306087
198,198,0.44306803
199,199,0.44307488
200,200,0.44308144
201,201,0.4430878
202,202,0.44309393
203,203,0.4430999
204,204,0.44310567
205,205,0.4431113
206,206,0.44311678
207,207,0.44312218
208,208,0.44312742
209,209,0.4431326
210,210,0.4431377
211,211,0.44314274
212,212,0.4431477
213,213,0.44315255
214,214,0.44315735
215,215,0.44316208
216,216,0.44316673
217,217,0.44317132
218,218,0.44317582
219,219,0.44318026
220,220,0.44318464
221,221,0.4431889
222,222,0.44319314
223,223,0.4431973
224,224,0.4432014
225,225,0.44320542
226,226,0.44320938
227,227,0.44321325
228,228,0.44321707
229,229,0.4432208
230,230,0.44322443
231,231,0.44322798
232,232,0.44323143
233,233,0.44323483
234,234,0.4432382
235,235,0.4432415
236,236,0.44324479
237,237,0.44324803
238,238,0.44325125
239,239,0.44325447
240,240,0.44325772
241,241,0.44326094
242,242,0.44326416
243,243,0.44326738
244,244,0.4432706
245,245,0.4432738
246,246,0.443277
247,247,0.4432802
248,248,0.44328332
249,249,0.44328642
250,250,0.44328946
251,251,0.4432924
252,252,0.4432953
253,253,0.4432981
254,254,0.4433008
255,255,0.4433034
256,256,0.44330594
257,257,0.4433084
258,258,0.4433108
259,259,0.4433131
260,260,0.44331533
261,261,0.44331744
262,262,0.4433195
263,263,0.44332144
264,264,0.44332328
265,265,0.44332507
266,266,0.44332674
267,267,0.44332832
268,268,0.44332984
269,269,0.44333124
270,270,0.44333264
271,271,0.44333392
272,272,0.44333515
273,273,0.44333628
274,274,0.44333732
275,275,0.44333825
276,276,0.44333905
277,277,0.44333974
278,278,0.44334033
279,279,0.4433408
280,280,0.44334117
281,281,0.44334143
282,282,0.4433416
283,283,0.4433417
284,284,0.44334167
285,285,0.44334152
286,286,0.4433413
287,287,0.44334096
288,288,0.44334054
289,289,0.44334003
290,290,0.44333944
291,291,0.44333884
292,292,0.44333822
293,293,0.44333756
294,294,0.44333693
295,295,0.44333634
296,296,0.44333574
297,297,0.4433352
298,298,0.44333473
299,299,0.44333428
300,300,0.44333386
301,301,0.44333354
302,302,0.44333324
303,303,0.44333303
304,304,0.44333288
305,305,0.44333276
306,306,0.4433327
307,307,0.44333267
308,308,0.4433327
309,309,0.4433328
310,310,0.44333288
311,311,0.44333303
312,312,0.4433332
313,313,0.44333342
314,314,0.44333366
315,315,0.44333392
316,316,0.44333422
317,317,0.44333452
318,318,0.44333488
319,319,0.44333524
320,320,0.44333565
321,321,0.44333604
322,322,0.44333646
323,323,0.44333687
324,324,0.44333732
325,325,0.4433378
326,326,0.44333825
327,327,0.4433387
328,328,0.44333914
329,329,0.4433396
330,330,0.44334003
331,331,0.44334048
332,332,0.44334093
333,333,0.44334137
334,334,0.4433418
335,335,0.44334224
336,336,0.44334266
337,337,0.44334304
338,338,0.44334343
339,339,0.44334385
340,340,0.44334424
341,341,0.4433446
342,342,0.44334498
343,343,0.44334534
344,344,0.44334573
345,345,0.44334608
346,346,0.44334644
347,347,0.4433468
348,348,0.44334716
349,349,0.44334748
350,350,0.44334784
351,351,0.44334817
352,352,0.4433485
353,353,0.4433488
354,354,0.4433491
355,355,0.44334936
356,356,0.44334963
357,357,0.4433499
358,358,0.44335017
359,359,0.4433504
360,360,0.4433506
361,361,0.4433508
362,362,0.44335094
363,363,0.44335112
364,364,0.44335124
365,365,0.4433514
366,366,0.44335157
367,367,0.4433517
368,368,0.4433518
369,369,0.44335186
370,370,0.44335195
371,371,0.443352
372,372,0.44335207
373,373,0.44335222
374,374,0.44335237
375,375,0.44335255
376,376,0.44335273
377,377,0.44335288
378,378,0.443353
379,379,0.4433531
380,380,0.4433532
381,381,0.44335333
382,382,0.44335347
383,383,0.44335365
384,384,0.4433538
385,385,0.44335395
386,386,0.44335404
387,387,0.44335416
388,388,0.44335425
389,389,0.4433544
390,390,0.44335452
391,391,0.44335464
392,392,0.4433548
393,393,0.44335487
394,394,0.44335496
395,395,0.44335508
396,396,0.44335517
397,397,0.44335532
398,398,0.44335547
399,399,0.4433556
400,400,0.44335574
401,401,0.44335583
402,402,0.44335592
403,403,0.443356
404,404,0.44335613
405,405,0.44335628
406,406,0.44335648
407,407,0.44335663
408,408,0.44335675
409,409,0.4433568
410,410,0.44335687
411,411,0.44335693
412,412,0.443357
413,413,0.44335702
414,414,0.4433571
415,415,0.4433572
416,416,0.44335732
417,417,0.44335747
418,418,0.44335768
419,419,0.44335786
420,420,0.44335806
421,421,0.44335827
422,422,0.44335848
423,423,0.44335872
424,424,0.44335896
425,425,0.44335923
426,426,0.44335946
427,427,0.44335967
428,428,0.44335985
429,429,0.44336
430,430,0.4433601
431,431,0.44336027
432,432,0.44336045
433,433,0.4433606
434,434,0.44336075
435,435,0.44336087
436,436,0.44336084
437,437,0.4433607
438,438,0.44336045
439,439,0.4433602
440,440,0.44335997
441,441,0.4433597
442,442,0.44335943
443,443,0.44335914
444,444,0.44335884
445,445,0.44335848
446,446,0.44335815
447,447,0.44335794
448,448,0.4433579
449,449,0.443358
450,450,0.4433582
451,451,0.44335848
452,452,0.4433588
453,453,0.4433591
454,454,0.44335943
455,455,0.44335976
456,456,0.4433601
457,457,0.44336045
458,458,0.4433608
459,459,0.4433613
460,460,0.4433619
461,461,0.44336244
462,462,0.44336295
463,463,0.44336337
464,464,0.44336367
465,465,0.44336376
466,466,0.4433636
467,467,0.44336343
468,468,0.44336316
469,469,0.4433628
470,470,0.44336236
471,471,0.44336185
472,472,0.44336116
473,473,0.44336045
474,474,0.44335973
475,475,0.44335902
476,476,0.4433584
477,477,0.4433579
478,478,0.44335747
479,479,0.44335702
480,480,0.44335663
481,481,0.44335628
482,482,0.44335598
483,483,0.44335568
484,484,0.4433555
485,485,0.44335544
486,486,0.44335556
487,487,0.4433558
488,488,0.4433561
489,489,0.44335648
490,490,0.44335684
491,491,0.44335723
492,492,0.44335762
493,493,0.44335803
494,494,0.44335848
495,495,0.44335896
496,496,0.44335943
497,497,0.44335988
498,498,0.44336027
499,499,0.44336054
500,500,0.44336075
501,501,0.44336087
502,502,0.44336095
503,503,0.44336104
504,504,0.4433611
505,505,0.44336116
506,506,0.4433612
507,507,0.4433612
508,508,0.44336104
509,509,0.44336066
510,510,0.44336003
511,511,0.44335923
512,512,0.44335833
513,513,0.4433573
514,514,0.4433562
515,515,0.44335505
516,516,0.44335395
517,517,0.44335297
518,518,0.44335204
519,519,0.44335118
520,520,0.44335043
521,521,0.4433498
522,522,0.44334927
523,523,0.4433487
524,524,0.44334814
525,525,0.4433476
526,526,0.4433471
527,527,0.44334668
528,528,0.44334647
529,529,0.44334644
530,530,0.44334665
531,531,0.44334695
532,532,0.4433474
533,533,0.4433478
534,534,0.44334826
535,535,0.44334877
536,536,0.4433493
537,537,0.4433498
538,538,0.4433502
539,539,0.4433504
540,540,0.44335043
541,541,0.4433503
542,542,0.44335002
543,543,0.44334966
544,544,0.44334918
545,545,0.4433486
546,546,0.443348
547,547,0.4433474
548,548,0.4433469
549,549,0.44334653
550,550,0.4433464
551,551,0.4433464
552,552,0.4433464
553,553,0.4433463
554,554,0.443346
555,555,0.44334555
556,556,0.443345
557,557,0.44334444
558,558,0.44334394
559,559,0.44334358
560,560,0.44334334
561,561,0.44334322
562,562,0.4433432
563,563,0.44334322
564,564,0.4433432
565,565,0.44334322
566,566,0.4433433
567,567,0.4433433
568,568,0.44334316
569,569,0.4433429
570,570,0.44334248
571,571,0.443342
572,572,0.44334137
573,573,0.44334066
574,574,0.44333988
575,575,0.4433392
576,576,0.44333863
577,577,0.4433381
578,578,0.44333762
579,579,0.44333723
580,580,0.44333684
581,581,0.4433364
582,582,0.44333586
583,583,0.44333538
584,584,0.44333494
585,585,0.4433344
586,586,0.4433339
587,587,0.44333342
588,588,0.44333288
589,589,0.4433324
590,590,0.44333208
591,591,0.44333187
592,592,0.44333172
593,593,0.44333163
594,594,0.44333154
595,595,0.44333145
596,596,0.44333124
597,597,0.44333106
598,598,0.44333097
599,599,0.443331
600,600,0.44333124
601,601,0.44333157
602,602,0.44333202
603,603,0.44333252
604,604,0.44333306
605,605,0.44333357
606,606,0.44333413
607,607,0.44333473
608,608,0.44333526
609,609,0.44333574
610,610,0.44333607
611,611,0.44333616
612,612,0.44333592
613,613,0.44333562
614,614,0.4433352
615,615,0.44333467
616,616,0.443334
617,617,0.4433332
618,618,0.44333217
619,619,0.44333097
620,620,0.44332963
621,621,0.4433283
622,622,0.44332692
623,623,0.44332546
624,624,0.443324
625,625,0.44332257
626,626,0.4433212
627,627,0.44332
628,628,0.443319
629,629,0.44331837
630,630,0.44331813
631,631,0.4433182
632,632,0.44331837
633,633,0.4433186
634,634,0.44331878
635,635,0.44331896
636,636,0.44331917
637,637,0.44331947
638,638,0.44331983
639,639,0.44332027
640,640,0.4433207
641,641,0.44332117
642,642,0.44332156
643,643,0.44332194
644,644,0.44332227
645,645,0.44332233
646,646,0.44332224
647,647,0.4433219
648,648,0.44332147
649,649,0.44332093
650,650,0.44332024
651,651,0.44331947
652,652,0.44331867
653,653,0.44331795
654,654,0.44331738
655,655,0.44331697
656,656,0.44331673
657,657,0.44331658
658,658,0.4433165
659,659,0.44331646
660,660,0.44331643
661,661,0.4433164
662,662,0.44331625
663,663,0.443316
664,664,0.44331563
665,665,0.4433153
666,666,0.44331506
667,667,0.44331476
668,668,0.4433144
669,669,0.44331393
670,670,0.44331333
671,671,0.44331267
672,672,0.44331196
673,673,0.4433113
674,674,0.44331074
675,675,0.4433103
676,676,0.44330987
677,677,0.44330934
678,678,0.44330877
679,679,0.4433082
680,680,0.4433078
681,681,0.44330758
682,682,0.44330758
683,683,0.44330785
684,684,0.4433083
685,685,0.44330877
686,686,0.44330928
687,687,0.4433097
688,688,0.4433099
689,689,0.44331014
690,690,0.44331026
691,691,0.44330993
692,692,0.4433095
693,693,0.44330826
694,694,0.44330555
695,695,0.44330132
696,696,0.44329646
697,697,0.44329074
698,698,0.44328558
699,699,0.44328043
700,700,0.4432751
701,701,0.44327036
702,702,0.44326553
703,703,0.44326064
704,704,0.44325572
705,705,0.44325095
706,706,0.44324633
707,707,0.4432416
708,708,0.4432378
709,709,0.4432342
710,710,0.44323134
711,711,0.44322884
712,712,0.44322696
713,713,0.44322577
714,714,0.44322515
715,715,0.44322538
716,716,0.44322613
717,717,0.44322777
718,718,0.4432298
719,719,0.44323227
720,720,0.44323522
721,721,0.44323853
722,722,0.4432421
723,723,0.44324604
724,724,0.44325018
725,725,0.4432545
726,726,0.44325912
727,727,0.443264
728,728,0.44326916
729,729,0.44327462
730,730,0.4432803
731,731,0.443286
732,732,0.44329134
733,733,0.44329607
734,734,0.44329998
735,735,0.44330302
736,736,0.44330525
737,737,0.4433067
738,738,0.44330785
739,739,0.4433088
740,740,0.4433096
741,741,0.44331017
742,742,0.44331026
743,743,0.44331
744,744,0.44330934
745,745,0.44330835
746,746,0.4433071
747,747,0.44330546
748,748,0.4433035
749,749,0.44330126
750,750,0.44329885
751,751,0.44329637
752,752,0.44329402
753,753,0.4432918
754,754,0.44328982
755,755,0.4432881
756,756,0.4432866
757,757,0.44328535
758,758,0.4432843
759,759,0.44328344
760,760,0.44328275
761,761,0.44328225
762,762,0.44328186
763,763,0.4432815
764,764,0.4432811
765,765,0.44328058
766,766,0.44328007
767,767,0.44327962
768,768,0.44327912
769,769,0.44327855
770,770,0.4432779
771,771,0.44327718
772,772,0.4432765
773,773,0.4432759
774,774,0.44327542
775,775,0.44327503
776,776,0.4432749
777,777,0.44327492
778,778,0.44327506
779,779,0.4432753
780,780,0.44327557
781,781,0.443276
782,782,0.44327646
783,783,0.443277
784,784,0.44327742
785,785,0.44327763
786,786,0.44327763
787,787,0.44327748
788,788,0.44327736
789,789,0.4432773
790,790,0.4432773
791,791,0.44327736
792,792,0.4432774
793,793,0.4432774
794,794,0.4432773
795,795,0.4432772
796,796,0.44327715
797,797,0.44327718
798,798,0.44327727
799,799,0.4432774
800,800,0.4432775
801,801,0.44327763
802,802,0.44327763
803,803,0.44327763
804,804,0.44327745
805,805,0.4432773
806,806,0.4432771
807,807,0.44327682
808,808,0.44327644
809,809,0.4432758
810,810,0.44327503
811,811,0.44327402
812,812,0.443273
813,813,0.44327205
814,814,0.44327104
815,815,0.44327
816,816,0.44326892
817,817,0.44326788
818,818,0.44326696
819,819,0.44326615
820,820,0.44326547
821,821,0.4432649
822,822,0.44326445
823,823,0.4432641
824,824,0.44326386
825,825,0.44326377
826,826,0.44326365
827,827,0.4432638
828,828,0.4432642
829,829,0.44326457
830,830,0.44326478
831,831,0.4432646
832,832,0.44326422
833,833,0.44326377
834,834,0.44326335
835,835,0.44326305
836,836,0.44326276
837,837,0.44326252
838,838,0.44326222
839,839,0.44326177
840,840,0.44326124
841,841,0.44326052
842,842,0.4432599
843,843,0.44325948
844,844,0.44325912
845,845,0.44325885
846,846,0.44325843
847,847,0.44325808
848,848,0.44325778
849,849,0.44325763
850,850,0.44325757
851,851,0.44325745
852,852,0.44325724
853,853,0.44325688
854,854,0.44325653
855,855,0.4432561
856,856,0.4432557
857,857,0.4432553
858,858,0.44325492
859,859,0.4432546
860,860,0.4432543
861,861,0.44325414
862,862,0.4432541
863,863,0.4432542
864,864,0.4432544
865,865,0.44325456
866,866,0.44325465
867,867,0.44325438
868,868,0.4432541
869,869,0.44325384
870,870,0.44325328
871,871,0.44325253
872,872,0.44325158
873,873,0.44325045
874,874,0.44324926
875,875,0.44324788
876,876,0.44324672
877,877,0.4432456
878,878,0.44324428
879,879,0.44324294
880,880,0.44324157
881,881,0.44324023
882,882,0.44323912
883,883,0.44323817
884,884,0.44323763
885,885,0.44323736
886,886,0.44323692
887,887,0.44323656
888,888,0.4432362
889,889,0.44323573
890,890,0.44323555
891,891,0.44323573
892,892,0.44323593
893,893,0.44323605
894,894,0.44323593
895,895,0.44323546
896,896,0.44323483
897,897,0.4432342
898,898,0.44323397
899,899,0.44323418
900,900,0.44323477
901,901,0.4432355
902,902,0.4432362
903,903,0.44323683
904,904,0.44323736
905,905,0.44323805
906,906,0.44323885
907,907,0.44323975
908,908,0.44324058
909,909,0.4432411
910,910,0.44324133
911,911,0.44324112
912,912,0.44324085
913,913,0.44324055
914,914,0.4432401
915,915,0.4432394
916,916,0.44323817
917,917,0.44323668
918,918,0.4432351
919,919,0.44323346
920,920,0.44323197
921,921,0.44323054
922,922,0.44322926
923,923,0.44322813
924,924,0.44322708
925,925,0.44322625
926,926,0.4432254
927,927,0.4432249
928,928,0.44322473
929,929,0.44322473
930,930,0.44322476
931,931,0.4432245
932,932,0.44322413
933,933,0.44322386
934,934,0.44322374
935,935,0.44322366
936,936,0.4432233
937,937,0.44322282
938,938,0.44322228
939,939,0.44322166
940,940,0.44322112
941,941,0.4432205
942,942,0.4432201
943,943,0.4432199
944,944,0.44321966
945,945,0.44321942
946,946,0.44321913
947,947,0.443219
948,948,0.4432191
949,949,0.4432194
950,950,0.4432198
951,951,0.44322017
952,952,0.4432205
953,953,0.44322073
954,954,0.44322097
955,955,0.4432212
956,956,0.44322145
957,957,0.4432215
958,958,0.44322133
959,959,0.44322097
960,960,0.44322038
961,961,0.4432198
962,962,0.44321933
963,963,0.44321862
964,964,0.44321787
965,965,0.44321698
966,966,0.44321615
967,967,0.44321534
968,968,0.4432146
969,969,0.4432138
970,970,0.4432129
971,971,0.443212
972,972,0.44321114
973,973,0.44321054
974,974,0.44321012
975,975,0.44321
976,976,0.44321
977,977,0.44321
978,978,0.44320986
979,979,0.4432094
980,980,0.44320887
981,981,0.44320798
982,982,0.4432073
983,983,0.44320667
984,984,0.4432053
985,985,0.44320393
986,986,0.4432023
987,987,0.44319943
988,988,0.44319668
989,989,0.4431934
990,990,0.44319066
991,991,0.44318748
992,992,0.4431844
993,993,0.4431814
994,994,0.44317803
995,995,0.4431749
996,996,0.44317204
997,997,0.44316855
998,998,0.44316554
999,999,0.44316196
