,epochs,lmbd
0,0,0.9928731
1,1,0.99335015
2,2,0.9938207
3,3,0.99427825
4,4,0.994715
5,5,0.99512184
6,6,0.99548894
7,7,0.9958066
8,8,0.9960671
9,9,0.996266
10,10,0.9964029
11,11,0.996481
12,12,0.996506
13,13,0.99648494
14,14,0.99642587
15,15,0.9963368
16,16,0.99622566
17,17,0.99609995
18,18,0.9959668
19,19,0.9958328
20,20,0.99570405
21,21,0.9955854
22,22,0.99548095
23,23,0.9953936
24,24,0.99532485
25,25,0.9952753
26,26,0.99524444
27,27,0.9952306
28,28,0.99523175
29,29,0.99524516
30,30,0.99526805
31,31,0.9952975
32,32,0.99533075
33,33,0.9953655
34,34,0.99539953
35,35,0.9954315
36,36,0.9954602
37,37,0.9954852
38,38,0.9955063
39,39,0.9955238
40,40,0.99553806
41,41,0.9955498
42,42,0.9955595
43,43,0.9955678
44,44,0.9955752
45,45,0.9955817
46,46,0.9955874
47,47,0.9955922
48,48,0.99559546
49,49,0.9955969
50,50,0.99559593
51,51,0.9955923
52,52,0.9955856
53,53,0.995576
54,54,0.99556357
55,55,0.9955487
56,56,0.9955322
57,57,0.995515
58,58,0.99549806
59,59,0.9954824
60,60,0.9954691
61,61,0.9954591
62,62,0.99545294
63,63,0.99545115
64,64,0.99545383
65,65,0.9954606
66,66,0.9954711
67,67,0.99548435
68,68,0.9954994
69,69,0.9955149
70,70,0.99552995
71,71,0.99554336
72,72,0.99555427
73,73,0.99556214
74,74,0.9955663
75,75,0.99556684
76,76,0.9955639
77,77,0.99555796
78,78,0.9955498
79,79,0.99554
80,80,0.9955297
81,81,0.9955197
82,82,0.99551076
83,83,0.9955034
84,84,0.99549824
85,85,0.9954953
86,86,0.99549466
87,87,0.9954961
88,88,0.99549925
89,89,0.9955036
90,90,0.99550873
91,91,0.99551404
92,92,0.9955191
93,93,0.9955236
94,94,0.99552697
95,95,0.99552935
96,96,0.99553066
97,97,0.9955309
98,98,0.9955302
99,99,0.9955289
100,100,0.9955271
101,101,0.99552524
102,102,0.99552333
103,103,0.99552155
104,104,0.99552006
105,105,0.99551886
106,106,0.995518
107,107,0.9955175
108,108,0.99551725
109,109,0.9955172
110,110,0.99551725
111,111,0.9955174
112,112,0.99551755
113,113,0.9955178
114,114,0.995518
115,115,0.9955183
116,116,0.9955187
117,117,0.99551916
118,118,0.9955197
119,119,0.99552023
120,120,0.99552083
121,121,0.9955214
122,122,0.9955219
123,123,0.99552226
124,124,0.9955225
125,125,0.9955225
126,126,0.9955224
127,127,0.995522
128,128,0.99552155
129,129,0.99552095
130,130,0.99552023
131,131,0.9955195
132,132,0.9955189
133,133,0.99551845
134,134,0.9955182
135,135,0.99551815
136,136,0.9955183
137,137,0.9955186
138,138,0.99551904
139,139,0.9955196
140,140,0.9955201
141,141,0.9955206
142,142,0.99552095
143,143,0.9955212
144,144,0.9955213
145,145,0.9955213
146,146,0.9955212
147,147,0.99552095
148,148,0.9955207
149,149,0.9955205
150,150,0.99552023
151,151,0.99552
152,152,0.99551976
153,153,0.99551964
154,154,0.9955196
155,155,0.9955195
156,156,0.9955195
157,157,0.9955196
158,158,0.9955197
159,159,0.9955198
160,160,0.99552
161,161,0.9955201
162,162,0.99552023
163,163,0.99552035
