,epochs,Hp
0,0,0.094966255
1,1,0.09501535
2,2,0.09505889
3,3,0.095102325
4,4,0.09513694
5,5,0.09515842
6,6,0.09517708
7,7,0.095199265
8,8,0.09522297
9,9,0.09523954
10,10,0.09524363
11,11,0.09524095
12,12,0.09523944
13,13,0.095243625
14,14,0.095254205
15,15,0.09527002
16,16,0.09528921
17,17,0.095309205
18,18,0.095326096
19,19,0.0953349
20,20,0.0953331
21,21,0.095322646
22,22,0.09530692
23,23,0.095288455
24,24,0.09526847
25,25,0.09524727
26,26,0.09522513
27,27,0.09520293
28,28,0.09518191
29,29,0.095163226
30,30,0.09514733
31,31,0.09513405
32,32,0.095122784
33,33,0.095112465
34,34,0.09510217
35,35,0.095091626
36,36,0.09508083
37,37,0.095069565
38,38,0.09505743
39,39,0.09504413
40,40,0.09502971
41,41,0.09501454
42,42,0.09499912
43,43,0.09498409
44,44,0.09497023
45,45,0.09495824
46,46,0.094948635
47,47,0.09494179
48,48,0.09493799
49,49,0.09493739
50,50,0.094939895
51,51,0.09494526
52,52,0.0949532
53,53,0.09496339
54,54,0.09497559
55,55,0.09498975
56,56,0.095005915
57,57,0.095024146
58,58,0.095044374
59,59,0.09506619
60,60,0.09508891
61,61,0.09511179
62,62,0.09513429
63,63,0.09515619
64,64,0.09517763
65,65,0.09519883
66,66,0.09521995
67,67,0.095241025
68,68,0.095261954
69,69,0.09528257
70,70,0.095302664
71,71,0.09532201
72,72,0.095340446
73,73,0.09535799
74,74,0.095374875
75,75,0.09539136
76,76,0.09540767
77,77,0.09542381
78,78,0.095439665
79,79,0.0954552
80,80,0.09547056
81,81,0.095486015
82,82,0.09550181
83,83,0.09551809
84,84,0.09553483
85,85,0.09555202
86,86,0.09556964
87,87,0.09558766
88,88,0.09560604
89,89,0.09562465
90,90,0.09564343
91,91,0.09566237
92,92,0.095681526
93,93,0.095700905
94,94,0.095720395
95,95,0.09573984
96,96,0.095759094
97,97,0.09577812
98,98,0.095796965
99,99,0.09581564
100,100,0.09583419
101,101,0.095852606
