,epochs,loss
0,0,0.21687644720077515
1,1,0.12473170459270477
2,2,0.20672057569026947
3,3,0.12394081056118011
4,4,0.12704885005950928
5,5,0.13387615978717804
6,6,0.13351167738437653
7,7,0.12521150708198547
8,8,0.11378353834152222
9,9,0.10242258012294769
10,10,0.09388625621795654
11,11,0.091276615858078
12,12,0.09374918788671494
13,13,0.09402559697628021
14,14,0.09111322462558746
15,15,0.08590111881494522
16,16,0.08033489435911179
17,17,0.07009847462177277
18,18,0.04142775386571884
19,19,0.033271025866270065
20,20,0.036307163536548615
21,21,0.03849247097969055
22,22,0.03995967656373978
23,23,0.04143116995692253
24,24,0.042428020387887955
25,25,0.042098622769117355
26,26,0.040450140833854675
27,27,0.03824683278799057
28,28,0.03635573759675026
29,29,0.03500392660498619
30,30,0.03391304984688759
31,31,0.03276471048593521
32,32,0.03130533918738365
33,33,0.02964932657778263
34,34,0.02865111082792282
35,35,0.02773261070251465
36,36,0.027236899361014366
37,37,0.0272535253316164
38,38,0.026674749329686165
39,39,0.02561817690730095
40,40,0.024675721302628517
41,41,0.024074973538517952
42,42,0.023604057729244232
43,43,0.02316424250602722
44,44,0.02266773395240307
45,45,0.022017719224095345
46,46,0.021326443180441856
47,47,0.02076353318989277
48,48,0.020326465368270874
49,49,0.019971566274762154
50,50,0.019721226766705513
51,51,0.0195391196757555
52,52,0.019275963306427002
53,53,0.018917372450232506
54,54,0.01872462034225464
55,55,0.018659105524420738
56,56,0.018490422517061234
57,57,0.01823406293988228
58,58,0.01801193691790104
59,59,0.017886966466903687
60,60,0.017792588099837303
61,61,0.01764371618628502
62,62,0.017437364906072617
63,63,0.017269594594836235
64,64,0.017163999378681183
65,65,0.017048124223947525
66,66,0.016899473965168
67,67,0.016779346391558647
68,68,0.016745783388614655
69,69,0.016742940992116928
70,70,0.01669059880077839
71,71,0.016609204933047295
72,72,0.016555391252040863
73,73,0.01652628742158413
74,74,0.016482867300510406
75,75,0.01641891896724701
76,76,0.01636175625026226
77,77,0.016329292207956314
78,78,0.016298402100801468
79,79,0.016247419640421867
80,80,0.01619553379714489
81,81,0.016166867688298225
82,82,0.016144627705216408
83,83,0.016110505908727646
84,84,0.0160713829100132
85,85,0.016042862087488174
86,86,0.016019493341445923
87,87,0.015986217185854912
88,88,0.015948114916682243
89,89,0.01592119410634041
90,90,0.015903029590845108
91,91,0.01588023640215397
92,92,0.0158550888299942
93,93,0.015835685655474663
94,94,0.01581864431500435
95,95,0.0157967247068882
96,96,0.01577446237206459
97,97,0.015759794041514397
98,98,0.015745699405670166
99,99,0.015727339312434196
100,100,0.015710890293121338
101,101,0.015697425231337547
102,102,0.015680938959121704
103,103,0.01566312089562416
104,104,0.01564878411591053
105,105,0.01563488319516182
106,106,0.015618802979588509
107,107,0.015604296699166298
108,108,0.015592128969728947
109,109,0.015579275786876678
110,110,0.01556684635579586
111,111,0.015556680969893932
112,112,0.015546306036412716
113,113,0.015534690581262112
114,114,0.015523895621299744
115,115,0.015513569116592407
116,116,0.01550251618027687
117,117,0.01549213845282793
118,118,0.015482734888792038
119,119,0.015472897328436375
120,120,0.015463115647435188
121,121,0.015454297885298729
122,122,0.015445576049387455
123,123,0.015436667948961258
124,124,0.015428368002176285
125,125,0.01542019471526146
126,126,0.015411725267767906
127,127,0.015403926372528076
128,128,0.01539650373160839
129,129,0.01538892276585102
130,130,0.015381677076220512
131,131,0.015374816954135895
132,132,0.015367777086794376
133,133,0.015360821969807148
134,134,0.015354124829173088
135,135,0.01534735132008791
136,136,0.015340744517743587
137,137,0.015334424562752247
138,138,0.01532800868153572
139,139,0.015321602113544941
140,140,0.015315288677811623
141,141,0.015308897010982037
142,142,0.015302537009119987
143,143,0.015296359546482563
144,144,0.015290172770619392
145,145,0.015284029766917229
146,146,0.015278123319149017
147,147,0.015272223390638828
148,148,0.01526642870157957
149,149,0.015260748565196991
150,150,0.015255101956427097
151,151,0.015249507501721382
152,152,0.01524401642382145
153,153,0.015238581225275993
154,154,0.01523319911211729
155,155,0.015227921307086945
156,156,0.015222709625959396
157,157,0.015217497944831848
158,158,0.015212415717542171
159,159,0.01520734652876854
160,160,0.015202334150671959
161,161,0.015197365544736385
162,162,0.015192409977316856
163,163,0.015187522396445274
164,164,0.015182696282863617
165,165,0.01517787016928196
166,166,0.015173112973570824
167,167,0.015168378129601479
168,168,0.01516367495059967
169,169,0.01515901368111372
170,170,0.015154378488659859
171,171,0.01514974795281887
172,172,0.015145168639719486
173,173,0.015140578150749207
174,174,0.01513603050261736
175,175,0.015131490305066109
176,176,0.015126966871321201
177,177,0.015122420154511929
178,178,0.015117925591766834
179,179,0.015113377943634987
180,180,0.015108832158148289
181,181,0.015104279853403568
182,182,0.015099689364433289
183,183,0.015095093287527561
184,184,0.015090434812009335
185,185,0.01508578471839428
186,186,0.015081048011779785
187,187,0.01507624238729477
188,188,0.015071396715939045
189,189,0.015066447667777538
190,190,0.015061400830745697
191,191,0.015056266449391842
192,192,0.015050999820232391
193,193,0.015045609325170517
194,194,0.015040097758173943
195,195,0.015034420415759087
196,196,0.015028671361505985
197,197,0.01502276211977005
198,198,0.015016790479421616
199,199,0.015010789968073368
200,200,0.015004809014499187
201,201,0.014998863451182842
202,202,0.01499299518764019
203,203,0.014987267553806305
204,204,0.014981655403971672
205,205,0.014976169914007187
206,206,0.014970775693655014
207,207,0.014965511858463287
208,208,0.014960269443690777
209,209,0.014955093152821064
210,210,0.014949953183531761
211,211,0.014944872818887234
212,212,0.01493986789137125
213,213,0.014934889040887356
214,214,0.014929980970919132
215,215,0.014925098977982998
216,216,0.014920247718691826
217,217,0.014915416948497295
218,218,0.014910634607076645
219,219,0.014905874617397785
220,220,0.014901106245815754
221,221,0.0148963937535882
222,222,0.014891695231199265
223,223,0.014887011609971523
224,224,0.014882360585033894
225,225,0.014877738431096077
226,226,0.014873161911964417
227,227,0.014868583530187607
228,228,0.014864028431475163
229,229,0.014859515242278576
230,230,0.014855031855404377
231,231,0.014850584790110588
232,232,0.014846132136881351
233,233,0.014841741882264614
234,234,0.01483734417706728
235,235,0.014832969754934311
236,236,0.014828608371317387
237,237,0.01482430100440979
238,238,0.014819981530308723
239,239,0.014815694652497768
240,240,0.014811440370976925
241,241,0.0148072000592947
242,242,0.014802981168031693
243,243,0.014798780903220177
244,244,0.014794588088989258
245,245,0.014790445566177368
246,246,0.014786326326429844
247,247,0.0147821931168437
248,248,0.014778119511902332
249,249,0.01477404311299324
250,250,0.014770016074180603
251,251,0.01476597972214222
252,252,0.014761993661522865
253,253,0.014758015051484108
254,254,0.01475405041128397
255,255,0.01475012768059969
256,256,0.014746217988431454
257,257,0.014742352068424225
258,258,0.014738468453288078
259,259,0.014734640717506409
260,260,0.014730838127434254
261,261,0.014727047644555569
262,262,0.014723255299031734
263,263,0.014719493687152863
264,264,0.014715775847434998
265,265,0.01471205335110426
266,266,0.014708364382386208
267,267,0.014704687520861626
268,268,0.014701050706207752
269,269,0.014697425067424774
270,270,0.014693811535835266
271,271,0.014690243639051914
272,272,0.014686682261526585
273,273,0.014683137647807598
274,274,0.014679612591862679
275,275,0.014676104299724102
276,276,0.014672618359327316
277,277,0.014669165946543217
278,278,0.01466568186879158
279,279,0.014662275090813637
280,280,0.014658874832093716
281,281,0.014655479229986668
282,282,0.014652088284492493
283,283,0.014648731797933578
284,284,0.01464539859443903
285,285,0.014642072841525078
286,286,0.014638771302998066
287,287,0.014635463245213032
288,288,0.014632198959589005
289,289,0.014628922566771507
290,290,0.01462569646537304
291,291,0.014622457325458527
292,292,0.014619247056543827
293,293,0.014616041444242
294,294,0.014612852595746517
295,295,0.01460969913750887
296,296,0.014606534503400326
297,297,0.014603394083678722
298,298,0.014600254595279694
299,299,0.014597133733332157
300,300,0.01459403894841671
301,301,0.014590955339372158
302,302,0.014587882906198502
303,303,0.014584789052605629
304,304,0.014581761322915554
305,305,0.014578704722225666
306,306,0.014575676061213017
307,307,0.014572679996490479
308,308,0.014569654129445553
309,309,0.014566664583981037
310,310,0.014563671313226223
311,311,0.014560699462890625
312,312,0.014557728543877602
313,313,0.01455477811396122
314,314,0.014551835134625435
315,315,0.014548887498676777
316,316,0.014545982703566551
317,317,0.014543072320520878
318,318,0.014540238305926323
319,319,0.014537382870912552
320,320,0.014534564688801765
321,321,0.014531748369336128
322,322,0.014528959058225155
323,323,0.014526198618113995
324,324,0.014523429796099663
325,325,0.014520689845085144
326,326,0.014517978765070438
327,327,0.01451526116579771
328,328,0.014512579888105392
329,329,0.014509923756122589
330,330,0.014507262036204338
331,331,0.01450463104993105
332,332,0.01450201217085123
333,333,0.014499401673674583
334,334,0.01449680794030428
335,335,0.014494229108095169
336,336,0.014491664245724678
337,337,0.014489111490547657
338,338,0.014486565254628658
339,339,0.014484034851193428
340,340,0.014481514692306519
341,341,0.014479009434580803
342,342,0.014476525597274303
343,343,0.014474036172032356
344,344,0.014471582137048244
345,345,0.014469115994870663
346,346,0.014466647990047932
347,347,0.01446420419961214
348,348,0.014461777172982693
349,349,0.014459345489740372
350,350,0.014456932432949543
