,epochs,mu
0,0,0.4172507
1,1,0.4170527
2,2,0.41685426
3,3,0.41665265
4,4,0.41645703
5,5,0.41626135
6,6,0.41606343
7,7,0.41586313
8,8,0.41566092
9,9,0.4154575
10,10,0.4152538
11,11,0.41505083
12,12,0.41484967
13,13,0.41465065
14,14,0.4144532
15,15,0.41425645
16,16,0.41406125
17,17,0.4138679
18,18,0.41367573
19,19,0.41348442
20,20,0.41329432
21,21,0.413107
22,22,0.41292748
23,23,0.41275457
24,24,0.41258857
25,25,0.4124309
26,26,0.41228175
27,27,0.41214103
28,28,0.41200888
29,29,0.41188532
30,30,0.41177028
31,31,0.41166368
32,32,0.4115656
33,33,0.41147614
34,34,0.41139558
35,35,0.4113239
36,36,0.41126
37,37,0.41120276
38,38,0.41115206
39,39,0.41110724
40,40,0.41106734
41,41,0.4110317
42,42,0.41099983
43,43,0.41097188
44,44,0.41094822
45,45,0.41092896
46,46,0.41091368
47,47,0.41090232
48,48,0.41089493
49,49,0.41089112
50,50,0.41089073
51,51,0.41089377
52,52,0.4109004
53,53,0.41091087
54,54,0.41092488
55,55,0.4109423
56,56,0.4109631
57,57,0.41098726
58,58,0.41101453
59,59,0.41104454
60,60,0.41107708
61,61,0.411112
62,62,0.41114926
63,63,0.41118872
64,64,0.4112304
65,65,0.41127425
66,66,0.41132033
67,67,0.4113686
68,68,0.41141897
69,69,0.41147134
70,70,0.41152543
71,71,0.41158104
72,72,0.41163784
73,73,0.41169554
74,74,0.4117539
75,75,0.41181263
76,76,0.41187167
77,77,0.41193098
78,78,0.41199067
79,79,0.4120508
80,80,0.41211137
81,81,0.4121723
82,82,0.4122334
83,83,0.4122946
84,84,0.41235563
85,85,0.41241634
86,86,0.41247657
87,87,0.41253632
88,88,0.41259557
89,89,0.41265434
90,90,0.4127127
91,91,0.41277066
92,92,0.4128283
93,93,0.41288558
94,94,0.41294256
95,95,0.41299918
96,96,0.4130554
97,97,0.41311115
98,98,0.41316634
99,99,0.41322097
100,100,0.413275
101,101,0.41332835
102,102,0.41338107
103,103,0.41343313
104,104,0.41348448
105,105,0.41353503
106,106,0.41358465
107,107,0.41363326
108,108,0.4136808
109,109,0.41372728
110,110,0.41377267
111,111,0.41381696
112,112,0.4138602
113,113,0.41390237
114,114,0.41394344
115,115,0.41398335
116,116,0.41402206
117,117,0.41405958
118,118,0.41409585
119,119,0.41413093
120,120,0.41416472
121,121,0.41419733
122,122,0.41422874
123,123,0.41425905
124,124,0.41428825
125,125,0.41431642
126,126,0.41434354
127,127,0.41436973
128,128,0.41439492
129,129,0.4144191
130,130,0.41444236
131,131,0.41446465
132,132,0.414486
133,133,0.41450644
134,134,0.41452602
135,135,0.41454476
136,136,0.41456264
137,137,0.41457975
138,138,0.41459608
139,139,0.41461164
140,140,0.4146265
141,141,0.41464072
142,142,0.41465434
143,143,0.4146674
144,144,0.41467988
145,145,0.41469187
146,146,0.41470334
147,147,0.41471437
148,148,0.41472495
149,149,0.4147351
150,150,0.41474488
151,151,0.41475433
152,152,0.4147634
153,153,0.41477215
154,154,0.41478065
155,155,0.41478884
156,156,0.4147968
157,157,0.41480452
158,158,0.414812
159,159,0.41481927
160,160,0.41482633
161,161,0.41483322
162,162,0.41483992
163,163,0.4148465
164,164,0.41485292
165,165,0.41485924
166,166,0.41486543
167,167,0.4148715
168,168,0.4148775
169,169,0.41488343
170,170,0.4148893
171,171,0.41489515
172,172,0.41490093
173,173,0.4149067
174,174,0.41491246
175,175,0.4149182
176,176,0.41492397
177,177,0.41492972
178,178,0.41493547
179,179,0.41494125
180,180,0.41494703
181,181,0.4149528
182,182,0.41495866
183,183,0.4149645
184,184,0.4149704
185,185,0.41497633
186,186,0.41498226
187,187,0.41498825
188,188,0.41499424
189,189,0.41500026
190,190,0.41500628
191,191,0.41501233
192,192,0.41501838
193,193,0.41502443
194,194,0.41503048
195,195,0.41503653
196,196,0.41504255
197,197,0.41504857
198,198,0.4150546
199,199,0.41506055
200,200,0.4150665
201,201,0.41507244
202,202,0.41507834
203,203,0.4150842
204,204,0.41509005
205,205,0.41509587
206,206,0.41510168
207,207,0.41510746
208,208,0.4151132
209,209,0.41511896
210,210,0.41512468
211,211,0.41513038
212,212,0.4151361
213,213,0.41514176
214,214,0.41514745
215,215,0.4151531
216,216,0.41515875
217,217,0.41516438
218,218,0.41516998
219,219,0.4151756
220,220,0.4151812
221,221,0.4151868
222,222,0.41519237
223,223,0.4151979
224,224,0.41520345
225,225,0.415209
226,226,0.4152145
227,227,0.41522002
228,228,0.41522554
229,229,0.415231
230,230,0.41523647
231,231,0.41524193
232,232,0.41524735
233,233,0.4152528
234,234,0.4152582
235,235,0.4152636
236,236,0.415269
237,237,0.41527435
238,238,0.41527972
239,239,0.41528505
240,240,0.4152904
241,241,0.41529572
242,242,0.41530102
243,243,0.41530633
244,244,0.41531163
245,245,0.4153169
246,246,0.41532218
247,247,0.41532746
248,248,0.4153327
249,249,0.41533795
250,250,0.41534317
251,251,0.41534838
252,252,0.41535357
253,253,0.41535872
254,254,0.41536388
255,255,0.41536903
256,256,0.4153742
257,257,0.41537935
258,258,0.41538453
259,259,0.41538978
260,260,0.41539502
261,261,0.41540036
262,262,0.41540575
263,263,0.41541126
264,264,0.4154169
265,265,0.41542265
266,266,0.41542852
267,267,0.41543448
268,268,0.41544056
269,269,0.41544673
270,270,0.41545296
271,271,0.41545922
272,272,0.4154655
273,273,0.41547176
274,274,0.415478
275,275,0.41548413
276,276,0.41549018
277,277,0.41549614
278,278,0.41550195
279,279,0.41550767
280,280,0.41551322
281,281,0.4155186
282,282,0.4155239
283,283,0.41552895
284,284,0.41553384
285,285,0.41553852
286,286,0.41554302
287,287,0.41554728
288,288,0.41555133
289,289,0.41555518
290,290,0.41555882
291,291,0.41556224
292,292,0.41556546
293,293,0.41556853
294,294,0.41557142
295,295,0.4155742
296,296,0.41557688
