,epochs,Hp
0,0,0.2701706
1,1,0.27002814
2,2,0.26989773
3,3,0.2697743
4,4,0.2696564
5,5,0.26954412
6,6,0.26943597
7,7,0.2693328
8,8,0.2692361
9,9,0.26913518
10,10,0.2690261
11,11,0.26892084
12,12,0.26882237
13,13,0.26873127
14,14,0.26864693
15,15,0.26856834
16,16,0.268493
17,17,0.26841903
18,18,0.26833978
19,19,0.26825383
20,20,0.2681694
21,21,0.26808858
22,22,0.2680129
23,23,0.26794294
24,24,0.26787817
25,25,0.26781714
26,26,0.26775768
27,27,0.26769707
28,28,0.26763362
29,29,0.2675694
30,30,0.26750675
31,31,0.267447
32,32,0.26739052
33,33,0.26733682
34,34,0.26728487
35,35,0.26723337
36,36,0.2671806
37,37,0.26712495
38,38,0.26706746
39,39,0.26701015
40,40,0.26695418
41,41,0.2669001
42,42,0.26684785
43,43,0.26679716
44,44,0.26674727
45,45,0.2666973
46,46,0.2666466
47,47,0.26659533
48,48,0.26654434
49,49,0.26649445
50,50,0.26644605
51,51,0.2663992
52,52,0.26635352
53,53,0.26630837
54,54,0.26626295
55,55,0.26621658
56,56,0.26616937
57,57,0.26612198
58,58,0.2660751
59,59,0.26602924
60,60,0.26598448
61,61,0.2659406
62,62,0.26589724
63,63,0.2658539
64,64,0.26581043
65,65,0.26576707
66,66,0.26572418
67,67,0.2656822
68,68,0.2656413
69,69,0.26560134
70,70,0.26556206
71,71,0.265523
72,72,0.26548374
73,73,0.2654442
74,74,0.26540455
75,75,0.26536515
76,76,0.2653263
77,77,0.26528805
78,78,0.26525036
79,79,0.26521295
80,80,0.2651756
81,81,0.26513824
82,82,0.2651009
83,83,0.26506388
84,84,0.26502734
85,85,0.2649914
86,86,0.26495606
87,87,0.2649211
88,88,0.2648863
89,89,0.26485157
90,90,0.2648169
91,91,0.26478246
92,92,0.26474842
93,93,0.26471484
94,94,0.26468173
95,95,0.26464894
96,96,0.26461634
97,97,0.26458383
98,98,0.26455146
99,99,0.2645193
100,100,0.2644875
101,101,0.26445606
102,102,0.264425
103,103,0.26439422
104,104,0.26436356
105,105,0.26433298
106,106,0.26430246
107,107,0.26427212
108,108,0.26424196
109,109,0.264212
110,110,0.26418224
111,111,0.26415244
112,112,0.2641226
113,113,0.26409265
114,114,0.2640626
115,115,0.26403242
116,116,0.26400208
117,117,0.26397142
118,118,0.26394033
119,119,0.2639086
120,120,0.26387584
121,121,0.26384178
122,122,0.26380587
123,123,0.26376712
124,124,0.26372346
125,125,0.2636704
126,126,0.26359537
127,127,0.26345682
128,128,0.263267
129,129,0.26322982
130,130,0.26328832
131,131,0.26338112
132,132,0.26336288
133,133,0.26329702
134,134,0.26324895
135,135,0.26323333
136,136,0.2632477
137,137,0.2632773
138,138,0.26330063
139,139,0.2632853
140,140,0.26322547
141,141,0.26316008
142,142,0.2631609
143,143,0.26321304
144,144,0.26324624
145,145,0.26323405
146,146,0.26321948
147,147,0.2632345
148,148,0.26327255
149,149,0.2633068
150,150,0.26330894
151,151,0.26328433
152,152,0.26326513
153,153,0.26325968
154,154,0.26326317
155,155,0.26326874
156,156,0.26326877
157,157,0.2632605
158,158,0.26324812
159,159,0.2632367
160,160,0.26322955
161,161,0.26322785
162,162,0.26323053
163,163,0.26323488
164,164,0.2632374
165,165,0.26323596
166,166,0.26323223
167,167,0.2632292
168,168,0.26322854
169,169,0.26323053
170,170,0.2632346
171,171,0.26323953
172,172,0.26324406
173,173,0.26324704
174,174,0.26324823
175,175,0.26324835
176,176,0.26324844
177,177,0.26324916
178,178,0.26325083
179,179,0.2632531
180,180,0.26325518
181,181,0.26325613
182,182,0.2632553
183,183,0.26325285
184,184,0.2632498
185,185,0.26324722
186,186,0.2632458
187,187,0.2632457
188,188,0.26324677
189,189,0.26324847
190,190,0.26325026
191,191,0.26325175
192,192,0.26325294
193,193,0.2632541
194,194,0.26325557
195,195,0.2632575
196,196,0.2632599
197,197,0.26326236
198,198,0.26326463
199,199,0.26326644
200,200,0.26326784
201,201,0.26326913
202,202,0.26327062
203,203,0.2632725
204,204,0.2632748
205,205,0.26327735
206,206,0.26327986
207,207,0.26328215
208,208,0.26328418
209,209,0.26328602
210,210,0.26328793
211,211,0.26329008
212,212,0.2632925
213,213,0.26329505
214,214,0.2632976
215,215,0.2633
216,216,0.26330227
217,217,0.26330444
218,218,0.26330674
219,219,0.2633092
220,220,0.2633119
221,221,0.2633147
222,222,0.2633175
223,223,0.2633202
224,224,0.2633228
225,225,0.2633254
226,226,0.26332805
227,227,0.26333082
228,228,0.26333377
229,229,0.2633368
230,230,0.26333994
231,231,0.26334307
232,232,0.2633462
233,233,0.2633494
234,234,0.2633527
235,235,0.26335612
236,236,0.2633596
237,237,0.26336315
238,238,0.2633667
239,239,0.26337022
240,240,0.26337376
241,241,0.26337743
242,242,0.26338118
243,243,0.26338512
244,244,0.26338917
245,245,0.2633933
246,246,0.2633975
247,247,0.26340175
248,248,0.26340607
249,249,0.26341048
250,250,0.263415
251,251,0.26341963
252,252,0.26342434
253,253,0.2634291
254,254,0.2634339
255,255,0.26343876
256,256,0.2634437
257,257,0.26344872
258,258,0.26345375
259,259,0.26345888
260,260,0.26346397
261,261,0.26346913
262,262,0.2634743
263,263,0.26347947
264,264,0.2634847
265,265,0.26348996
266,266,0.26349527
267,267,0.26350057
268,268,0.2635059
269,269,0.26351124
270,270,0.26351658
271,271,0.26352194
272,272,0.2635273
273,273,0.26353273
274,274,0.26353815
275,275,0.2635436
276,276,0.2635491
277,277,0.2635546
278,278,0.26356012
279,279,0.2635657
