,t,gamma
0,0.0,6.811038e-06
1,0.01,6.781355e-06
2,0.02,6.766275e-06
3,0.03,6.764129e-06
4,0.04,6.7737255e-06
5,0.05,6.7935143e-06
6,0.06,6.8218264e-06
7,0.07,6.8552645e-06
8,0.08,6.8896566e-06
9,0.09,6.921992e-06
10,0.1,6.9475623e-06
11,0.11,6.962076e-06
12,0.12,6.9617186e-06
13,0.13,6.9426746e-06
14,0.14,6.9011007e-06
15,0.15,6.834403e-06
16,0.16,6.742761e-06
17,0.17,6.62379e-06
18,0.18,6.478772e-06
19,0.19,6.3117595e-06
20,0.2,6.125406e-06
21,0.21,5.926803e-06
22,0.22,5.725131e-06
23,0.23,5.5312366e-06
24,0.24,5.3585622e-06
25,0.25,5.223319e-06
26,0.26,5.146578e-06
27,0.27,5.149171e-06
28,0.28,5.2585456e-06
29,0.29,5.5004807e-06
30,0.3,5.908832e-06
31,0.31,6.51674e-06
32,0.32,7.3582983e-06
33,0.33,8.472518e-06
34,0.34,9.8978135e-06
35,0.35,1.1673287e-05
36,0.36,1.3841495e-05
37,0.37,1.644905e-05
38,0.38,1.9558445e-05
39,0.39,2.325736e-05
40,0.4,2.7679162e-05
41,0.41,3.301601e-05
42,0.42,3.947316e-05
43,0.43,4.7074158e-05
44,0.44,5.522661e-05
45,0.45,6.234937e-05
46,0.46,6.661605e-05
47,0.47,6.820237e-05
48,0.48,7.029556e-05
49,0.49,7.6377706e-05
50,0.5,8.7236454e-05
51,0.51,0.00010134764
52,0.52,0.00011686315
53,0.53,0.00013266456
54,0.54,0.00014834234
55,0.55,0.0001638554
56,0.56,0.00017928689
57,0.57,0.00019472602
58,0.58,0.00021022618
59,0.59,0.00022581368
60,0.6,0.00024148553
61,0.61,0.00025723083
62,0.62,0.00027302917
63,0.63,0.00028886224
64,0.64,0.00030471286
65,0.65,0.0003205703
66,0.66,0.00033642424
67,0.67,0.00035227247
68,0.68,0.0003681145
69,0.69,0.00038395365
70,0.7,0.0003997934
71,0.71,0.0004156408
72,0.72,0.0004315019
73,0.73,0.0004473839
74,0.74,0.00046329416
75,0.75,0.00047923686
