,epochs,lmbd
0,0,1.1849648
1,1,1.1855317
2,2,1.1860917
3,3,1.1866372
4,4,1.1871595
5,5,1.187649
6,6,1.1880946
7,7,1.1884863
8,8,1.1888155
9,9,1.1890775
10,10,1.189272
11,11,1.1894029
12,12,1.189477
13,13,1.1895033
14,14,1.1894922
15,15,1.1894543
16,16,1.1894008
17,17,1.1893424
18,18,1.189289
19,19,1.1892495
20,20,1.1892319
21,21,1.189241
22,22,1.1892804
23,23,1.189351
24,24,1.1894512
25,25,1.1895782
26,26,1.1897273
27,27,1.1898931
28,28,1.1900693
29,29,1.1902493
30,30,1.1904267
31,31,1.1905951
32,32,1.190749
33,33,1.1908842
34,34,1.1909972
35,35,1.1910865
36,36,1.1911521
37,37,1.1911952
38,38,1.1912181
39,39,1.1912246
40,40,1.1912185
41,41,1.191204
42,42,1.1911852
43,43,1.1911659
44,44,1.1911486
45,45,1.1911354
46,46,1.1911277
47,47,1.1911256
48,48,1.1911287
49,49,1.191136
50,50,1.1911453
51,51,1.1911548
52,52,1.1911623
53,53,1.1911654
54,54,1.1911623
55,55,1.1911516
56,56,1.1911321
57,57,1.1911036
58,58,1.1910665
59,59,1.1910216
60,60,1.1909703
61,61,1.1909142
62,62,1.1908553
63,63,1.1907957
64,64,1.190737
65,65,1.1906811
66,66,1.1906291
67,67,1.1905818
68,68,1.1905397
69,69,1.1905026
70,70,1.1904699
71,71,1.1904409
72,72,1.1904145
73,73,1.19039
74,74,1.1903664
75,75,1.1903427
76,76,1.1903188
77,77,1.1902941
78,78,1.1902689
79,79,1.1902436
80,80,1.1902184
81,81,1.1901944
82,82,1.1901721
83,83,1.1901519
84,84,1.1901348
85,85,1.1901209
86,86,1.1901104
87,87,1.1901033
88,88,1.1900994
89,89,1.1900983
90,90,1.1900994
91,91,1.1901022
92,92,1.1901063
93,93,1.190111
94,94,1.1901159
95,95,1.1901209
96,96,1.1901256
97,97,1.1901299
98,98,1.1901337
99,99,1.1901371
100,100,1.1901407
101,101,1.1901443
102,102,1.1901481
103,103,1.1901522
104,104,1.1901567
105,105,1.1901618
106,106,1.1901672
107,107,1.1901729
108,108,1.1901785
109,109,1.1901841
110,110,1.1901894
111,111,1.190194
112,112,1.190198
113,113,1.1902012
114,114,1.1902037
115,115,1.1902053
116,116,1.1902063
117,117,1.1902069
118,118,1.190207
119,119,1.1902068
