,epochs,lmbd
0,0,1.6015611
1,1,1.6022993
2,2,1.6030347
3,3,1.6037581
4,4,1.6044598
5,5,1.6051291
6,6,1.6057556
7,7,1.6063281
8,8,1.606837
9,9,1.607274
10,10,1.6076356
11,11,1.6079217
12,12,1.6081367
13,13,1.608288
14,14,1.6083859
15,15,1.6084415
16,16,1.6084671
17,17,1.6084757
18,18,1.6084791
19,19,1.6084886
20,20,1.6085136
21,21,1.6085624
22,22,1.6086401
23,23,1.60875
24,24,1.6088918
25,25,1.6090631
26,26,1.6092604
27,27,1.6094779
28,28,1.6097095
29,29,1.609948
30,30,1.6101862
31,31,1.610417
32,32,1.6106344
33,33,1.6108334
34,34,1.6110095
35,35,1.61116
36,36,1.6112843
37,37,1.6113826
38,38,1.6114568
39,39,1.6115092
40,40,1.6115438
41,41,1.6115649
42,42,1.6115766
43,43,1.6115836
44,44,1.6115901
45,45,1.6115999
46,46,1.6116158
47,47,1.6116394
48,48,1.6116717
49,49,1.6117127
50,50,1.6117613
51,51,1.6118158
52,52,1.6118735
53,53,1.6119317
54,54,1.6119874
55,55,1.6120375
56,56,1.6120799
57,57,1.612112
58,58,1.6121324
59,59,1.6121411
60,60,1.6121377
61,61,1.6121231
62,62,1.6120988
63,63,1.6120664
64,64,1.6120287
65,65,1.6119877
66,66,1.611946
67,67,1.6119051
68,68,1.6118658
69,69,1.6118294
70,70,1.6117961
71,71,1.6117657
72,72,1.6117374
73,73,1.6117102
74,74,1.611683
75,75,1.6116543
76,76,1.6116225
77,77,1.6115865
78,78,1.6115462
79,79,1.6115011
80,80,1.611452
81,81,1.6113987
82,82,1.6113424
83,83,1.611284
84,84,1.6112245
85,85,1.6111649
86,86,1.6111066
87,87,1.6110501
88,88,1.6109961
89,89,1.6109452
90,90,1.6108972
91,91,1.6108514
92,92,1.6108075
93,93,1.6107655
94,94,1.6107243
95,95,1.6106833
96,96,1.6106422
97,97,1.6106006
98,98,1.6105583
99,99,1.6105155
100,100,1.6104722
101,101,1.6104287
102,102,1.6103854
103,103,1.6103426
104,104,1.6103004
105,105,1.6102597
106,106,1.6102208
107,107,1.6101838
108,108,1.610149
109,109,1.6101162
110,110,1.6100851
111,111,1.6100554
112,112,1.6100268
113,113,1.6099992
114,114,1.6099718
115,115,1.6099446
116,116,1.6099172
117,117,1.6098899
118,118,1.6098624
119,119,1.609835
120,120,1.6098078
121,121,1.6097813
122,122,1.6097554
123,123,1.6097301
