,epochs,Hp
0,0,0.23838006
1,1,0.23828009
2,2,0.2381877
3,3,0.2381014
4,4,0.23802026
5,5,0.23794287
6,6,0.23786877
7,7,0.23779924
8,8,0.23773523
9,9,0.23767251
10,10,0.23759978
11,11,0.23751962
12,12,0.23744206
13,13,0.2373691
14,14,0.23730044
15,15,0.23723508
16,16,0.23717517
17,17,0.23711757
18,18,0.2370628
19,19,0.23701094
20,20,0.23696138
21,21,0.23691304
22,22,0.23686346
23,23,0.23680957
24,24,0.23675323
25,25,0.23669754
26,26,0.23664369
27,27,0.2365917
28,28,0.23654132
29,29,0.23649247
30,30,0.23644648
31,31,0.23640208
32,32,0.23635899
33,33,0.2363171
34,34,0.2362761
35,35,0.23623525
36,36,0.23619327
37,37,0.23614992
38,38,0.23610626
39,39,0.23606321
40,40,0.23602107
41,41,0.23597987
42,42,0.23593988
43,43,0.23590168
44,44,0.23586404
45,45,0.23582669
46,46,0.23578948
47,47,0.23575217
48,48,0.23571464
49,49,0.2356766
50,50,0.23563816
51,51,0.23559956
52,52,0.23556088
53,53,0.23552231
54,54,0.2354843
55,55,0.23544668
56,56,0.23540919
57,57,0.23537172
58,58,0.23533419
59,59,0.2352966
60,60,0.23525867
61,61,0.23522002
62,62,0.23518054
63,63,0.23514046
64,64,0.23509933
65,65,0.2350567
66,66,0.23501211
67,67,0.23496497
68,68,0.23491344
69,69,0.23485367
70,70,0.2347768
71,71,0.23466232
72,72,0.23451401
73,73,0.23440377
74,74,0.23437437
75,75,0.23440178
76,76,0.23445958
77,77,0.23451845
78,78,0.23453012
79,79,0.23448895
80,80,0.23442066
81,81,0.23436038
82,82,0.23432577
83,83,0.23432754
84,84,0.2343571
85,85,0.2343936
86,86,0.2344128
87,87,0.23439702
88,88,0.23436329
89,89,0.23433578
90,90,0.23432858
91,91,0.23434083
92,92,0.23436609
93,93,0.23439057
94,94,0.23439507
95,95,0.23437539
96,96,0.234349
97,97,0.23433037
98,98,0.23432058
99,99,0.23431727
100,100,0.23431788
101,101,0.23431933
102,102,0.23431744
103,103,0.23430867
104,104,0.23429382
105,105,0.23427683
106,106,0.2342615
107,107,0.2342502
108,108,0.23424383
109,109,0.23424178
110,110,0.23424263
111,111,0.23424454
112,112,0.23424578
113,113,0.23424536
114,114,0.23424335
115,115,0.23424058
116,116,0.23423779
117,117,0.23423539
118,118,0.23423344
119,119,0.23423162
120,120,0.2342293
121,121,0.2342257
122,122,0.23422019
123,123,0.2342127
124,124,0.23420373
125,125,0.23419419
126,126,0.23418492
127,127,0.23417652
128,128,0.23416924
129,129,0.23416318
130,130,0.23415813
131,131,0.23415379
132,132,0.23414977
133,133,0.23414576
134,134,0.23414154
135,135,0.23413713
136,136,0.23413269
137,137,0.2341284
138,138,0.2341244
139,139,0.23412076
140,140,0.23411739
141,141,0.23411416
142,142,0.2341109
143,143,0.23410746
144,144,0.23410377
145,145,0.23409979
146,146,0.23409565
147,147,0.23409146
148,148,0.23408733
149,149,0.23408335
150,150,0.23407954
151,151,0.23407581
152,152,0.23407213
153,153,0.23406841
154,154,0.23406456
155,155,0.23406065
156,156,0.2340567
157,157,0.23405284
158,158,0.23404913
159,159,0.23404567
160,160,0.23404247
161,161,0.23403947
162,162,0.23403661
163,163,0.23403376
164,164,0.23403087
165,165,0.23402786
166,166,0.23402467
167,167,0.23402134
168,168,0.2340179
169,169,0.23401439
170,170,0.23401088
171,171,0.23400734
172,172,0.23400383
173,173,0.23400031
174,174,0.23399678
175,175,0.23399328
176,176,0.23398982
177,177,0.23398642
178,178,0.2339831
179,179,0.2339799
180,180,0.23397677
181,181,0.23397373
182,182,0.23397072
183,183,0.23396772
184,184,0.2339647
185,185,0.23396166
186,186,0.23395857
187,187,0.23395549
188,188,0.23395242
189,189,0.23394936
190,190,0.23394637
191,191,0.2339434
192,192,0.23394051
193,193,0.23393767
194,194,0.23393485
195,195,0.23393211
196,196,0.23392941
197,197,0.23392677
198,198,0.2339242
199,199,0.23392166
200,200,0.23391917
201,201,0.23391673
202,202,0.23391433
203,203,0.23391198
204,204,0.23390965
205,205,0.23390737
206,206,0.23390514
207,207,0.23390293
208,208,0.23390079
209,209,0.23389867
210,210,0.2338966
211,211,0.23389454
212,212,0.23389252
213,213,0.23389052
214,214,0.23388854
215,215,0.2338866
216,216,0.2338847
217,217,0.23388286
218,218,0.23388106
219,219,0.23387928
220,220,0.23387755
221,221,0.23387586
222,222,0.23387419
223,223,0.23387255
224,224,0.23387094
225,225,0.23386936
226,226,0.2338678
227,227,0.23386624
228,228,0.23386472
229,229,0.2338632
230,230,0.2338617
231,231,0.23386021
232,232,0.23385875
233,233,0.23385727
234,234,0.23385581
235,235,0.23385437
236,236,0.2338529
237,237,0.2338514
238,238,0.2338499
239,239,0.2338484
240,240,0.23384686
241,241,0.23384531
242,242,0.23384373
243,243,0.23384213
244,244,0.23384054
245,245,0.23383892
246,246,0.23383726
247,247,0.2338356
248,248,0.2338339
249,249,0.23383218
250,250,0.23383044
251,251,0.23382865
252,252,0.23382682
253,253,0.23382492
254,254,0.23382299
255,255,0.23382097
256,256,0.23381884
257,257,0.23381662
258,258,0.23381427
259,259,0.23381178
260,260,0.23380913
261,261,0.2338063
262,262,0.23380324
263,263,0.23379996
264,264,0.23379642
265,265,0.23379257
266,266,0.23378836
267,267,0.2337837
268,268,0.23377855
269,269,0.23377275
270,270,0.23376611
271,271,0.23375839
272,272,0.2337492
273,273,0.23373796
274,274,0.23372367
275,275,0.23370428
276,276,0.23367518
277,277,0.23362277
278,278,0.23351619
279,279,0.23341206
280,280,0.23336338
281,281,0.2333677
282,282,0.23341502
283,283,0.2334616
284,284,0.2334626
285,285,0.23341349
286,286,0.2333573
287,287,0.23333651
288,288,0.23334241
289,289,0.2333775
290,290,0.23340496
291,291,0.23338252
292,292,0.23333757
293,293,0.23331825
294,294,0.2333202
295,295,0.23333561
296,296,0.23335919
297,297,0.23338237
298,298,0.23337717
299,299,0.2333333
300,300,0.23328248
301,301,0.233242
302,302,0.2332158
303,303,0.23320441
304,304,0.23320724
305,305,0.2332229
306,306,0.23324843
307,307,0.23327677
308,308,0.23329444
309,309,0.23329431
310,310,0.23328368
311,311,0.23326826
312,312,0.23325054
313,313,0.23323159
314,314,0.23321067
315,315,0.2331863
316,316,0.23315854
317,317,0.23312925
318,318,0.23310013
319,319,0.23307143
320,320,0.23304196
321,321,0.23300958
322,322,0.23297288
323,323,0.2329317
324,324,0.23288728
325,325,0.23284154
326,326,0.23279612
327,327,0.23275138
328,328,0.23270625
329,329,0.23265928
330,330,0.23261027
331,331,0.2325606
332,332,0.23251204
333,333,0.23246552
334,334,0.232421
335,335,0.23237804
336,336,0.23233677
337,337,0.23229846
338,338,0.23226455
339,339,0.23223561
340,340,0.23221105
341,341,0.23218955
342,342,0.23216987
343,343,0.23215137
344,344,0.23213388
345,345,0.23211737
346,346,0.23210254
347,347,0.23209067
348,348,0.23208158
349,349,0.2320755
350,350,0.23207249
351,351,0.23207128
352,352,0.2320722
353,353,0.23207505
354,354,0.23207834
355,355,0.23208278
356,356,0.23208821
357,357,0.23209351
358,358,0.23209913
359,359,0.23210484
360,360,0.23210981
361,361,0.2321144
362,362,0.23211904
363,363,0.23212306
364,364,0.23212701
365,365,0.2321308
366,366,0.232134
367,367,0.23213749
368,368,0.23214027
369,369,0.23214343
370,370,0.23214695
371,371,0.23215047
372,372,0.23215452
373,373,0.23215877
374,374,0.23216262
375,375,0.23216648
376,376,0.23216988
377,377,0.23217298
378,378,0.2321763
379,379,0.2321795
380,380,0.23218375
381,381,0.23218799
382,382,0.23219322
383,383,0.23220012
384,384,0.23220736
385,385,0.23221533
386,386,0.23222484
387,387,0.23223405
388,388,0.23224275
389,389,0.2322521
390,390,0.23226102
391,391,0.23226891
392,392,0.23227653
393,393,0.23228435
394,394,0.2322914
395,395,0.23229755
396,396,0.23230374
397,397,0.23230991
398,398,0.23231553
399,399,0.23232113
400,400,0.23232733
401,401,0.23233366
402,402,0.23233972
403,403,0.23234598
404,404,0.23235214
405,405,0.23235776
406,406,0.23236346
407,407,0.23236956
408,408,0.23237573
409,409,0.2323823
410,410,0.23238929
411,411,0.23239611
412,412,0.232403
413,413,0.23240976
414,414,0.2324162
415,415,0.23242287
416,416,0.23242939
417,417,0.23243618
418,418,0.2324432
419,419,0.2324503
420,420,0.23245782
421,421,0.23246524
422,422,0.23247282
423,423,0.23248026
424,424,0.23248763
425,425,0.23249495
426,426,0.2325021
427,427,0.2325094
428,428,0.23251657
429,429,0.23252414
430,430,0.23253167
431,431,0.23253965
432,432,0.23254777
433,433,0.23255618
434,434,0.23256467
435,435,0.23257306
436,436,0.23258139
437,437,0.23258927
438,438,0.23259722
439,439,0.23260486
440,440,0.23261295
441,441,0.2326212
442,442,0.2326299
443,443,0.23263888
444,444,0.2326478
445,445,0.23265673
446,446,0.23266506
447,447,0.23267333
448,448,0.23268119
449,449,0.23268929
450,450,0.23269758
451,451,0.2327062
452,452,0.23271514
453,453,0.23272397
454,454,0.23273279
455,455,0.23274116
456,456,0.23274952
457,457,0.23275769
458,458,0.23276608
459,459,0.23277463
460,460,0.23278342
461,461,0.23279239
462,462,0.23280132
463,463,0.23281029
464,464,0.23281908
465,465,0.23282792
466,466,0.23283659
467,467,0.23284549
468,468,0.23285434
469,469,0.2328635
470,470,0.2328727
471,471,0.23288213
472,472,0.23289149
473,473,0.23290081
474,474,0.23290995
475,475,0.23291892
476,476,0.23292778
477,477,0.23293658
478,478,0.23294552
479,479,0.23295447
480,480,0.23296368
481,481,0.23297285
482,482,0.2329822
483,483,0.2329914
484,484,0.23300077
485,485,0.23300992
486,486,0.2330193
487,487,0.23302853
488,488,0.23303804
489,489,0.23304749
490,490,0.2330571
491,491,0.2330666
492,492,0.23307604
493,493,0.23308532
494,494,0.23309444
495,495,0.23310357
496,496,0.23311259
497,497,0.23312186
498,498,0.2331311
499,499,0.2331407
500,500,0.23315021
501,501,0.2331601
502,502,0.23316982
503,503,0.23317981
504,504,0.23318972
505,505,0.23319969
506,506,0.2332095
507,507,0.23321919
508,508,0.23322877
509,509,0.23323818
510,510,0.23324767
511,511,0.23325707
512,512,0.23326679
513,513,0.23327637
514,514,0.23328635
515,515,0.23329619
516,516,0.23330641
517,517,0.23331665
518,518,0.23332706
519,519,0.23333748
520,520,0.23334767
521,521,0.23335774
522,522,0.23336732
523,523,0.23337701
524,524,0.23338641
525,525,0.2333963
526,526,0.23340635
527,527,0.23341686
528,528,0.23342748
529,529,0.23343801
530,530,0.23344837
531,531,0.23345822
532,532,0.23346798
533,533,0.23347738
534,534,0.23348725
535,535,0.23349728
536,536,0.23350792
537,537,0.23351884
538,538,0.23352985
539,539,0.23354074
540,540,0.23355108
541,541,0.2335612
542,542,0.23357078
543,543,0.23358072
544,544,0.2335908
545,545,0.23360157
546,546,0.23361278
547,547,0.2336241
548,548,0.23363535
549,549,0.2336458
550,550,0.23365602
551,551,0.23366559
552,552,0.23367554
553,553,0.23368594
554,554,0.23369688
555,555,0.2337083
556,556,0.23371947
557,557,0.23373048
558,558,0.23374061
559,559,0.23375067
560,560,0.2337606
561,561,0.233771
562,562,0.2337818
563,563,0.2337929
564,564,0.23380414
565,565,0.23381504
566,566,0.23382583
567,567,0.23383614
568,568,0.2338467
569,569,0.23385708
570,570,0.23386806
571,571,0.23387931
572,572,0.23389095
573,573,0.23390274
574,574,0.2339142
575,575,0.23392542
576,576,0.23393582
577,577,0.23394625
578,578,0.2339565
579,579,0.2339674
580,580,0.23397878
581,581,0.2339905
582,582,0.23400232
583,583,0.2340135
584,584,0.23402433
585,585,0.23403442
586,586,0.23404479
587,587,0.2340554
588,588,0.23406668
589,589,0.2340784
590,590,0.23409022
591,591,0.23410194
592,592,0.23411292
593,593,0.23412369
594,594,0.2341339
595,595,0.23414458
596,596,0.23415558
597,597,0.23416726
598,598,0.23417932
599,599,0.2341913
600,600,0.23420307
601,601,0.23421393
602,602,0.23422463
603,603,0.23423487
604,604,0.23424566
605,605,0.23425695
606,606,0.2342688
607,607,0.23428093
608,608,0.23429266
609,609,0.23430406
610,610,0.23431455
611,611,0.23432513
612,612,0.23433569
613,613,0.23434694
614,614,0.23435868
615,615,0.23437072
616,616,0.23438275
617,617,0.23439418
618,618,0.23440531
619,619,0.23441575
620,620,0.23442653
621,621,0.23443733
622,622,0.23444892
623,623,0.234461
624,624,0.23447326
625,625,0.2344855
626,626,0.23449694
627,627,0.23450807
628,628,0.23451847
629,629,0.23452924
630,630,0.23454049
631,631,0.23455231
632,632,0.23456454
633,633,0.23457643
634,634,0.23458812
635,635,0.23459882
636,636,0.2346096
637,637,0.23462048
638,638,0.23463196
639,639,0.2346439
640,640,0.23465598
641,641,0.23466803
642,642,0.23467943
643,643,0.23469077
644,644,0.23470163
645,645,0.23471297
