,epochs,lmbd
0,0,1.1002496
1,1,1.1007452
2,2,1.1012421
3,3,1.1017334
4,4,1.1022139
5,5,1.1026778
6,6,1.1031195
7,7,1.1035341
8,8,1.1039175
9,9,1.1042672
10,10,1.1045831
11,11,1.1048666
12,12,1.1051215
13,13,1.1053534
14,14,1.1055685
15,15,1.105774
16,16,1.1059763
17,17,1.1061814
18,18,1.1063935
19,19,1.1066158
20,20,1.1068494
21,21,1.1070942
22,22,1.1073481
23,23,1.1076084
24,24,1.1078713
25,25,1.1081324
26,26,1.1083876
27,27,1.1086332
28,28,1.1088655
29,29,1.1090823
30,30,1.1092825
31,31,1.109466
32,32,1.1096336
33,33,1.1097876
34,34,1.1099304
35,35,1.110065
36,36,1.1101941
37,37,1.1103203
38,38,1.1104461
39,39,1.1105721
40,40,1.1106985
41,41,1.1108248
42,42,1.11095
43,43,1.1110718
44,44,1.1111887
45,45,1.1112978
46,46,1.1113973
47,47,1.1114852
48,48,1.1115607
49,49,1.1116234
50,50,1.1116736
51,51,1.1117122
52,52,1.1117413
53,53,1.1117625
54,54,1.1117777
55,55,1.1117886
56,56,1.1117963
57,57,1.1118011
58,58,1.1118033
59,59,1.1118026
60,60,1.1117977
61,61,1.1117874
62,62,1.111771
63,63,1.1117477
64,64,1.1117172
65,65,1.1116792
66,66,1.1116341
67,67,1.1115826
68,68,1.1115259
69,69,1.1114649
70,70,1.1114005
71,71,1.1113337
72,72,1.1112648
73,73,1.1111941
74,74,1.1111218
75,75,1.1110476
76,76,1.1109713
77,77,1.110893
78,78,1.1108125
79,79,1.1107299
80,80,1.1106452
81,81,1.1105589
82,82,1.1104711
83,83,1.1103824
84,84,1.110293
85,85,1.110203
86,86,1.1101131
87,87,1.1100233
88,88,1.1099341
89,89,1.1098456
90,90,1.1097577
91,91,1.1096703
92,92,1.1095836
93,93,1.1094977
94,94,1.1094124
95,95,1.1093282
96,96,1.1092447
97,97,1.1091627
98,98,1.109082
99,99,1.1090033
100,100,1.1089259
101,101,1.1088506
102,102,1.108777
103,103,1.1087053
104,104,1.1086353
105,105,1.1085671
106,106,1.108501
107,107,1.1084367
108,108,1.1083744
109,109,1.108314
110,110,1.1082555
111,111,1.1081988
112,112,1.1081439
113,113,1.1080908
114,114,1.1080395
115,115,1.1079899
116,116,1.1079422
117,117,1.1078962
118,118,1.1078519
119,119,1.1078093
120,120,1.1077683
121,121,1.1077288
122,122,1.1076908
123,123,1.1076541
124,124,1.1076182
125,125,1.1075836
126,126,1.1075501
127,127,1.1075174
128,128,1.1074855
129,129,1.1074544
130,130,1.1074241
131,131,1.1073946
132,132,1.1073657
133,133,1.1073375
134,134,1.1073098
135,135,1.1072826
136,136,1.1072557
137,137,1.1072289
138,138,1.107202
139,139,1.1071754
140,140,1.1071486
141,141,1.1071221
142,142,1.1070957
143,143,1.1070696
144,144,1.1070435
145,145,1.1070174
146,146,1.106991
147,147,1.1069645
148,148,1.1069378
149,149,1.1069108
150,150,1.1068838
151,151,1.1068566
152,152,1.1068292
153,153,1.1068019
154,154,1.1067744
155,155,1.1067473
156,156,1.10672
157,157,1.1066929
158,158,1.106666
159,159,1.106639
160,160,1.1066117
161,161,1.1065844
162,162,1.1065569
163,163,1.1065296
164,164,1.1065022
165,165,1.1064751
166,166,1.1064484
167,167,1.106422
168,168,1.1063958
169,169,1.1063699
170,170,1.1063439
171,171,1.1063181
172,172,1.1062925
173,173,1.106267
174,174,1.1062416
175,175,1.1062163
176,176,1.1061913
177,177,1.1061665
178,178,1.1061419
179,179,1.1061177
180,180,1.1060936
181,181,1.1060698
182,182,1.1060464
183,183,1.1060234
184,184,1.1060007
185,185,1.1059779
186,186,1.1059554
187,187,1.1059333
188,188,1.1059114
189,189,1.1058897
190,190,1.1058682
191,191,1.105847
192,192,1.1058263
193,193,1.1058059
194,194,1.1057857
195,195,1.105766
196,196,1.1057465
197,197,1.1057272
198,198,1.105708
199,199,1.105689
200,200,1.1056706
201,201,1.1056521
202,202,1.1056341
203,203,1.1056166
204,204,1.1055994
205,205,1.1055826
206,206,1.105566
207,207,1.1055496
208,208,1.1055332
209,209,1.1055171
210,210,1.1055013
211,211,1.1054857
212,212,1.1054702
213,213,1.1054549
214,214,1.1054401
215,215,1.1054256
216,216,1.1054114
217,217,1.1053973
218,218,1.1053834
219,219,1.1053698
220,220,1.1053563
221,221,1.1053432
222,222,1.1053301
223,223,1.1053176
224,224,1.105305
225,225,1.1052923
226,226,1.1052798
227,227,1.1052675
228,228,1.1052556
229,229,1.1052439
230,230,1.1052326
231,231,1.1052214
232,232,1.1052107
233,233,1.1051998
234,234,1.1051891
235,235,1.1051784
236,236,1.1051677
237,237,1.1051573
238,238,1.105147
239,239,1.1051371
240,240,1.1051273
241,241,1.1051178
242,242,1.1051084
243,243,1.1050993
244,244,1.1050905
245,245,1.1050817
246,246,1.105073
247,247,1.1050643
248,248,1.1050557
249,249,1.1050475
250,250,1.1050392
251,251,1.1050311
252,252,1.105023
253,253,1.1050152
254,254,1.1050075
255,255,1.1050001
256,256,1.1049929
257,257,1.1049855
258,258,1.1049783
259,259,1.1049714
260,260,1.1049646
261,261,1.1049578
262,262,1.1049513
263,263,1.1049448
264,264,1.1049386
