,t,gamma
0,0.0,4.2113663e-07
1,0.01,7.815659e-07
2,0.02,1.0371805e-06
3,0.03,1.1936725e-06
4,0.04,1.2618602e-06
5,0.05,1.2555123e-06
6,0.06,1.1909902e-06
7,0.07,1.0881722e-06
8,0.08,9.71377e-07
9,0.09,8.6510187e-07
10,0.1,7.9432135e-07
11,0.11,7.860661e-07
12,0.12,8.6364156e-07
13,0.13,1.0491015e-06
14,0.14,1.3640822e-06
15,0.15,1.8328727e-06
16,0.16,2.4937988e-06
17,0.17,3.4165087e-06
18,0.18,4.7483445e-06
19,0.19,6.770283e-06
20,0.2,9.985537e-06
21,0.21,1.518488e-05
22,0.22,2.3393572e-05
23,0.23,3.5514266e-05
24,0.24,5.1604184e-05
25,0.25,7.030824e-05
26,0.26,8.948663e-05
27,0.27,0.000107948516
28,0.28,0.00012609643
29,0.29,0.0001446665
30,0.3,0.00016367994
31,0.31,0.00018271536
32,0.32,0.00020147122
33,0.33,0.00021991898
34,0.34,0.00023817313
35,0.35,0.00025637494
36,0.36,0.00027462805
37,0.37,0.00029298774
38,0.38,0.00031147324
39,0.39,0.0003300793
40,0.4,0.0003487872
41,0.41,0.00036757035
42,0.42,0.00038640367
43,0.43,0.00040526397
44,0.44,0.0004241355
45,0.45,0.0004429984
46,0.46,0.00046184566
47,0.47,0.00048066778
48,0.48,0.0004994623
49,0.49,0.000518227
50,0.5,0.00053696375
51,0.51,0.0005556717
52,0.52,0.00057435577
53,0.53,0.0005930188
54,0.54,0.000611666
55,0.55,0.00063029886
56,0.56,0.0006489246
57,0.57,0.00066754274
58,0.58,0.0006861592
59,0.59,0.00070477824
60,0.6,0.00072340056
61,0.61,0.0007420306
62,0.62,0.0007606688
63,0.63,0.000779318
64,0.64,0.00079797977
65,0.65,0.00081665546
66,0.66,0.000835344
67,0.67,0.0008540452
68,0.68,0.0008727607
69,0.69,0.00089148595
70,0.7,0.00091022043
71,0.71,0.0009289612
72,0.72,0.0009477023
73,0.73,0.00096644193
74,0.74,0.0009851725
75,0.75,0.0010038889
76,0.76,0.0010225825
77,0.77,0.0010412507
78,0.78,0.0010598848
79,0.79,0.0010784821
80,0.8,0.0010970406
81,0.81,0.0011155643
82,0.82,0.0011340583
83,0.83,0.0011525358
84,0.84,0.0011710139
85,0.85,0.0011895172
86,0.86,0.001208079
87,0.87,0.0012267316
88,0.88,0.0012455068
89,0.89,0.001264432
90,0.9,0.0012835248
91,0.91,0.0013027756
92,0.92,0.0013221477
93,0.93,0.0013415649
94,0.94,0.001360906
95,0.95,0.0013799962
96,0.96,0.0013986112
97,0.97,0.0014164824
98,0.98,0.001433305
99,0.99,0.0014487503
100,1.0,0.0014624875
101,1.0,0.0014624875
102,1.02,0.0014836127
103,1.04,0.00149481
104,1.06,0.0014966837
105,1.08,0.0014953271
106,1.1,0.0014970963
107,1.12,0.0014980088
108,1.14,0.0014965873
109,1.16,0.0014965661
110,1.18,0.0014979561
111,1.2,0.0014991388
112,1.22,0.0014994398
113,1.24,0.0014990194
114,1.26,0.0014983044
115,1.28,0.0014976937
116,1.3,0.0014974794
117,1.32,0.0014978432
118,1.34,0.0014988779
119,1.36,0.0015006064
120,1.38,0.0015029983
121,1.4,0.001505991
122,1.42,0.001509506
123,1.44,0.0015135072
124,1.46,0.0015180791
125,1.48,0.0015235943
126,1.5,0.0015309297
127,1.52,0.0015416638
128,1.54,0.0015579258
129,1.56,0.0015814995
130,1.58,0.0016123763
131,1.6,0.0016482049
132,1.62,0.0016858941
133,1.64,0.0017236939
134,1.66,0.0017613613
135,1.68,0.001799079
136,1.7,0.0018368756
137,1.72,0.0018746272
138,1.74,0.0019122098
139,1.76,0.0019495484
140,1.78,0.0019866296
141,1.8,0.0020235032
142,1.82,0.0020602448
143,1.84,0.0020969517
144,1.86,0.002133714
145,1.88,0.0021706056
146,1.9,0.0022076657
147,1.92,0.0022449046
148,1.94,0.00228231
149,1.96,0.002319847
150,1.98,0.0023574717
151,2.0,0.0023951451
152,2.02,0.0024328278
153,2.04,0.002470493
154,2.06,0.0025081225
155,2.08,0.0025457107
156,2.1,0.0025832562
157,2.12,0.002620766
158,2.14,0.0026582472
159,2.16,0.0026957088
160,2.18,0.0027331572
161,2.2,0.0027705966
162,2.22,0.002808029
163,2.24,0.0028454512
164,2.26,0.0028828615
165,2.28,0.0029202537
166,2.3,0.0029576235
167,2.32,0.0029949646
168,2.34,0.0030322745
169,2.36,0.003069552
170,2.38,0.0031067976
171,2.4,0.003144015
172,2.42,0.0031812098
173,2.44,0.0032183903
174,2.46,0.0032555666
175,2.48,0.0032927503
176,2.5,0.0033299553
177,2.52,0.003367193
178,2.54,0.0034044767
179,2.56,0.0034418185
180,2.58,0.003479226
181,2.6,0.0035167087
182,2.62,0.0035542643
183,2.64,0.0035918907
184,2.66,0.0036295725
185,2.68,0.0036672861
186,2.7,0.003704996
187,2.72,0.003742657
188,2.74,0.0037802116
189,2.76,0.0038176104
190,2.78,0.0038548196
191,2.8,0.0038918536
192,2.82,0.0039287945
193,2.84,0.003965808
194,2.86,0.0040030996
195,2.88,0.004040782
196,2.9,0.0040786527
197,2.92,0.0041161035
198,2.94,0.004152832
199,2.96,0.00419041
200,2.98,0.0042288546
201,3.0,0.0042567574
202,3.0,0.0042567574
203,3.02,0.0042649168
204,3.04,0.004260558
205,3.06,0.0042691985
206,3.08,0.0042740544
207,3.1,0.0042726835
208,3.12,0.004272729
209,3.14,0.0042745657
210,3.16,0.004277067
211,3.18,0.004279443
212,3.2,0.0042813043
