,t,gamma
0,0.0,-9.258018e-06
1,0.01,-9.306476e-06
2,0.02,-9.361074e-06
3,0.03,-9.418294e-06
4,0.04,-9.474859e-06
5,0.05,-9.527371e-06
6,0.06,-9.57273e-06
7,0.07,-9.608373e-06
8,0.08,-9.632513e-06
9,0.09,-9.6425865e-06
10,0.1,-9.63758e-06
11,0.11,-9.6164795e-06
12,0.12,-9.579048e-06
13,0.13,-9.525642e-06
14,0.14,-9.456263e-06
15,0.15,-9.372578e-06
16,0.16,-9.275482e-06
17,0.17,-9.167657e-06
18,0.18,-9.050176e-06
19,0.19,-8.927807e-06
20,0.2,-8.801684e-06
21,0.21,-8.6753225e-06
22,0.22,-8.55206e-06
23,0.23,-8.435473e-06
24,0.24,-8.32747e-06
25,0.25,-8.231387e-06
26,0.26,-8.149728e-06
27,0.27,-8.08464e-06
28,0.28,-8.037255e-06
29,0.29,-8.0066175e-06
30,0.3,-7.994398e-06
31,0.31,-7.9988695e-06
32,0.32,-8.015499e-06
33,0.33,-8.041487e-06
34,0.34,-8.071051e-06
35,0.35,-8.093581e-06
36,0.36,-8.102045e-06
37,0.37,-8.081779e-06
38,0.38,-8.017585e-06
39,0.39,-7.8921175e-06
40,0.4,-7.68374e-06
41,0.41,-7.369027e-06
42,0.42,-6.921038e-06
43,0.43,-6.3116404e-06
44,0.44,-5.5109713e-06
45,0.45,-4.4913145e-06
46,0.46,-3.2285304e-06
47,0.47,-1.7064662e-06
48,0.48,7.541478e-08
49,0.49,2.091542e-06
50,0.5,4.2808206e-06
51,0.51,6.5287504e-06
52,0.52,8.655445e-06
53,0.53,1.0425523e-05
54,0.54,1.1602537e-05
55,0.55,1.2119845e-05
56,0.56,1.2400046e-05
57,0.57,1.36081735e-05
58,0.58,1.704146e-05
59,0.59,2.2050159e-05
60,0.6,2.5433079e-05
61,0.61,2.6097076e-05
62,0.62,2.771245e-05
63,0.63,3.3689335e-05
64,0.64,4.4017183e-05
65,0.65,5.709307e-05
66,0.66,7.1596405e-05
67,0.67,8.684813e-05
68,0.68,0.00010258596
69,0.69,0.000118725824
70,0.7,0.00013524525
71,0.71,0.00015213339
72,0.72,0.00016938361
73,0.73,0.00018697839
74,0.74,0.00020490112
75,0.75,0.0002231319
76,0.76,0.00024164804
77,0.77,0.00026042838
78,0.78,0.0002794488
79,0.79,0.00029868633
80,0.8,0.0003181196
81,0.81,0.0003377241
82,0.82,0.00035747542
83,0.83,0.00037734822
84,0.84,0.00039731766
85,0.85,0.0004173583
86,0.86,0.00043744454
87,0.87,0.0004575468
88,0.88,0.00047764595
89,0.89,0.00049771165
90,0.9,0.00051772274
91,0.91,0.0005376557
92,0.92,0.0005574882
93,0.93,0.0005771903
94,0.94,0.00059673167
95,0.95,0.0006160627
96,0.96,0.00063510315
97,0.97,0.0006537239
98,0.98,0.0006716948
99,0.99,0.00068860606
100,1.0,0.00070371624
101,1.0,0.00070371624
102,1.02,0.0007231221
103,1.04,0.00072419515
104,1.06,0.00072174636
105,1.08,0.00071736675
106,1.1,0.0007161514
107,1.12,0.0007172879
108,1.14,0.000719117
109,1.16,0.0007203047
