,epochs,mu
0,0,0.68655133
1,1,0.6862169
2,2,0.68589985
3,3,0.68560207
4,4,0.6853319
5,5,0.68508744
6,6,0.68485993
7,7,0.68463784
8,8,0.68441564
9,9,0.684187
10,10,0.6839485
11,11,0.6837005
12,12,0.6834456
13,13,0.68318796
14,14,0.68293285
15,15,0.6826858
16,16,0.6824522
17,17,0.6822372
18,18,0.6820455
19,19,0.6818808
20,20,0.68174475
21,21,0.6816372
22,22,0.6815564
23,23,0.68149924
24,24,0.68146217
25,25,0.681442
26,26,0.68143636
27,27,0.68144333
28,28,0.681462
29,29,0.6814921
30,30,0.6815341
31,31,0.6815887
32,32,0.68165654
33,33,0.6817378
34,34,0.68183273
35,35,0.68194133
36,36,0.6820631
37,37,0.6821968
38,38,0.6823403
39,39,0.6824909
40,40,0.6826453
41,41,0.68280053
42,42,0.68295354
43,43,0.68310195
44,44,0.6832442
45,45,0.68337923
46,46,0.6835066
47,47,0.68362635
48,48,0.683739
49,49,0.6838451
50,50,0.6839452
51,51,0.6840393
52,52,0.68412745
53,53,0.6842093
54,54,0.6842842
55,55,0.6843513
56,56,0.6844098
57,57,0.68445915
58,58,0.6844993
59,59,0.6845305
60,60,0.6845533
61,61,0.684569
62,62,0.68457866
63,63,0.6845839
64,64,0.6845858
65,65,0.68458503
66,66,0.68458205
67,67,0.6845766
68,68,0.6845682
69,69,0.6845566
70,70,0.68454146
71,71,0.6845232
72,72,0.6845024
73,73,0.6844801
74,74,0.68445724
75,75,0.6844349
76,76,0.68441373
77,77,0.6843944
78,78,0.68437696
79,79,0.6843611
80,80,0.6843465
81,81,0.6843328
82,82,0.68431985
83,83,0.68430775
84,84,0.68429685
85,85,0.6842875
86,86,0.68428004
87,87,0.6842747
88,88,0.68427145
89,89,0.68427026
90,90,0.6842709
91,91,0.684273
92,92,0.6842761
93,93,0.68427986
94,94,0.684284
95,95,0.68428856
96,96,0.6842938
97,97,0.68429977
98,98,0.6843066
99,99,0.6843143
100,100,0.6843227
101,101,0.6843316
102,102,0.68434066
103,103,0.68434954
104,104,0.68435794
105,105,0.68436587
106,106,0.6843734
107,107,0.68438053
108,108,0.68438745
109,109,0.6843942
110,110,0.6844007
111,111,0.684407
112,112,0.684413
113,113,0.6844188
114,114,0.6844243
115,115,0.68442947
116,116,0.68443453
117,117,0.6844396
118,118,0.68444467
119,119,0.68444985
120,120,0.6844553
121,121,0.6844607
122,122,0.6844663
123,123,0.68447185
124,124,0.68447727
125,125,0.6844826
126,126,0.6844877
127,127,0.68449277
128,128,0.6844978
129,129,0.68450266
130,130,0.6845075
131,131,0.6845122
132,132,0.6845168
133,133,0.6845211
134,134,0.6845252
135,135,0.68452895
136,136,0.68453234
137,137,0.68453544
138,138,0.68453825
139,139,0.68454075
140,140,0.684543
141,141,0.6845451
142,142,0.6845469
143,143,0.6845485
144,144,0.68455
145,145,0.6845513
146,146,0.68455243
147,147,0.68455356
148,148,0.68455464
149,149,0.68455577
150,150,0.68455696
151,151,0.6845584
152,152,0.6845598
153,153,0.6845615
154,154,0.68456316
155,155,0.684565
156,156,0.6845669
157,157,0.6845689
158,158,0.6845709
159,159,0.68457305
160,160,0.6845752
161,161,0.6845774
162,162,0.6845796
163,163,0.6845817
164,164,0.68458384
165,165,0.68458587
166,166,0.68458784
