,epochs,lmbd
0,0,0.15884377
1,1,0.15876803
2,2,0.15869933
3,3,0.15864536
4,4,0.15861459
5,5,0.1586101
6,6,0.15862818
7,7,0.15866306
8,8,0.15871003
9,9,0.15876582
10,10,0.15882823
11,11,0.15889579
12,12,0.15896745
13,13,0.15904248
14,14,0.15912032
15,15,0.15920058
16,16,0.15928294
17,17,0.15936711
18,18,0.15945293
19,19,0.15954022
20,20,0.15962882
21,21,0.15971863
22,22,0.15980956
23,23,0.15990148
24,24,0.15999433
25,25,0.16008806
26,26,0.16018261
27,27,0.1602779
28,28,0.1603739
29,29,0.16047053
30,30,0.16056779
31,31,0.1606656
32,32,0.16076393
33,33,0.16086271
34,34,0.16096188
35,35,0.16106139
36,36,0.16116117
37,37,0.16126117
38,38,0.16136132
39,39,0.16146159
40,40,0.16156189
41,41,0.1616622
42,42,0.16176243
43,43,0.16186252
44,44,0.16196245
45,45,0.16206214
46,46,0.16216151
47,47,0.16226052
48,48,0.16235912
49,49,0.16245724
50,50,0.16255483
51,51,0.16265185
52,52,0.16274826
53,53,0.16284402
54,54,0.16293909
55,55,0.16303343
56,56,0.163127
57,57,0.16321978
58,58,0.16331175
59,59,0.16340286
60,60,0.16349308
61,61,0.16358241
62,62,0.1636708
63,63,0.16375822
64,64,0.16384465
65,65,0.16393007
66,66,0.16401446
67,67,0.16409777
68,68,0.16418003
69,69,0.16426118
70,70,0.1643412
71,71,0.16442011
72,72,0.1644979
73,73,0.16457452
74,74,0.16465
75,75,0.1647243
76,76,0.16479744
77,77,0.16486941
78,78,0.1649402
79,79,0.16500977
80,80,0.16507813
81,81,0.16514526
82,82,0.1652112
83,83,0.16527589
84,84,0.16533932
85,85,0.16540153
86,86,0.16546248
87,87,0.16552217
88,88,0.1655806
89,89,0.1656378
90,90,0.16569376
91,91,0.16574848
92,92,0.16580197
93,93,0.16585426
94,94,0.16590533
95,95,0.16595519
96,96,0.16600385
97,97,0.16605136
98,98,0.16609769
99,99,0.16614287
100,100,0.1661869
101,101,0.1662298
102,102,0.1662716
103,103,0.16631228
104,104,0.16635187
105,105,0.16639039
106,106,0.16642784
107,107,0.16646422
108,108,0.1664996
109,109,0.16653393
110,110,0.16656727
111,111,0.16659963
112,112,0.16663103
113,113,0.16666147
114,114,0.16669099
115,115,0.16671959
116,116,0.16674732
117,117,0.16677417
118,118,0.16680017
119,119,0.16682534
120,120,0.1668497
121,121,0.16687326
122,122,0.16689605
123,123,0.16691807
124,124,0.16693938
125,125,0.16695996
126,126,0.16697983
127,127,0.16699904
128,128,0.16701756
129,129,0.16703545
130,130,0.16705269
131,131,0.16706927
132,132,0.16708514
133,133,0.16710022
134,134,0.16711436
135,135,0.16712748
136,136,0.16713946
137,137,0.16715023
138,138,0.16715965
139,139,0.16716753
140,140,0.16717374
141,141,0.16717815
142,142,0.16718064
143,143,0.16718106
144,144,0.16717929
145,145,0.16717519
146,146,0.16716863
147,147,0.1671595
148,148,0.16714767
149,149,0.1671331
150,150,0.1671157
151,151,0.16709545
152,152,0.16707228
153,153,0.1670462
154,154,0.16701724
155,155,0.1669854
156,156,0.1669507
157,157,0.16691324
158,158,0.16687311
159,159,0.16683038
160,160,0.16678514
161,161,0.16673756
162,162,0.16668774
163,163,0.16663584
164,164,0.16658202
165,165,0.16652642
166,166,0.16646925
167,167,0.16641064
168,168,0.16635077
169,169,0.16628982
170,170,0.16622797
171,171,0.16616537
172,172,0.16610217
173,173,0.16603854
174,174,0.16597463
175,175,0.16591059
176,176,0.16584653
177,177,0.16578257
178,178,0.16571885
179,179,0.16565545
180,180,0.16559246
181,181,0.16553
182,182,0.16546814
183,183,0.16540694
184,184,0.16534649
185,185,0.16528684
186,186,0.16522805
187,187,0.16517018
188,188,0.16511329
189,189,0.1650574
190,190,0.16500258
191,191,0.16494885
192,192,0.16489626
193,193,0.16484487
194,194,0.16479465
195,195,0.16474566
196,196,0.16469792
197,197,0.16465145
198,198,0.16460626
199,199,0.16456236
200,200,0.16451977
201,201,0.16447848
202,202,0.16443847
203,203,0.16439976
204,204,0.16436234
205,205,0.16432618
206,206,0.16429126
207,207,0.16425757
208,208,0.16422509
209,209,0.16419378
210,210,0.16416365
211,211,0.16413462
212,212,0.16410668
213,213,0.16407982
214,214,0.16405399
215,215,0.16402917
216,216,0.16400531
217,217,0.16398239
218,218,0.16396038
219,219,0.16393925
220,220,0.16391897
221,221,0.16389951
222,222,0.16388085
223,223,0.16386296
224,224,0.16384578
225,225,0.1638293
226,226,0.1638135
227,227,0.16379836
228,228,0.16378383
229,229,0.1637699
230,230,0.16375655
231,231,0.16374373
232,232,0.16373144
233,233,0.16371965
234,234,0.16370834
235,235,0.1636975
236,236,0.16368708
237,237,0.16367708
238,238,0.16366749
239,239,0.16365828
240,240,0.16364941
241,241,0.1636409
242,242,0.1636327
243,243,0.16362484
244,244,0.16361728
245,245,0.16361
246,246,0.16360301
247,247,0.16359629
248,248,0.1635898
249,249,0.16358355
