,epochs,mu
0,0,0.4143008
1,1,0.4140944
2,2,0.4138881
3,3,0.41368192
4,4,0.41347596
5,5,0.41327026
6,6,0.41306478
7,7,0.41285962
8,8,0.41265485
9,9,0.4124505
10,10,0.41224656
11,11,0.41204315
12,12,0.4118403
13,13,0.41163802
14,14,0.41143638
15,15,0.4112354
16,16,0.41103515
17,17,0.41083565
18,18,0.410637
19,19,0.41043916
20,20,0.41024223
21,21,0.41004625
22,22,0.4098512
23,23,0.40965718
24,24,0.4094642
25,25,0.4092723
26,26,0.40908158
27,27,0.408892
28,28,0.40870368
29,29,0.40851682
30,30,0.4083335
31,31,0.40815812
32,32,0.40798905
33,33,0.40782547
34,34,0.4076667
35,35,0.40751165
36,36,0.40735966
37,37,0.40721035
38,38,0.40706384
39,39,0.4069206
40,40,0.40678152
41,41,0.40664715
42,42,0.40651664
43,43,0.40639132
44,44,0.406272
45,45,0.4061586
46,46,0.40605095
47,47,0.40594962
48,48,0.40585348
49,49,0.40576106
50,50,0.4056711
51,51,0.4055827
52,52,0.40549558
53,53,0.40540972
54,54,0.40532488
55,55,0.40524104
56,56,0.4051582
57,57,0.4050762
58,58,0.40499502
59,59,0.40491483
60,60,0.40483582
61,61,0.40475845
62,62,0.40468305
63,63,0.40461004
64,64,0.40453953
65,65,0.40447137
66,66,0.40440574
67,67,0.40434286
68,68,0.40428275
69,69,0.40422535
70,70,0.4041706
71,71,0.40411848
72,72,0.4040689
73,73,0.40402174
74,74,0.40397686
75,75,0.40393418
76,76,0.40389368
77,77,0.40385547
78,78,0.40381953
79,79,0.4037859
80,80,0.40375456
81,81,0.40372548
82,82,0.40369856
83,83,0.40367365
84,84,0.40365058
85,85,0.40362912
86,86,0.40360916
87,87,0.4035907
88,88,0.40357375
89,89,0.4035583
90,90,0.40354428
91,91,0.40353152
92,92,0.4035199
93,93,0.40350926
94,94,0.4034994
95,95,0.40349028
96,96,0.40348178
97,97,0.4034739
98,98,0.40346667
99,99,0.40346012
100,100,0.40345418
101,101,0.40344894
102,102,0.40344426
103,103,0.40344018
104,104,0.40343654
105,105,0.40343338
106,106,0.40343055
107,107,0.40342814
108,108,0.40342608
109,109,0.40342444
110,110,0.4034232
111,111,0.40342227
112,112,0.40342167
113,113,0.4034213
114,114,0.40342113
115,115,0.40342107
116,116,0.40342116
117,117,0.40342137
118,118,0.4034217
119,119,0.4034222
120,120,0.4034229
121,121,0.40342376
122,122,0.40342477
123,123,0.4034259
124,124,0.40342712
125,125,0.40342844
126,126,0.40342987
